"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.92248402234651,0.0206012276788936,0.910951552421749,0.964663373614779,0.92248402234651,0.964663373614779,0.921693042982699,0.964302795794522,99.0738145349281,106.889325092892
2,45,0.477083896524368,0.0072807451191591,0.475099041129497,0.493921150438087,0.954167793048736,0.987842300876175,0.953222799090978,0.987591626667436,-5.62192134899877,4.7987593949536
3,120,0.32205294267635,0.00398464036406746,0.322769460709606,0.330015998976996,0.966158828029049,0.990047996930987,0.965101291404956,0.98973699683508,-23.6408010955232,-10.6149501655828
4,210,0.243234913329044,0.00257886650145941,0.243368111801701,0.247627212322869,0.972939653316177,0.990508849291475,0.971800270297911,0.990109221893221,-26.3821995212664,-10.7511784053379
5,252,0.195516925756696,0.00180893401335938,0.195605774795776,0.198127085452696,0.97758462878348,0.990635427263482,0.976392321803878,0.99013731169239,-25.7248143914681,-7.48862308955143
6,210,0.163523699584028,0.00131758236023278,0.163647462831831,0.165117502103166,0.981142197504166,0.990705012618994,0.97992556508508,0.990105336013768,-24.470659177213,-3.6292976893083
7,120,0.140580911506429,0.00096648033702293,0.140574977775656,0.141537076830353,0.984066380545005,0.990759537812468,0.982854039934299,0.990056459167764,-23.0589950635275,0.387536610365295
8,45,0.123323048930323,0.000689626824204323,0.123698581282682,0.123850802920593,0.986584391442584,0.990806423364747,0.985404997283691,0.989998196847362,-21.5676806948337,4.48402116504724
9,10,0.109868997885695,0.000448947688811774,0.110086581259024,0.110093221225475,0.988820980971253,0.990838991029272,0.987703079068378,0.9899228901322,-19.9225533070831,8.73431873878589
10,1,0.0990848053106741,NA,0.0990848053106741,0.0990848053106741,0.990848053106741,0.990848053106741,0.989819744467049,0.989819744467049,-18.0215223460014,13.2405198858557
