"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
1,1001,1,0.52150582265132,0.52150582265132,1165.94004071318,1170.1546488116,1,6,4,0.519176112468613
1,1001,2,0.828649763130713,0.414324881565357,654.47283492422,662.902051121065,1,6,4,0.418301436026429
1,1001,3,0.998209142071243,0.332736380690414,-1624.0345830019,-1611.39075870663,1,6,4,0.328040170338527
1,1001,4,0.998234697320803,0.249558674330201,-1629.22089776484,-1612.36246537115,1,6,4,0.255176735582352
1,1001,5,0.99824616453743,0.199649232907486,-1630.47943913261,-1609.4063986405,1,6,4,0.201092054457567
1,1001,6,0.99825494508021,0.166375824180035,-1630.9889665122,-1605.70131792166,1,6,4,0.163395710787748
1,1001,7,0.998255693187288,0.142607956169613,-1629.20336305418,-1599.70110636523,1,6,4,0.138260151984107
1,1001,8,0.998255853238305,0.124781981654788,-1627.24924327403,-1593.53237848665,1,6,4,0.121991276037408
1,1001,9,0.998256022508842,0.110917335834316,-1625.29777094247,-1587.36629805667,1,6,4,0.111663181967658
1,1001,10,0.998256161287671,0.0998256161287671,-1623.3375605476,-1581.19147956338,1,6,4,0.105186876603818
2,1002,1,0.509084373833244,0.509084373833244,1189.8302833291,1194.04489142752,1,3,3,0.504786456754805
2,1002,2,0.801361617840647,0.400680808920324,739.437145505609,747.866361702454,1,3,3,0.409843398827883
2,1002,3,0.998441721599422,0.332813907199807,-1682.5150415419,-1669.87121724663,1,3,3,0.324319356786339
2,1002,4,0.998445557860206,0.249611389465051,-1681.74748842436,-1664.88905603067,1,3,3,0.254430374104284
2,1002,5,0.998447795166364,0.199689559033273,-1680.46765604066,-1659.39461554855,1,3,3,0.201724732733658
2,1002,6,0.998449978133169,0.166408329688861,-1679.17133355215,-1653.88368496162,1,3,3,0.164335099885436
2,1002,7,0.998450776052338,0.142635825150334,-1677.42878947367,-1647.92653278471,1,3,3,0.138946330677098
2,1002,8,0.998451137479718,0.124806392184965,-1675.5454509629,-1641.82858617552,1,3,3,0.122214715704939
2,1002,9,0.99845144513611,0.110939049459568,-1673.64477771016,-1635.71330482436,1,3,3,0.111404680204638
2,1002,10,0.998451617869013,0.0998451617869013,-1671.70055311128,-1629.55447212706,1,3,3,0.104509651249538
3,1003,1,0.529899079475143,0.529899079475143,1146.86787825185,1151.08248635027,1,4,3,0.521347041597647
3,1003,2,0.806091538825945,0.403045769412973,706.087279208811,714.516495405655,1,4,3,0.417663876037687
3,1003,3,0.997950642925501,0.3326502143085,-1566.84275895317,-1554.1989346579,1,4,3,0.325968784392346
3,1003,4,0.99796154325989,0.249490385814973,-1567.50930902601,-1550.65087663232,1,4,3,0.252880612528608
3,1003,5,0.997966962993382,0.199593392598676,-1566.84045111521,-1545.7674106231,1,4,3,0.199301078542551
3,1003,6,0.997967618510445,0.166327936418408,-1565.0016933268,-1539.71404473627,1,4,3,0.16238546162258
3,1003,7,0.997968192452324,0.142566884636046,-1563.14291261489,-1533.64065592593,1,4,3,0.138025200805678
3,1003,8,0.997968800189815,0.124746100023727,-1561.29249085639,-1527.57562606902,1,4,3,0.122404609323275
3,1003,9,0.997968812392061,0.110885423599118,-1559.2954945694,-1521.3640216836,1,4,3,0.112571640280173
3,1003,10,0.997968812957244,0.0997968812957244,-1557.29563369561,-1515.14955271139,1,4,3,0.106453761793812
4,1004,1,0.552899336277805,0.552899336277805,1141.06974122509,1145.28434932351,1,3,3,0.544334099420322
4,1004,2,0.834953449325018,0.417476724662509,644.791637059981,653.220853256825,1,3,3,0.429901320283551
4,1004,3,0.99819393675629,0.332731312252097,-1610.74740612329,-1598.10358182802,1,3,3,0.330252022938312
4,1004,4,0.998197210460273,0.249549302615068,-1609.65453785671,-1592.79610546302,1,3,3,0.252731125806215
4,1004,5,0.998200457841067,0.199640091568213,-1608.55600444701,-1587.4829639549,1,3,3,0.197549636133204
4,1004,6,0.998202840143081,0.166367140023847,-1607.21836189322,-1581.93071330269,1,3,3,0.160705696598717
4,1004,7,0.998205251497731,0.142600750213962,-1605.88969166316,-1576.3874349742,1,3,3,0.137145458746648
4,1004,8,0.998207689255,0.124775961156875,-1604.56928948307,-1570.85242469569,1,3,3,0.122493199333657
4,1004,9,0.998208652320574,0.110912072480064,-1602.83802759463,-1564.90655470883,1,3,3,0.113538066532794
4,1004,10,0.998209209999418,0.0998209209999418,-1600.99371084795,-1558.84762986373,1,3,3,0.108122986457063
5,1005,1,0.57703956572289,0.57703956572289,1130.46434753634,1134.67895563476,1,5,4,0.562028739710592
5,1005,2,0.827345982495843,0.413672991247922,684.469874799524,692.899090996368,1,5,4,0.436666850031856
5,1005,3,0.998400682117938,0.332800227372646,-1654.38636448904,-1641.74254019377,1,5,4,0.330036619160477
5,1005,4,0.998424323898332,0.249606080974583,-1659.83274627155,-1642.97431387787,1,5,4,0.24962604512369
5,1005,5,0.998436529292416,0.199687305858483,-1661.72089051318,-1640.64785002107,1,5,4,0.194323108481037
5,1005,6,0.998438478323731,0.166406413053955,-1660.34458213496,-1635.05693354442,1,5,4,0.15865471318437
5,1005,7,0.998440305686892,0.142634329383842,-1658.93004734322,-1629.42779065426,1,5,4,0.136593937729053
5,1005,8,0.998441274136561,0.12480515926707,-1657.24060514038,-1623.523740353,1,5,4,0.123301249810461
5,1005,9,0.998441860007045,0.110937984445227,-1655.42857296362,-1617.49710007782,1,5,4,0.115417489637219
5,1005,10,0.998442174593586,0.0998442174593586,-1653.52953253848,-1611.38345155426,1,5,4,0.110785522039287
