"iteration","p","R2","M_p","AIC","BIC","selected_by_Mp","selected_by_AIC","selected_by_BIC","subset_p","subset_Mp","subset_AIC","subset_BIC","support_true"
1,1,0.314372715359197,0.314372715359197,98.9580488108218,103.172656909244,FALSE,FALSE,FALSE,"1","1","1","1","1,3,7"
1,2,0.671038236519828,0.335519118259914,-266.238271008885,-257.809054812041,FALSE,FALSE,FALSE,"1,3","1,2","1,3","1,3","1,3,7"
1,3,0.976893532253471,0.325631177417824,-1592.15274911932,-1579.50892482406,FALSE,TRUE,TRUE,"1,3,7","1,2,3","1,3,7","1,3,7","1,3,7"
1,4,0.976971081242258,0.244242770310565,-1591.83365108416,-1574.97521869048,FALSE,FALSE,FALSE,"1,3,7,2","1,2,3,4","1,3,7","1,3,7","1,3,7"
1,5,0.977058633967037,0.195411726793407,-1591.73820379769,-1570.66516330558,FALSE,FALSE,FALSE,"1,3,7,2,4","1,2,3,4,5","1,3,7","1,3,7","1,3,7"
1,6,0.97713587712437,0.162855979520728,-1591.42453511721,-1566.13688652667,FALSE,FALSE,FALSE,"1,3,7,2,4,5","1,2,3,4,5,6","1,3,7","1,3,7","1,3,7"
1,7,0.977168558964136,0.139595508423448,-1590.13974338998,-1560.63748670102,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6","1,2,3,4,5,6,7","1,3,7","1,3,7","1,3,7"
1,8,0.977201037481063,0.122150129685133,-1588.85151711717,-1555.13465232979,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8","1,2,3,4,5,6,7,8","1,3,7","1,3,7","1,3,7"
1,9,0.97723188671929,0.108581320746588,-1587.52852441682,-1549.59705153102,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9","1,2,3,4,5,6,7,8,9","1,3,7","1,3,7","1,3,7"
1,10,0.977250898546338,0.0977250898546338,-1585.94620876469,-1543.80012778047,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10","1,2,3,4,5,6,7,8,9,10","1,3,7","1,3,7","1,3,7"
1,11,0.977277717016385,0.0888434288196713,-1584.53599668271,-1538.17530760006,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11","1,2,3,4,5,6,7,8,9,10,11","1,3,7","1,3,7","1,3,7"
1,12,0.977293313684071,0.0814411094736725,-1582.87931656293,-1532.30401938187,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12","1,2,3,4,5,6,7,8,9,10,11,12","1,3,7","1,3,7","1,3,7"
1,13,0.977305215671393,0.0751773242824148,-1581.14146638817,-1526.35156110868,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13","1,2,3,4,5,6,7,8,9,10,11,12,13","1,3,7","1,3,7","1,3,7"
1,14,0.977308001541988,0.0698077143958563,-1579.20284704631,-1520.1983336684,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14","1,2,3,4,5,6,7,8,9,10,11,12,13,15","1,3,7","1,3,7","1,3,7"
1,15,0.977313586505534,0.065154239100369,-1577.32592238841,-1514.10680091207,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,16","1,3,7","1,3,7","1,3,7"
1,16,0.977315334067371,0.0610822083792107,-1575.36443947594,-1507.93070990118,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17","1,3,7","1,3,7","1,3,7"
1,17,0.977316916661661,0.0574892303918624,-1573.39932316128,-1501.7509854881,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17","1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18","1,3,7","1,3,7","1,3,7"
1,18,0.977317644066181,0.0542954246703434,-1571.41535749341,-1495.55241172181,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18","1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19","1,3,7","1,3,7","1,3,7"
