"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.0859051556288547,0.172200333611937,0.00538184042418766,0.504966962930442,0.0859051556288547,0.504966962930442,0.0765776572169043,0.499915605409324,295.795393237806,303.610903795771
2,45,0.0867925225730449,0.111918712632253,0.0185830977074273,0.41659680775759,0.17358504514609,0.833193615515179,0.156545561540855,0.829754308618585,189.016319596185,199.437000340138
3,120,0.0875950147746364,0.0861406200426411,0.098578383559936,0.304975705746827,0.262785044323909,0.914927117240481,0.239747076959031,0.912268589654246,123.683776380648,136.709627310588
4,210,0.0883297344063506,0.0699058671544262,0.0811205885020712,0.229388247366876,0.353318937625403,0.917552989467503,0.326090261314893,0.914081536392451,122.548522088585,138.179543204514
5,252,0.0890124626586478,0.0578217579255781,0.0869429430516212,0.183942675178749,0.445062313293239,0.919713375893745,0.415544351234369,0.91544281078171,121.893246354031,140.129437655948
6,210,0.0896576889750355,0.0478533884031931,0.0919114889604601,0.153410006948281,0.537946133850213,0.920460041689686,0.50813620700184,0.915328431476117,122.958894612639,143.800256100544
7,120,0.0902787382901802,0.0389454951021822,0.0838247100896468,0.131577564972665,0.631951168031262,0.921042954808655,0.603947452555379,0.915035353544096,124.223340331801,147.669872005694
8,45,0.0908879587141678,0.0303599166305097,0.10512128911873,0.115143383027512,0.727103669713343,0.921147064220097,0.703112783534296,0.914214937997688,126.091397566325,152.143099426206
9,10,0.0914969398099841,0.0213913731946054,0.102196011282929,0.102351754003203,0.823472458289857,0.921165786028828,0.805819704118842,0.913282364631711,128.067652056499,156.724524102368
10,1,0.0921167464486813,NA,0.0921167464486813,0.0921167464486813,0.921167464486813,0.921167464486813,0.912309876226904,0.912309876226904,130.065522935438,161.327565167295
