"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.0911603956616526,0.155201626932977,0.00854993457150244,0.457261757497443,0.0911603956616526,0.457261757497443,0.081886522147996,0.451723612165784,283.401945783286,291.21745634125
2,45,0.091201790200943,0.100417168686995,0.0425667076030688,0.387579923850533,0.182403580401886,0.775159847701066,0.165545922265842,0.770523968272222,197.278202763206,207.698883507158
3,120,0.0912294097774949,0.0770354544236712,0.0944431781357912,0.303612459128505,0.273688229332485,0.910837377385514,0.250990986499125,0.908051045428812,106.785423491578,119.811274421518
4,210,0.0912489369603633,0.0623716680675256,0.0859825214057405,0.228043427050625,0.364995747841453,0.912173708202499,0.338258726697936,0.908475759074183,107.275321894375,122.906343010303
5,252,0.091265524886411,0.0515056633403651,0.0873979891925982,0.182676066396932,0.456327624432055,0.913380331984659,0.427408881050782,0.908772902834907,107.891921525576,126.128112827492
6,210,0.091283808213779,0.0425749997174941,0.0913491171614688,0.152331425699493,0.547702849282674,0.913988554196957,0.518522387946072,0.908439428661277,109.187269026336,130.028630514241
7,120,0.0913078960270736,0.0346144595647406,0.0893940447812156,0.130610247997916,0.639155272189515,0.914271735985411,0.6116996950735,0.907748933288649,110.857488516749,134.304020190642
8,45,0.0913413335630586,0.0269545225581947,0.0974579657158465,0.114299341207334,0.730730668504469,0.914394729658671,0.707058639362005,0.906868991606686,112.713916279301,138.765618139181
9,10,0.0913870197849152,0.0189654700219884,0.101529691850021,0.101603947222303,0.822483178064237,0.914435525000731,0.804731495870661,0.905879077500805,114.66624974483,143.323121790699
10,1,0.0914470678730569,NA,0.0914470678730569,0.0914470678730569,0.914470678730569,0.914470678730569,0.90486064263288,0.90486064263288,116.625156810897,147.887199042754
