"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
1,1001,1,0.147837825070859,0.147837825070859,2166.10372897986,2170.31833707828,1,10,10,0.142223270140096
1,1001,2,0.253719735561036,0.126859867780518,2101.76591116476,2110.19512736161,1,10,10,0.134027231526045
1,1001,3,0.374076441617248,0.124692147205749,2015.82942775861,2028.47325205388,1,10,10,0.126504624082052
1,1001,4,0.482043355249428,0.120510838812357,1923.16107222345,1940.01950461714,1,10,10,0.119969424908981
1,1001,5,0.587552884842256,0.117510576968451,1811.26929748023,1832.34233797234,1,10,10,0.114557707259931
1,1001,6,0.671032610343592,0.111838768390599,1700.19461467514,1725.48226326567,1,10,10,0.110251397683596
1,1001,7,0.754331953565442,0.107761707652206,1556.20591150566,1585.70816819461,1,10,10,0.106932081900336
1,1001,8,0.835559957534797,0.10444499469185,1357.48831167697,1391.20517646434,1,10,10,0.104435789237762
1,1001,9,0.911979480447775,0.101331053383086,1047.00028355477,1084.93175644057,1,10,10,0.102593008170849
1,1001,10,0.999579834132975,0.0999579834132975,-1623.3375605476,-1581.19147956338,1,10,10,0.101251228593115
2,1002,1,0.132924244332057,0.132924244332057,2152.46468386638,2156.6792919648,1,10,10,0.130847657148448
2,1002,2,0.239342658017791,0.119671329008895,2088.99300054998,2097.42221674683,1,10,10,0.122722281426312
2,1002,3,0.348333050779871,0.116111016926624,2013.66831766343,2026.31214195869,1,10,10,0.11586196177166
2,1002,4,0.440510907451033,0.110127726862758,1939.41352527714,1956.27195767083,1,10,10,0.11065731631498
2,1002,5,0.540790852775019,0.108158170555004,1842.65439135585,1863.72743184796,1,10,10,0.107020271566124
2,1002,6,0.63567477639049,0.105945796065082,1728.92497908656,1754.21262767709,1,10,10,0.10462220659124
2,1002,7,0.729694599580934,0.104242085654419,1581.67772521267,1611.17998190163,1,10,10,0.103101084056277
2,1002,8,0.816219144555605,0.102027393069451,1390.77353138568,1424.49039617306,1,10,10,0.102159779681962
2,1002,9,0.905856550918064,0.100650727879785,1058.31134554283,1096.24281842863,1,10,10,0.101586165106189
2,1002,10,0.999601163661012,0.0999601163661012,-1671.70055311128,-1629.55447212706,1,10,10,0.101239883057059
3,1003,1,0.143290161424222,0.143290161424222,2165.86617600104,2170.08078409946,2,10,10,0.144068111582311
3,1003,2,0.286709470652227,0.143354735326113,2076.26094039311,2084.69015658996,2,10,10,0.127286690500413
3,1003,3,0.389227045038365,0.129742348346122,2000.67918156569,2013.32300586095,2,10,10,0.109891801929955
3,1003,4,0.474824173152253,0.118706043288063,1927.18309181493,1944.04152420862,2,10,10,0.105506192805287
3,1003,5,0.565622327259856,0.113124465451971,1834.27371909852,1855.34675959063,2,10,10,0.104886555910889
3,1003,6,0.649513266664288,0.108252211110715,1728.97796195083,1754.26561054137,2,10,10,0.104807743198213
3,1003,7,0.738549713514602,0.105507101930657,1584.43861260779,1613.94086929675,2,10,10,0.104797858217502
3,1003,8,0.823770461919646,0.102971307739956,1389.2102038904,1422.92706867778,2,10,10,0.104796620595036
3,1003,9,0.909594618768509,0.101066068752057,1057.46843067479,1095.39990356059,2,10,10,0.104796465676132
3,1003,10,0.999517717065551,0.0999517717065551,-1557.29563369561,-1515.14955271139,2,10,10,0.104796446284757
4,1004,1,0.122925351028623,0.122925351028623,2151.13371270642,2155.34832080484,2,10,10,0.126226150233845
4,1004,2,0.254433327066981,0.12721666353349,2071.90994108126,2080.3391572781,2,10,10,0.118406709629531
4,1004,3,0.351004883121869,0.11700162770729,2004.55025535735,2017.19407965261,2,10,10,0.110353314178606
4,1004,4,0.441025045127077,0.110256261281769,1931.88999340681,1948.7484258005,2,10,10,0.106214999381725
4,1004,5,0.54146392170206,0.108292784340412,1834.85714719155,1855.93018768367,2,10,10,0.104812341907863
4,1004,6,0.633301084161467,0.105550180693578,1725.10821832364,1750.39586691417,2,10,10,0.10440769791216
4,1004,7,0.727238716877386,0.103891245268198,1579.13615498469,1608.63841167365,2,10,10,0.104296572104808
4,1004,8,0.817789188589941,0.102223648573743,1379.41981966011,1413.13668444749,2,10,10,0.104266471186311
4,1004,9,0.90478688862283,0.100531876513648,1056.89648748693,1094.82796037273,2,10,10,0.104258348168248
4,1004,10,0.999534043380227,0.0999534043380227,-1600.99371084795,-1558.84762986373,2,10,10,0.104256158313103
5,1005,1,0.125638861400647,0.125638861400647,2159.46878724221,2163.68339534063,1,10,10,0.120540343598416
5,1005,2,0.236179738454539,0.118089869227269,2093.88829192297,2102.31750811982,1,10,10,0.1173159783411
5,1005,3,0.351585348609639,0.117195116203213,2013.98723397142,2026.63105826669,1,10,10,0.114345368904816
5,1005,4,0.464951892623769,0.116237973155942,1919.90037264871,1936.75880504239,1,10,10,0.111814450671366
5,1005,5,0.564180293227875,0.112836058645575,1819.33636168219,1840.4094021743,1,10,10,0.109797917908548
5,1005,6,0.649076049131495,0.108179341521916,1713.00680895654,1738.29445754708,1,10,10,0.108275315129665
5,1005,7,0.734411886213497,0.104915983744785,1575.6953732028,1605.19762989176,1,10,10,0.107171680121063
5,1005,8,0.814767144940121,0.101845893117515,1397.52889586184,1431.24576064922,1,10,10,0.106395196833074
5,1005,9,0.906668267609429,0.10074091862327,1056.80212175522,1094.73359464102,1,10,10,0.105860263001226
5,1005,10,0.99958872909575,0.099958872909575,-1653.52953253848,-1611.38345155426,1,10,10,0.105497058140774
6,1006,1,0.152477916676489,0.152477916676489,2174.01644970543,2178.23105780385,1,10,10,0.148618020247767
6,1006,2,0.265276051103999,0.132638025551999,2104.60542620431,2113.03464240115,1,10,10,0.137528531158708
6,1006,3,0.378236179445331,0.126078726481777,2023.13815719443,2035.78198148969,1,10,10,0.127664915931192
6,1006,4,0.483086137000286,0.120771534250072,1932.79612740976,1949.65455980345,1,10,10,0.119575578981548
6,1006,5,0.573274724666477,0.114654944933295,1838.92821317588,1860.00125366799,1,10,10,0.113371533325506
6,1006,6,0.663217262489781,0.110536210414964,1722.57701505406,1747.86466364459,1,10,10,0.108853645989718
6,1006,7,0.750224642451327,0.107174948921618,1575.13897378896,1604.64123047792,1,10,10,0.105686301630342
6,1006,8,0.823165211389249,0.102895651423656,1404.46595124221,1438.18281602959,1,10,10,0.103524470177501
6,1006,9,0.907499172184041,0.100833241353782,1082.46679865845,1120.39827154425,1,10,10,0.102075783259131
6,1006,10,0.999544765162801,0.0999544765162801,-1572.61293199492,-1530.4668510107,1,10,10,0.101116895739704
7,1007,1,0.143045595445898,0.143045595445898,2185.14647674891,2189.36108484733,2,10,10,0.143365566772393
7,1007,2,0.280013222710745,0.140006611355373,2100.07054341749,2108.49975961433,2,10,10,0.128029633724329
7,1007,3,0.38389548384068,0.127965161280227,2024.16242905035,2036.80625334562,2,10,10,0.112247464021529
7,1007,4,0.482109125192304,0.120527281298076,1939.33639677067,1956.19482916436,2,10,10,0.107033098299016
7,1007,5,0.575928429870134,0.115185685974027,1841.40523916646,1862.47827965857,2,10,10,0.106018908570352
7,1007,6,0.665946953547921,0.110991158924654,1724.10402097411,1749.39166956465,2,10,10,0.105845249274869
7,1007,7,0.750392276829042,0.107198896689863,1580.39940903873,1609.90166572768,2,10,10,0.105816189863953
7,1007,8,0.828473788097744,0.103559223512218,1394.82216693852,1428.5390317259,2,10,10,0.105811346046223
7,1007,9,0.909707307471141,0.101078589719016,1075.98238632103,1113.91385920683,2,10,10,0.105810539169863
7,1007,10,0.999596239300328,0.0999596239300329,-1627.01233209629,-1584.86625111207,2,10,10,0.105810404776061
8,1008,1,0.132934946475638,0.132934946475638,2168.91315224695,2173.12776034538,5,10,10,0.133417580349139
8,1008,2,0.261672639119435,0.130836319559717,2090.54980115286,2098.9790173497,5,10,10,0.130527304916286
8,1008,3,0.383238989925851,0.127746329975284,2002.59695232007,2015.24077661534,5,10,10,0.126628226810626
8,1008,4,0.483069606569676,0.120767401642419,1916.31026377054,1933.16869616423,5,10,10,0.121848380892537
8,1008,5,0.582094357441246,0.116418871488249,1811.9839845827,1833.05702507481,5,10,10,0.116631257003471
8,1008,6,0.670237694336823,0.11170628238947,1695.54220334449,1720.82985193503,5,10,10,0.11161153952498
8,1008,7,0.753670068826987,0.10766715268957,1551.6920593036,1581.19431599256,5,10,10,0.107334830892626
8,1008,8,0.833532520777375,0.104191565097172,1357.75613399348,1391.47299878085,5,10,10,0.104052769544685
8,1008,9,0.91563588617318,0.101737320685909,1019.92720859254,1057.85868147834,5,10,10,0.101730395662755
8,1008,10,0.999559581425677,0.0999559581425677,-1605.65870068331,-1563.51261969909,5,10,10,0.10017986254889
9,1009,1,0.145634062952573,0.145634062952573,2183.20790532428,2187.42251342271,1,10,10,0.144123211957992
9,1009,2,0.270094962721749,0.135047481360874,2106.48532534282,2114.91454153966,1,10,10,0.136417798349212
9,1009,3,0.382804142102684,0.127601380700895,2024.62131013637,2037.26513443163,1,10,10,0.128971923399594
9,1009,4,0.490889669711747,0.122722417427937,1930.36048145152,1947.2189138452,1,10,10,0.122159666815578
9,1009,5,0.583304297267974,0.116660859453595,1832.20621834121,1853.27925883332,1,10,10,0.116231880605329
9,1009,6,0.672091103781308,0.112015183963551,1714.39601264873,1739.68366123926,1,10,10,0.111294615692702
9,1009,7,0.753821672077826,0.107688810296832,1573.05619724494,1602.5584539339,1,10,10,0.107330087593958
9,1009,8,0.833091448877316,0.104136431109665,1380.75113764386,1414.46800243124,1,10,10,0.104239133841593
9,1009,9,0.911823004595621,0.101313667177291,1063.7011584191,1101.6326313049,1,10,10,0.101884200882215
9,1009,10,0.999535829994411,0.0999535829994411,-1557.72409578969,-1515.57801480546,1,10,10,0.100121358304482
10,1010,1,0.138440643472835,0.138440643472835,2218.6400835242,2222.85469162262,4,10,10,0.13938166231402
10,1010,2,0.273851601048297,0.136925800524148,2135.1453073076,2143.57452350445,4,10,10,0.135292940714777
10,1010,3,0.389811494549199,0.129937164849733,2050.1520745835,2062.79589887877,4,10,10,0.130234883356
10,1010,4,0.497010814322722,0.12425270358068,1955.55244231501,1972.4108747087,4,10,10,0.124501548138998
10,1010,5,0.591338642781736,0.118267728556347,1853.71152501382,1874.78456550593,4,10,10,0.118612691500868
10,1010,6,0.676063996097705,0.112677332682951,1739.5410959359,1764.82874452643,4,10,10,0.113145673726446
10,1010,7,0.762127436536461,0.108875348076637,1587.13564852249,1616.63790521144,4,10,10,0.108526466406215
10,1010,8,0.846995843882317,0.10587448048529,1368.50064980016,1402.21751458754,4,10,10,0.104924182063382
10,1010,9,0.919270334278602,0.102141148253178,1050.82116355433,1088.75263644013,4,10,10,0.102286582364666
10,1010,10,0.999574404101224,0.0999574404101224,-1569.86438146356,-1527.71830047933,4,10,10,0.100443160300839
