"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.369820917805648,0.380286759495848,0.352089474819756,0.808050705994065,0.369820917805648,0.808050705994065,0.363390519007746,0.806092039728699,299.527920790487,307.343431348452
2,45,0.302631063966114,0.160811341770327,0.35551757216666,0.47043944214727,0.605262127932229,0.94087888429454,0.597123202734955,0.939659892218139,183.76361128155,194.184292025502
3,120,0.249923534511504,0.0772441364233452,0.269748203606245,0.326635685875328,0.749770603534512,0.979907057625986,0.741950934894965,0.979279153176798,77.8416592210124,90.8675101509529
4,210,0.209316374279962,0.037387596994423,0.219153740803396,0.247879963109606,0.837265497119847,0.991519852438425,0.830413518051209,0.991162793593727,-6.42241847433897,9.20860264158958
5,252,0.178186902289293,0.0180374557352396,0.183061553310329,0.198707813124668,0.890934511446466,0.993539065623339,0.885133155672342,0.993195398901176,-31.6178087839783,-13.3816174820617
6,210,0.154261689972588,0.00939593454096185,0.156636946860475,0.165639386590904,0.925570139835529,0.993836319545423,0.920768213373305,0.993438662741902,-34.3277960005111,-13.4864345126064
7,120,0.135687198469765,0.00570069223030675,0.135986960488899,0.142019446410295,0.949810389288357,0.994136124872063,0.945991614560297,0.993689960460155,-37.314136585755,-13.8676049118622
8,45,0.121016744026341,0.0035078385075562,0.122104925278547,0.124285668748161,0.968133952210732,0.99428534998529,0.965332541416071,0.99378296317081,-37.8918979924212,-11.8401961325403
9,10,0.109178030554176,0.00200544045484796,0.110359255331751,0.110479584372079,0.982602274987582,0.994316259348713,0.980862502486341,0.993747885283584,-36.434245418347,-7.77737337247798
10,1,0.0994378462377838,NA,0.0994378462377838,0.0994378462377838,0.994378462377838,0.994378462377838,0.993746828937146,0.993746828937146,-35.5346810791044,-4.27263884724734
