"iteration","p","R2","M_p","AIC","BIC","selected_by_Mp","selected_by_AIC","selected_by_BIC","subset_p","subset_Mp","subset_AIC","subset_BIC","support_true"
1,1,0.451290583602407,0.451290583602407,-1454.99980402088,-1450.78519592245,FALSE,FALSE,FALSE,"7","7","1","1","1,3,7,10,12"
1,2,0.515355435447979,0.257677717723989,-1515.07642378616,-1506.64720758931,TRUE,FALSE,FALSE,"7,12","7,12","1,3","1,3","1,3,7,10,12"
1,3,0.548708480458604,0.182902826819535,-1548.72754888345,-1536.08372458818,FALSE,FALSE,FALSE,"7,12,1","7,12","1,3,6","1,3,7","1,3,7,10,12"
1,4,0.572823386733359,0.14320584668334,-1574.18553566196,-1557.32710326827,FALSE,FALSE,FALSE,"7,12,1,10","7,12","1,3,6,7","1,3,7,10","1,3,7,10,12"
1,5,0.586385999158494,0.117277199831699,-1588.31771972995,-1567.24467923784,FALSE,FALSE,TRUE,"7,12,1,10,3","7,12","1,3,6,7,10","1,3,7,10,12","1,3,7,10,12"
1,6,0.590360405926936,0.0983934009878227,-1591.1454394872,-1565.85779089667,FALSE,TRUE,FALSE,"7,12,1,10,3,2","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,7,0.591833105223895,0.0845475864605564,-1590.94623332897,-1561.44397664001,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,8,0.593173183558816,0.074146647944852,-1590.5905153942,-1556.87365060682,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,9,0.594449809598621,0.0660499788442912,-1590.16198661992,-1552.23051373412,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,10,0.595571131425314,0.0595571131425314,-1589.54637122914,-1547.40029024492,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,11,0.596435394928625,0.0542213995389659,-1588.61601332541,-1542.25532424276,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,12,0.597309304921737,0.0497757754101448,-1587.69992599574,-1537.12462881467,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,13,0.597986838989573,0.0459989876145825,-1586.54189316517,-1531.75198788568,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,14,0.59834170262273,0.0427386930444807,-1584.98344630547,-1525.97893292756,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13,14","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,15,0.598729658715559,0.0399153105810373,-1583.4666226481,-1520.24750117176,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13,14,15","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,16,0.598967333035195,0.0374354583146997,-1581.76286275208,-1514.32913317732,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13,14,15,16","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,17,0.599074847470018,0.0352396969100011,-1579.89692770269,-1508.24859002952,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13,14,15,16,17","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,18,0.599094780946227,0.0332830433859015,-1577.92178766924,-1502.05884189764,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13,14,15,16,17,18","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,19,0.599105130881703,0.0315318489937738,-1575.93469604332,-1495.8571421733,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13,14,15,16,17,18,19","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
1,20,0.599109235408755,0.0299554617704378,-1573.93981527579,-1489.64765330735,FALSE,FALSE,FALSE,"7,12,1,10,3,2,4,5,6,8,9,11,13,14,15,16,17,18,19,20","7,12","1,3,6,7,10,12","1,3,7,10,12","1,3,7,10,12"
2,1,0.231714156123672,0.231714156123672,-1429.42506147709,-1425.21045337867,FALSE,FALSE,FALSE,"16","3","1","1","1,3,4,16,20"
2,2,0.328420174544528,0.164210087272264,-1494.6895470874,-1486.26033089056,TRUE,FALSE,FALSE,"16,3","3,16","1,3","1,3","1,3,4,16,20"
2,3,0.41351539670003,0.137838465566677,-1560.43278174335,-1547.78895744808,FALSE,FALSE,FALSE,"16,3,1","3,16","1,3,4","1,3,4","1,3,4,16,20"
2,4,0.468147213719324,0.117036803429831,-1607.32262293596,-1590.46419054227,FALSE,FALSE,FALSE,"16,3,1,4","3,16","1,3,4,5","1,3,4,16","1,3,4,16,20"
2,5,0.483214207862713,0.0966428415725426,-1619.69175965331,-1598.6187191612,FALSE,FALSE,TRUE,"16,3,1,4,20","3,16","1,3,4,5,13","1,3,4,16,20","1,3,4,16,20"
2,6,0.489235788319476,0.081539298053246,-1623.55196048556,-1598.26431189503,FALSE,FALSE,FALSE,"16,3,1,4,20,2","3,16","1,3,4,5,13,16","1,3,4,16,20","1,3,4,16,20"
2,7,0.493485096065259,0.0704978708664655,-1625.7291154034,-1596.22685871445,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5","3,16","1,3,4,5,13,16,17","1,3,4,16,20","1,3,4,16,20"
2,8,0.496990062211146,0.0621237577763933,-1627.20102623131,-1593.48416144393,FALSE,TRUE,FALSE,"16,3,1,4,20,2,5,6","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,9,0.498198968239161,0.0553554409154623,-1626.40414467642,-1588.47267179062,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,10,0.499000031309435,0.0499000031309435,-1625.20297040585,-1583.05688942163,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,11,0.499675071593648,0.0454250065085134,-1623.87711761665,-1577.516428534,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,12,0.500363379009351,0.0416969482507793,-1622.56545160791,-1571.99015442685,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,13,0.500940836555815,0.0385339105042935,-1621.14366333146,-1566.35375805197,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,14,0.501423356283997,0.0358159540202855,-1619.62732657043,-1560.62281319252,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11,12","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,15,0.501844986796063,0.0334563324530709,-1618.05033965955,-1554.83121818322,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11,12,13","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,16,0.502043431151144,0.0313777144469465,-1616.24955866401,-1548.81582908926,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11,12,13,14","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,17,0.502161918026176,0.029538936354481,-1614.36854592257,-1542.7202082494,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11,12,13,14,15","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,18,0.502285044514328,0.0279047246952404,-1612.492222396,-1536.6292766244,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11,12,13,14,15,17","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,19,0.502377410988941,0.026440916367839,-1610.58502154277,-1530.50746767275,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11,12,13,14,15,17,18","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
2,20,0.502379224639543,0.0251189612319771,-1608.58684386148,-1524.29468189303,FALSE,FALSE,FALSE,"16,3,1,4,20,2,5,6,7,8,9,10,11,12,13,14,15,17,18,19","3,16","1,3,4,5,13,16,17,20","1,3,4,16,20","1,3,4,16,20"
3,1,0.234938349765959,0.234938349765959,-1393.68662129663,-1389.47201319821,FALSE,FALSE,FALSE,"4","1","2","3","1,4,5,9,17"
3,2,0.418246254381967,0.209123127190984,-1528.64121050838,-1520.21199431154,FALSE,FALSE,FALSE,"4,5","1,2","2,3","3,4","1,4,5,9,17"
3,3,0.474519469887554,0.158173156629185,-1577.50826114875,-1564.86443685348,FALSE,FALSE,FALSE,"4,5,17","1,2,3","2,3,4","3,4,5","1,4,5,9,17"
3,4,0.506935153261214,0.126733788315304,-1607.34448067705,-1590.48604828337,FALSE,FALSE,FALSE,"4,5,17,9","1,2,3,4","2,3,4,5","3,4,5,9","1,4,5,9,17"
3,5,0.513354993448741,0.102670998689748,-1611.8973718783,-1590.82433138619,FALSE,FALSE,TRUE,"4,5,17,9,1","1,2,3,4,5","2,3,4,5,7","3,4,5,9,17","1,4,5,9,17"
3,6,0.51672290636887,0.0861204843948116,-1613.36973987106,-1588.08209128052,FALSE,FALSE,FALSE,"4,5,17,9,1,2","1,2,3,4,5,6","2,3,4,5,7,9","3,4,5,9,17","1,4,5,9,17"
3,7,0.520530766432509,0.074361538061787,-1615.32496651024,-1585.82270982128,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3","1,2,3,4,5,6,7","2,3,4,5,7,9,11","3,4,5,9,17","1,4,5,9,17"
3,8,0.52355180416423,0.0654439755205287,-1616.48533130403,-1582.76846651665,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6","1,2,3,4,5,6,7,8","2,3,4,5,7,9,11,14","3,4,5,9,17","1,4,5,9,17"
3,9,0.526445194196934,0.058493910466326,-1617.53100481684,-1579.59953193104,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7","1,2,3,4,5,6,7,8,9","2,3,4,5,7,9,11,14,16","3,4,5,9,17","1,4,5,9,17"
3,10,0.528867494212344,0.0528867494212344,-1618.0951393134,-1575.94905832918,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8","1,2,3,4,5,6,7,8,9,10","2,3,4,5,7,9,11,14,16,17","3,4,5,9,17","1,4,5,9,17"
3,11,0.530964910175929,0.0482695372887208,-1618.32603883911,-1571.96534975646,FALSE,TRUE,FALSE,"4,5,17,9,1,2,3,6,7,8,10","1,2,3,4,5,6,7,8,9,10,11","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,12,0.532142609281149,0.0443452174400958,-1617.58306645965,-1567.00776927858,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11","1,2,3,4,5,6,7,8,9,10,11,12","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,13,0.533053795288658,0.0410041380991275,-1616.55780200895,-1561.76789672947,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12","1,2,3,4,5,6,7,8,9,10,11,12,13","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,14,0.533918471252089,0.0381370336608635,-1615.48454424819,-1556.48003087028,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12,13","1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,15,0.534810607589632,0.0356540405059754,-1614.44252177136,-1551.22340029503,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12,13,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,16,0.535609293813126,0.0334755808633204,-1613.30171230398,-1545.86798272922,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,17,0.535848285674232,0.0315204873926019,-1611.55909620062,-1539.91075852744,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12,13,14,15,16","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,18,0.536059882160521,0.0297811045644734,-1609.78708709831,-1533.92414132671,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12,13,14,15,16,18","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,19,0.536135842702814,0.0282176759317271,-1607.86895839864,-1527.79140452862,TRUE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12,13,14,15,16,18,19","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
3,20,0.536159086432306,0.0268079543216153,-1605.89401348374,-1521.6018515153,FALSE,FALSE,FALSE,"4,5,17,9,1,2,3,6,7,8,10,11,12,13,14,15,16,18,19,20","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20","2,3,4,5,7,9,11,14,16,17,19","3,4,5,9,17","1,4,5,9,17"
4,1,0.142558308614133,0.142558308614133,-1454.11875912206,-1449.90415102364,FALSE,FALSE,FALSE,"7","1","1","1","1,6,7,10,18"
4,2,0.275213188663063,0.137606594331532,-1536.15656915212,-1527.72735295527,FALSE,FALSE,FALSE,"7,6","1,2","1,2","1,6","1,6,7,10,18"
4,3,0.351486586661735,0.117162195553912,-1589.75400470465,-1577.11018040939,FALSE,FALSE,FALSE,"7,6,18","1,2,3","1,2,3","1,6,7","1,6,7,10,18"
4,4,0.360178651223715,0.0900446628059287,-1594.50085086963,-1577.64241847594,FALSE,FALSE,TRUE,"7,6,18,1","1,2,3,4","1,2,3,6","1,6,7,18","1,6,7,10,18"
4,5,0.364840703536294,0.0729681407072588,-1596.15743429159,-1575.08439379948,FALSE,FALSE,FALSE,"7,6,18,1,10","1,2,3,4,5","1,2,3,6,7","1,6,7,18","1,6,7,10,18"
4,6,0.368929597590409,0.0614882662650682,-1597.38663375704,-1572.09898516651,FALSE,FALSE,FALSE,"7,6,18,1,10,2","1,2,3,4,5,6","1,2,3,6,7,8","1,6,7,18","1,6,7,10,18"
4,7,0.372154338808109,0.0531649055440156,-1597.94816137901,-1568.44590469006,FALSE,TRUE,FALSE,"7,6,18,1,10,2,3","1,2,3,4,5,6,7","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,8,0.373392278195135,0.0466740347743919,-1596.9349974031,-1563.21813261572,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4","1,2,3,4,5,6,7,8","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,9,0.374526465154402,0.0416140516838225,-1595.84083898763,-1557.90936610183,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5","1,2,3,4,5,6,7,8,9","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,10,0.375553697242643,0.0375553697242643,-1594.66267754768,-1552.51659656346,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8","1,2,3,4,5,6,7,8,9,10","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,11,0.376475460441728,0.0342250418583389,-1593.40128724548,-1547.04059816283,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9","1,2,3,4,5,6,7,8,9,10,11","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,12,0.377170949819938,0.0314309124849948,-1591.95930661986,-1541.38400943879,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11","1,2,3,4,5,6,7,8,9,10,11,13","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,13,0.377629764689569,0.0290484434376592,-1590.32777365621,-1535.53786837672,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12","1,2,3,4,5,6,7,8,9,10,11,13,14","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,14,0.377865865690869,0.0269904189779192,-1588.51748854183,-1529.51297516392,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12,13","1,2,3,4,5,6,7,8,9,10,11,13,14,15","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,15,0.378006440520969,0.0252004293680646,-1586.63047921907,-1523.41135774274,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12,13,14","1,2,3,4,5,6,7,8,9,10,11,13,14,15,16","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,16,0.37807216231996,0.0236295101449975,-1584.68331358562,-1517.24958401086,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,17,0.378112837605157,0.0222419316238327,-1582.71601562347,-1511.06767795029,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12,13,14,15,16","1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,18,0.378151216865884,0.0210084009369936,-1580.74687366924,-1504.88392789764,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12,13,14,15,16,17","1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,19,0.378176936564728,0.0199040492928804,-1578.76755412359,-1498.69000025357,TRUE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12,13,14,15,16,17,19","1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
4,20,0.378187338155333,0.0189093669077666,-1576.77591797998,-1492.48375601153,FALSE,FALSE,FALSE,"7,6,18,1,10,2,3,4,5,8,9,11,12,13,14,15,16,17,19,20","1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20","1,2,3,6,7,8,18","1,6,7,18","1,6,7,10,18"
5,1,0.384138795978247,0.384138795978247,-1386.57620158191,-1382.36159348349,FALSE,FALSE,FALSE,"10","2","2","2","2,10,16,19,20"
5,2,0.480079141659747,0.240039570829873,-1469.24870933492,-1460.81949313807,TRUE,FALSE,FALSE,"10,2","2,10","2,9","2,10","2,10,16,19,20"
5,3,0.515575696135725,0.171858565378575,-1502.60641980618,-1489.96259551092,FALSE,FALSE,FALSE,"10,2,19","2,10","2,9,10","2,10,16","2,10,16,19,20"
5,4,0.546712801954848,0.136678200488712,-1533.82405364888,-1516.96562125519,FALSE,FALSE,FALSE,"10,2,19,20","2,10","2,9,10,16","2,10,16,19","2,10,16,19,20"
5,5,0.571997665478838,0.114399533095768,-1560.52268655364,-1539.44964606152,FALSE,FALSE,TRUE,"10,2,19,20,16","2,10","2,9,10,16,19","2,10,16,19,20","2,10,16,19,20"
5,6,0.574718729835099,0.0957864549725165,-1561.71163049343,-1536.42398190289,FALSE,TRUE,FALSE,"10,2,19,20,16,1","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,7,0.57593306206682,0.0822761517238315,-1561.14135395378,-1531.63909726483,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,8,0.576859772576105,0.0721074715720131,-1560.2351960703,-1526.51833128292,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,9,0.577576520043514,0.0641751688937238,-1559.08285264877,-1521.15137976297,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,10,0.578281600661087,0.0578281600661087,-1557.91811600773,-1515.77203502351,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,11,0.578849545374439,0.0526226859431308,-1556.59193945801,-1510.23125037537,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,12,0.579389145935511,0.0482824288279593,-1555.23297704125,-1504.65767986018,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,13,0.579714190996813,0.0445933993074471,-1553.61952284618,-1498.82961756669,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,14,0.580037117220215,0.0414312226585868,-1552.00384506228,-1492.99933168437,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9,11","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,15,0.580250728616503,0.0386833819077669,-1550.25823152059,-1487.03911004426,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9,11,12","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,16,0.580335400637102,0.0362709625398189,-1548.35910193009,-1480.92537235534,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9,11,12,13","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,17,0.580364114297965,0.0341390655469391,-1546.39331334946,-1474.74497567629,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9,11,12,13,14","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,18,0.580382434021196,0.0322434685567331,-1544.41514194391,-1468.55219617231,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9,11,12,13,14,15","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,19,0.580389486524564,0.0305468150802402,-1542.42354550373,-1462.34599163371,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9,11,12,13,14,15,17","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
5,20,0.580390001155077,0.0290195000577539,-1540.42415872815,-1456.13199675971,FALSE,FALSE,FALSE,"10,2,19,20,16,1,3,4,5,6,7,8,9,11,12,13,14,15,17,18","2,10","2,9,10,16,19,20","2,10,16,19,20","2,10,16,19,20"
6,1,0.345119082071039,0.345119082071039,-1351.67322460851,-1347.45861651009,FALSE,FALSE,FALSE,"13","1","6","6","6,8,11,13,17"
6,2,0.526275093468471,0.263137546734236,-1511.58653819243,-1503.15732199559,FALSE,FALSE,FALSE,"13,11","1,2","6,8","6,8","6,8,11,13,17"
6,3,0.582685991510357,0.194228663836786,-1572.98045362569,-1560.33662933043,FALSE,FALSE,FALSE,"13,11,6","1,2,3","6,8,9","6,8,9","6,8,11,13,17"
6,4,0.59882212087435,0.149705530218588,-1590.69747292152,-1573.83904052783,FALSE,FALSE,FALSE,"13,11,6,17","1,2,3,4","6,8,9,11","6,8,9,11","6,8,11,13,17"
6,5,0.604731277710088,0.120946255542018,-1596.11701022251,-1575.0439697304,FALSE,FALSE,FALSE,"13,11,6,17,8","1,2,3,4,5","6,8,9,11,13","6,8,9,11,13","6,8,11,13,17"
6,6,0.610131755872692,0.101688625978782,-1600.9955085809,-1575.70785999036,FALSE,FALSE,TRUE,"13,11,6,17,8,1","1,2,3,4,5,6","6,8,9,11,13,15","6,8,9,11,13,17","6,8,11,13,17"
6,7,0.612109916486652,0.0874442737838075,-1601.53892703007,-1572.03667034111,FALSE,TRUE,FALSE,"13,11,6,17,8,1,2","1,2,3,4,5,6,7","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,8,0.613622327156845,0.0767027908946057,-1601.49227273166,-1567.77540794428,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3","1,2,3,4,5,6,7,8","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,9,0.615035491301573,0.0683372768112859,-1601.32435939781,-1563.39288651201,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3,4","1,2,3,4,5,6,7,8,9","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,10,0.615664247863342,0.0615664247863342,-1600.14166927508,-1557.99558829086,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3,4,5","1,2,3,4,5,6,7,8,9,10","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,11,0.616060838887054,0.056005530807914,-1598.65787910063,-1552.29719001798,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3,4,5,7","1,2,3,4,5,6,7,8,9,10,11","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,12,0.616437584137735,0.0513697986781446,-1597.14875142225,-1546.57345424118,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3,4,5,7,9","1,2,3,4,5,6,7,8,9,10,11,12","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,13,0.616816395924286,0.0474474150710989,-1595.64280265633,-1540.85289737684,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3,4,5,7,9,10","1,2,3,4,5,6,7,8,9,10,11,12,13","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,14,0.617145710663111,0.0440818364759365,-1594.07269621896,-1535.06818284105,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3,4,5,7,9,10,12","1,2,3,4,5,6,7,8,9,10,11,12,13,14","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
6,15,0.617209963120661,0.0411473308747107,-1592.15661567804,-1528.9374942017,FALSE,FALSE,FALSE,"13,11,6,17,8,1,2,3,4,5,7,9,10,12,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","6,8,9,11,13,15,17","6,8,9,11,13,17","6,8,11,13,17"
