"scenario","formulation","selection_rule","p_selected","p_true","p_bic","error_true","error_bic","is_correct","matches_bic"
"B2_Compound_Symmetry","delta3_forward","max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta3_forward","abs_min",17,3,3,14,14,FALSE,FALSE
"B2_Compound_Symmetry","delta3_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","delta3_forward","zero_crossing_floor",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","delta3_forward","zero_crossing_ceil",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta3_forward","zero_crossing_round",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change","min",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change","max",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change","abs_max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change_shifted","min",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change_shifted","max",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change_shifted","abs_min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change_shifted","abs_max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change_shifted","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change_shifted","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","efficiency_change_shifted","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","ratio_metric","min",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","ratio_metric","max",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","ratio_metric","abs_min",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","ratio_metric","abs_max",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","ratio_metric","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","ratio_metric","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","ratio_metric","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","pct_change","min",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","pct_change","max",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","pct_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","pct_change","abs_max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","pct_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","pct_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","pct_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","kneedle_diff","min",6,3,3,3,3,FALSE,FALSE
"B2_Compound_Symmetry","kneedle_diff","max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","kneedle_diff","abs_min",6,3,3,3,3,FALSE,FALSE
"B2_Compound_Symmetry","kneedle_diff","abs_max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","kneedle_diff","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","kneedle_diff","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","kneedle_diff","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","l_method_distance","min",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","l_method_distance","max",6,3,3,3,3,FALSE,FALSE
"B2_Compound_Symmetry","l_method_distance","abs_min",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","l_method_distance","abs_max",6,3,3,3,3,FALSE,FALSE
"B2_Compound_Symmetry","l_method_distance","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","l_method_distance","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","l_method_distance","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","M_p","min",20,3,3,17,17,FALSE,FALSE
"B3_Block_Structure","M_p","max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","M_p","abs_min",20,3,3,17,17,FALSE,FALSE
"B3_Block_Structure","M_p","abs_max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","M_p","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","M_p","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","M_p","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_forward","min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","delta1_forward","max",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta1_forward","abs_min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta1_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","delta1_forward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_forward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_forward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_backward","min",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta1_backward","max",20,3,3,17,17,FALSE,FALSE
"B3_Block_Structure","delta1_backward","abs_min",20,3,3,17,17,FALSE,FALSE
"B3_Block_Structure","delta1_backward","abs_max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta1_backward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_backward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_backward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_central","min",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta1_central","max",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta1_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta1_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta1_central","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_central","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta1_central","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_forward","min",18,3,3,15,15,FALSE,FALSE
"B3_Block_Structure","delta2_forward","max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","delta2_forward","abs_min",18,3,3,15,15,FALSE,FALSE
"B3_Block_Structure","delta2_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","delta2_forward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_forward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_forward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_central","min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta2_central","max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta2_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta2_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta2_central","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_central","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_central","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_intuitive","min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta2_intuitive","max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta2_intuitive","abs_min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","delta2_intuitive","abs_max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta2_intuitive","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_intuitive","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta2_intuitive","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","delta3_central","min",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta3_central","max",3,3,3,0,0,TRUE,TRUE
"B3_Block_Structure","delta3_central","abs_min",18,3,3,15,15,FALSE,FALSE
"B3_Block_Structure","delta3_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta3_central","zero_crossing_floor",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta3_central","zero_crossing_ceil",3,3,3,0,0,TRUE,TRUE
"B3_Block_Structure","delta3_central","zero_crossing_round",3,3,3,0,0,TRUE,TRUE
"B3_Block_Structure","delta3_forward","min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","delta3_forward","max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta3_forward","abs_min",17,3,3,14,14,FALSE,FALSE
"B3_Block_Structure","delta3_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","delta3_forward","zero_crossing_floor",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","delta3_forward","zero_crossing_ceil",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","delta3_forward","zero_crossing_round",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","efficiency_change","min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","efficiency_change","max",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","efficiency_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","efficiency_change","abs_max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","efficiency_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","efficiency_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","efficiency_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","efficiency_change_shifted","min",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","efficiency_change_shifted","max",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","efficiency_change_shifted","abs_min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","efficiency_change_shifted","abs_max",2,3,3,1,1,FALSE,FALSE
"B3_Block_Structure","efficiency_change_shifted","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","efficiency_change_shifted","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","efficiency_change_shifted","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","ratio_metric","min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","ratio_metric","max",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","ratio_metric","abs_min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","ratio_metric","abs_max",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","ratio_metric","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","ratio_metric","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","ratio_metric","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","pct_change","min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","pct_change","max",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","pct_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B3_Block_Structure","pct_change","abs_max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","pct_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","pct_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","pct_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","kneedle_diff","min",6,3,3,3,3,FALSE,FALSE
"B3_Block_Structure","kneedle_diff","max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","kneedle_diff","abs_min",6,3,3,3,3,FALSE,FALSE
"B3_Block_Structure","kneedle_diff","abs_max",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","kneedle_diff","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","kneedle_diff","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","kneedle_diff","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","l_method_distance","min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","l_method_distance","max",6,3,3,3,3,FALSE,FALSE
"B3_Block_Structure","l_method_distance","abs_min",1,3,3,2,2,FALSE,FALSE
"B3_Block_Structure","l_method_distance","abs_max",6,3,3,3,3,FALSE,FALSE
"B3_Block_Structure","l_method_distance","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","l_method_distance","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B3_Block_Structure","l_method_distance","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","M_p","min",20,5,5,15,15,FALSE,FALSE
"C1_Weak_Signals","M_p","max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","M_p","abs_min",20,5,5,15,15,FALSE,FALSE
"C1_Weak_Signals","M_p","abs_max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","M_p","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","M_p","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","M_p","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_forward","min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","delta1_forward","max",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta1_forward","abs_min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta1_forward","abs_max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","delta1_forward","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_forward","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_forward","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_backward","min",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta1_backward","max",20,5,5,15,15,FALSE,FALSE
"C1_Weak_Signals","delta1_backward","abs_min",20,5,5,15,15,FALSE,FALSE
"C1_Weak_Signals","delta1_backward","abs_max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta1_backward","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_backward","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_backward","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_central","min",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta1_central","max",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta1_central","abs_min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta1_central","abs_max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta1_central","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_central","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta1_central","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_forward","min",18,5,5,13,13,FALSE,FALSE
"C1_Weak_Signals","delta2_forward","max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","delta2_forward","abs_min",18,5,5,13,13,FALSE,FALSE
"C1_Weak_Signals","delta2_forward","abs_max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","delta2_forward","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_forward","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_forward","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_central","min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta2_central","max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta2_central","abs_min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta2_central","abs_max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta2_central","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_central","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_central","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_intuitive","min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta2_intuitive","max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta2_intuitive","abs_min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","delta2_intuitive","abs_max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta2_intuitive","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_intuitive","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta2_intuitive","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta3_central","min",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta3_central","max",18,5,5,13,13,FALSE,FALSE
"C1_Weak_Signals","delta3_central","abs_min",18,5,5,13,13,FALSE,FALSE
"C1_Weak_Signals","delta3_central","abs_max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","delta3_central","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta3_central","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta3_central","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta3_forward","min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","delta3_forward","max",17,5,5,12,12,FALSE,FALSE
"C1_Weak_Signals","delta3_forward","abs_min",17,5,5,12,12,FALSE,FALSE
"C1_Weak_Signals","delta3_forward","abs_max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","delta3_forward","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta3_forward","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","delta3_forward","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","efficiency_change","min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","efficiency_change","max",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","efficiency_change","abs_min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","efficiency_change","abs_max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","efficiency_change","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","efficiency_change","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","efficiency_change","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","efficiency_change_shifted","min",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","efficiency_change_shifted","max",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","efficiency_change_shifted","abs_min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","efficiency_change_shifted","abs_max",2,5,5,3,3,FALSE,FALSE
"C1_Weak_Signals","efficiency_change_shifted","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","efficiency_change_shifted","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","efficiency_change_shifted","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","ratio_metric","min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","ratio_metric","max",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","ratio_metric","abs_min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","ratio_metric","abs_max",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","ratio_metric","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","ratio_metric","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","ratio_metric","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","pct_change","min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","pct_change","max",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","pct_change","abs_min",19,5,5,14,14,FALSE,FALSE
"C1_Weak_Signals","pct_change","abs_max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","pct_change","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","pct_change","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","pct_change","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","kneedle_diff","min",6,5,5,1,1,FALSE,FALSE
"C1_Weak_Signals","kneedle_diff","max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","kneedle_diff","abs_min",6,5,5,1,1,FALSE,FALSE
"C1_Weak_Signals","kneedle_diff","abs_max",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","kneedle_diff","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","kneedle_diff","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","kneedle_diff","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","l_method_distance","min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","l_method_distance","max",6,5,5,1,1,FALSE,FALSE
"C1_Weak_Signals","l_method_distance","abs_min",1,5,5,4,4,FALSE,FALSE
"C1_Weak_Signals","l_method_distance","abs_max",6,5,5,1,1,FALSE,FALSE
"C1_Weak_Signals","l_method_distance","zero_crossing_floor",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","l_method_distance","zero_crossing_ceil",-1,5,5,Inf,Inf,FALSE,FALSE
"C1_Weak_Signals","l_method_distance","zero_crossing_round",-1,5,5,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","M_p","min",20,10,9,10,11,FALSE,FALSE
"C2_Many_Weak_Signals","M_p","max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","M_p","abs_min",20,10,9,10,11,FALSE,FALSE
"C2_Many_Weak_Signals","M_p","abs_max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","M_p","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","M_p","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","M_p","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_forward","min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_forward","max",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_forward","abs_min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_forward","abs_max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_forward","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_forward","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_forward","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_backward","min",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_backward","max",20,10,9,10,11,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_backward","abs_min",20,10,9,10,11,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_backward","abs_max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_backward","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_backward","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_backward","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_central","min",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_central","max",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_central","abs_min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_central","abs_max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_central","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_central","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta1_central","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_forward","min",18,10,9,8,9,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_forward","max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_forward","abs_min",18,10,9,8,9,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_forward","abs_max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_forward","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_forward","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_forward","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
