"scenario","formulation","selection_rule","p_selected","p_true","p_bic","error_true","error_bic","is_correct","matches_bic"
"A3_Full_Support","efficiency_change_shifted","zero_crossing_round",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","ratio_metric","min",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","ratio_metric","max",11,20,20,9,9,FALSE,FALSE
"A3_Full_Support","ratio_metric","abs_min",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","ratio_metric","abs_max",11,20,20,9,9,FALSE,FALSE
"A3_Full_Support","ratio_metric","zero_crossing_floor",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","ratio_metric","zero_crossing_ceil",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","ratio_metric","zero_crossing_round",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","pct_change","min",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","pct_change","max",11,20,20,9,9,FALSE,FALSE
"A3_Full_Support","pct_change","abs_min",11,20,20,9,9,FALSE,FALSE
"A3_Full_Support","pct_change","abs_max",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","pct_change","zero_crossing_floor",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","pct_change","zero_crossing_ceil",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","pct_change","zero_crossing_round",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","kneedle_diff","min",9,20,20,11,11,FALSE,FALSE
"A3_Full_Support","kneedle_diff","max",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","kneedle_diff","abs_min",9,20,20,11,11,FALSE,FALSE
"A3_Full_Support","kneedle_diff","abs_max",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","kneedle_diff","zero_crossing_floor",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","kneedle_diff","zero_crossing_ceil",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","kneedle_diff","zero_crossing_round",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","l_method_distance","min",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","l_method_distance","max",7,20,20,13,13,FALSE,FALSE
"A3_Full_Support","l_method_distance","abs_min",1,20,20,19,19,FALSE,FALSE
"A3_Full_Support","l_method_distance","abs_max",7,20,20,13,13,FALSE,FALSE
"A3_Full_Support","l_method_distance","zero_crossing_floor",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","l_method_distance","zero_crossing_ceil",-1,20,20,Inf,Inf,FALSE,FALSE
"A3_Full_Support","l_method_distance","zero_crossing_round",-1,20,20,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","M_p","min",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Weak","M_p","max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","M_p","abs_min",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Weak","M_p","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","M_p","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","M_p","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","M_p","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_forward","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta1_forward","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","delta1_forward","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","delta1_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta1_forward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_forward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_forward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_backward","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta1_backward","max",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Weak","delta1_backward","abs_min",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Weak","delta1_backward","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta1_backward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_backward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_backward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_central","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta1_central","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","delta1_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","delta1_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta1_central","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_central","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta1_central","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","delta2_forward","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_forward","max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta2_forward","abs_min",18,3,3,15,15,FALSE,FALSE
"B1_AR1_Weak","delta2_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta2_forward","zero_crossing_floor",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta2_forward","zero_crossing_ceil",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_forward","zero_crossing_round",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_central","min",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta2_central","max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","delta2_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_central","zero_crossing_floor",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_central","zero_crossing_ceil",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta2_central","zero_crossing_round",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta2_intuitive","min",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta2_intuitive","max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_intuitive","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","delta2_intuitive","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_intuitive","zero_crossing_floor",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta2_intuitive","zero_crossing_ceil",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta2_intuitive","zero_crossing_round",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta3_central","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta3_central","max",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta3_central","abs_min",18,3,3,15,15,FALSE,FALSE
"B1_AR1_Weak","delta3_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta3_central","zero_crossing_floor",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta3_central","zero_crossing_ceil",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta3_central","zero_crossing_round",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","delta3_forward","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta3_forward","max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta3_forward","abs_min",17,3,3,14,14,FALSE,FALSE
"B1_AR1_Weak","delta3_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta3_forward","zero_crossing_floor",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","delta3_forward","zero_crossing_ceil",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","delta3_forward","zero_crossing_round",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","efficiency_change","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","efficiency_change","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","efficiency_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","efficiency_change","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","efficiency_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","efficiency_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","efficiency_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","efficiency_change_shifted","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","efficiency_change_shifted","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","efficiency_change_shifted","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","efficiency_change_shifted","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Weak","efficiency_change_shifted","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","efficiency_change_shifted","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","efficiency_change_shifted","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","ratio_metric","min",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","ratio_metric","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","ratio_metric","abs_min",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","ratio_metric","abs_max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","ratio_metric","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","ratio_metric","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","ratio_metric","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","pct_change","min",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","pct_change","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","pct_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Weak","pct_change","abs_max",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Weak","pct_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","pct_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","pct_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","kneedle_diff","min",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Weak","kneedle_diff","max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","kneedle_diff","abs_min",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Weak","kneedle_diff","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","kneedle_diff","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","kneedle_diff","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","kneedle_diff","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","l_method_distance","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","l_method_distance","max",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Weak","l_method_distance","abs_min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Weak","l_method_distance","abs_max",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Weak","l_method_distance","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","l_method_distance","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Weak","l_method_distance","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","M_p","min",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Strong","M_p","max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","M_p","abs_min",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Strong","M_p","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","M_p","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","M_p","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","M_p","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_forward","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","delta1_forward","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta1_forward","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta1_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","delta1_forward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_forward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_forward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_backward","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta1_backward","max",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Strong","delta1_backward","abs_min",20,3,3,17,17,FALSE,FALSE
"B1_AR1_Strong","delta1_backward","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta1_backward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_backward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_backward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_central","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta1_central","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta1_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta1_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta1_central","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_central","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta1_central","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_forward","min",18,3,3,15,15,FALSE,FALSE
"B1_AR1_Strong","delta2_forward","max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","delta2_forward","abs_min",18,3,3,15,15,FALSE,FALSE
"B1_AR1_Strong","delta2_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","delta2_forward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_forward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_forward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_central","min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta2_central","max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta2_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta2_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta2_central","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_central","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_central","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_intuitive","min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta2_intuitive","max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta2_intuitive","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","delta2_intuitive","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta2_intuitive","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_intuitive","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta2_intuitive","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","delta3_central","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta3_central","max",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Strong","delta3_central","abs_min",18,3,3,15,15,FALSE,FALSE
"B1_AR1_Strong","delta3_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta3_central","zero_crossing_floor",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta3_central","zero_crossing_ceil",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Strong","delta3_central","zero_crossing_round",3,3,3,0,0,TRUE,TRUE
"B1_AR1_Strong","delta3_forward","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","delta3_forward","max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta3_forward","abs_min",17,3,3,14,14,FALSE,FALSE
"B1_AR1_Strong","delta3_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","delta3_forward","zero_crossing_floor",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","delta3_forward","zero_crossing_ceil",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","delta3_forward","zero_crossing_round",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","efficiency_change","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","efficiency_change","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","efficiency_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","efficiency_change","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","efficiency_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","efficiency_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","efficiency_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","efficiency_change_shifted","min",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","efficiency_change_shifted","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","efficiency_change_shifted","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","efficiency_change_shifted","abs_max",2,3,3,1,1,FALSE,FALSE
"B1_AR1_Strong","efficiency_change_shifted","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","efficiency_change_shifted","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","efficiency_change_shifted","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","ratio_metric","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","ratio_metric","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","ratio_metric","abs_min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","ratio_metric","abs_max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","ratio_metric","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","ratio_metric","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","ratio_metric","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","pct_change","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","pct_change","max",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","pct_change","abs_min",19,3,3,16,16,FALSE,FALSE
"B1_AR1_Strong","pct_change","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","pct_change","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","pct_change","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","pct_change","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","kneedle_diff","min",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Strong","kneedle_diff","max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","kneedle_diff","abs_min",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Strong","kneedle_diff","abs_max",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","kneedle_diff","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","kneedle_diff","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","kneedle_diff","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","l_method_distance","min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","l_method_distance","max",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Strong","l_method_distance","abs_min",1,3,3,2,2,FALSE,FALSE
"B1_AR1_Strong","l_method_distance","abs_max",6,3,3,3,3,FALSE,FALSE
"B1_AR1_Strong","l_method_distance","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","l_method_distance","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B1_AR1_Strong","l_method_distance","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","M_p","min",20,3,3,17,17,FALSE,FALSE
"B2_Compound_Symmetry","M_p","max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","M_p","abs_min",20,3,3,17,17,FALSE,FALSE
"B2_Compound_Symmetry","M_p","abs_max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","M_p","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","M_p","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","M_p","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_forward","min",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","delta1_forward","max",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta1_forward","abs_min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta1_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","delta1_forward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_forward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_forward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_backward","min",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta1_backward","max",20,3,3,17,17,FALSE,FALSE
"B2_Compound_Symmetry","delta1_backward","abs_min",20,3,3,17,17,FALSE,FALSE
"B2_Compound_Symmetry","delta1_backward","abs_max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta1_backward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_backward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_backward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_central","min",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta1_central","max",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta1_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta1_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta1_central","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_central","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta1_central","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_forward","min",18,3,3,15,15,FALSE,FALSE
"B2_Compound_Symmetry","delta2_forward","max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","delta2_forward","abs_min",18,3,3,15,15,FALSE,FALSE
"B2_Compound_Symmetry","delta2_forward","abs_max",1,3,3,2,2,FALSE,FALSE
"B2_Compound_Symmetry","delta2_forward","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_forward","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_forward","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_central","min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta2_central","max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta2_central","abs_min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta2_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta2_central","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_central","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_central","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_intuitive","min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta2_intuitive","max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta2_intuitive","abs_min",19,3,3,16,16,FALSE,FALSE
"B2_Compound_Symmetry","delta2_intuitive","abs_max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta2_intuitive","zero_crossing_floor",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_intuitive","zero_crossing_ceil",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta2_intuitive","zero_crossing_round",-1,3,3,Inf,Inf,FALSE,FALSE
"B2_Compound_Symmetry","delta3_central","min",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta3_central","max",3,3,3,0,0,TRUE,TRUE
"B2_Compound_Symmetry","delta3_central","abs_min",18,3,3,15,15,FALSE,FALSE
"B2_Compound_Symmetry","delta3_central","abs_max",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta3_central","zero_crossing_floor",2,3,3,1,1,FALSE,FALSE
"B2_Compound_Symmetry","delta3_central","zero_crossing_ceil",3,3,3,0,0,TRUE,TRUE
"B2_Compound_Symmetry","delta3_central","zero_crossing_round",3,3,3,0,0,TRUE,TRUE
"B2_Compound_Symmetry","delta3_forward","min",1,3,3,2,2,FALSE,FALSE
