"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.110782829830668,0.236398636462156,0.00377590653760579,0.693608160791264,0.110782829830668,0.693608160791264,0.101709185237103,0.690481713452399,345.251421599418,353.066932157383
2,45,0.109283225496241,0.147327382459565,0.00823577194168851,0.474283457720486,0.218566450992482,0.948566915440971,0.202454419054183,0.947506439470682,168.793104677771,179.213785421723
3,120,0.107825530056711,0.108897234763625,0.127336891446309,0.33122272891043,0.323476590170132,0.993668186731289,0.302335233612949,0.993470317566642,-38.6763935593594,-25.650542629419
4,210,0.106417673763218,0.0849820454204038,0.0973360164202115,0.248432792555284,0.425670695052871,0.993731170221135,0.401488408528781,0.993467219493604,-37.6760887995074,-22.0450676835789
5,252,0.105067174686533,0.067675435631418,0.109132761039245,0.198755554875415,0.525335873432664,0.993777774377075,0.500087781593976,0.993446804929047,-36.4222927140955,-18.1861014121789
6,210,0.103780992309336,0.0539842536608992,0.118545294580498,0.165637551313083,0.622685953856016,0.993825307878498,0.598343112169307,0.993426940644853,-35.189156467632,-14.3477949797273
7,120,0.102565394157532,0.0423934148552077,0.103378670638514,0.141981741562518,0.717957759102722,0.993872190937629,0.696498023382277,0.993405944595927,-33.9513313357684,-10.5047996618756
8,45,0.101425841193344,0.0319224098029097,0.118838392972085,0.124237800958176,0.81140672954675,0.993902407665405,0.794827101375036,0.993366355592034,-32.4456593062962,-6.39395744641524
9,10,0.100366899149352,0.0217498204689951,0.110429247988424,0.11043568853892,0.903302092344164,0.993921196850279,0.89363230157858,0.993313316535307,-30.7542760855644,-2.09740403969538
10,1,0.0993921836108265,NA,0.0993921836108265,0.0993921836108265,0.993921836108265,0.993921836108265,0.993238896345148,0.993238896345148,-28.7647928202731,2.49724941158403
