"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
6,1006,9,0.99968965930566,0.11107662881174,-1574.58779754503,-1536.65632465923,1,7,7,0.113874111101364
6,1006,10,0.999689674905754,0.0999689674905754,-1572.61293199492,-1530.4668510107,1,7,7,0.106785986344272
7,1007,1,0.347688014689183,0.347688014689183,2259.89243144258,2264.107039541,2,7,7,0.329857756030029
7,1007,2,0.622472496777098,0.311236248388549,1988.45266629121,1996.88188248805,2,7,7,0.283564153595032
7,1007,3,0.790454272974454,0.263484757658151,1696.10194664899,1708.74577094425,2,7,7,0.23666533389834
7,1007,4,0.903449881027034,0.225862470256759,1310.66207572169,1327.52050811538,2,7,7,0.199631492225215
7,1007,5,0.958410493078943,0.191682098615789,891.554904151511,912.627944643622,2,7,7,0.175728061098379
7,1007,6,0.984703505379506,0.164117250896584,393.442801352354,418.730449942887,2,7,7,0.162244096061987
7,1007,7,0.999735003884304,0.142819286269186,-1632.38910026416,-1602.88684357521,2,7,7,0.15520997169175
7,1007,8,0.99973519608093,0.124966899510116,-1630.75187229367,-1597.03500750629,2,7,7,0.15168988663725
7,1007,9,0.999735277583113,0.111081697509235,-1628.90578755342,-1590.97431466762,2,7,7,0.149964962094371
7,1007,10,0.999735333986561,0.0999735333986561,-1627.01233209629,-1584.86625111207,2,7,7,0.149128413753476
8,1008,1,0.352226167040089,0.352226167040089,2265.95899176519,2270.17359986361,1,7,7,0.343755612315654
8,1008,2,0.580723666069565,0.290361833034782,2050.45329102013,2058.88250721698,1,7,7,0.301054383645708
8,1008,3,0.772123844134785,0.257374614711595,1747.58933833101,1760.23316262628,1,7,7,0.259931128726384
8,1008,4,0.900094897023568,0.225023724255892,1337.29856825299,1354.15700064668,1,7,7,0.22244326247574
8,1008,5,0.959736547730525,0.191947309546105,884.910268606131,905.983309098242,1,7,7,0.189941569538133
8,1008,6,0.98674166736268,0.164456944560447,331.501302185154,356.788950775687,1,7,7,0.162966102152412
8,1008,7,0.999728722744616,0.142818388963517,-1611.11876359231,-1581.61650690336,1,7,7,0.14137651482825
8,1008,8,0.999728899990292,0.124966112498787,-1609.44555767904,-1575.72869289166,1,7,7,0.124594709269406
8,1008,9,0.999728996062275,0.111080999562475,-1607.62277827381,-1569.69130538801,1,7,7,0.111843714439273
8,1008,10,0.999729015531805,0.0999729015531805,-1605.65870068331,-1563.51261969909,1,7,7,0.102321997817433
9,1009,1,0.326481063313492,0.326481063313492,2267.64121920683,2271.85582730526,3,7,7,0.33423342081445
9,1009,2,0.639572771336731,0.319786385668365,1957.02820011828,1965.45741631512,3,7,7,0.303247832332959
9,1009,3,0.781737011367552,0.260579003789184,1708.23351585477,1720.87734015004,3,7,7,0.267025702341281
9,1009,4,0.896559173143796,0.224139793285949,1336.88302707037,1353.74145946406,3,7,7,0.228958543765399
9,1009,5,0.960703119819432,0.192140623963886,854.955728566005,876.028769058116,3,7,7,0.193176861405489
9,1009,6,0.984634021068521,0.164105670178087,387.461115728924,412.748764319457,3,7,7,0.162903059977008
9,1009,7,0.999690349886332,0.142812907126619,-1562.7729791933,-1533.27072250435,3,7,7,0.139487818422264
9,1009,8,0.999690681170552,0.124961335146319,-1561.30819869952,-1527.59133391214,3,7,7,0.122603477714028
9,1009,9,0.999690927028055,0.111076769669784,-1559.70577433793,-1521.77430145213,3,7,7,0.11103428902041
9,1009,10,0.999690938353178,0.0999690938353178,-1557.72409578969,-1515.57801480547,3,7,7,0.10338163981824
10,1010,1,0.370484687505289,0.370484687505289,2270.43788318973,2274.65249128816,1,7,7,0.363498852580706
10,1010,2,0.61582366067722,0.30791183033861,2025.5136262523,2033.94284244914,1,7,7,0.313217492145458
10,1010,3,0.777482305155259,0.259160768385086,1754.46610708728,1767.10993138255,1,7,7,0.265774467260382
10,1010,4,0.89586435701969,0.223966089254923,1376.80994854912,1393.66838094281,1,7,7,0.223828509058143
10,1010,5,0.959367476310901,0.19187349526218,908.24720517099,929.320245663101,1,7,7,0.188822655711725
10,1010,6,0.984507096764042,0.16408451612734,428.153825835459,453.441474425992,1,7,7,0.160988832468867
10,1010,7,0.999718305390106,0.142816900770015,-1573.50307507581,-1544.00081838686,1,7,7,0.139697104924852
10,1010,8,0.999719215380533,0.124964901922567,-1573.12089698479,-1539.40403219741,1,7,7,0.123886659287525
10,1010,9,0.999719628065545,0.111079958673949,-1571.85631579788,-1533.92484291208,1,7,7,0.112403584210622
10,1010,10,0.999719632588281,0.0999719632588281,-1569.86438146355,-1527.71830047933,1,7,7,0.104196954127778
