"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
1,1001,1,0.290993983295455,0.290993983295455,2421.12001530584,2425.33462340426,1,10,10,0.286489637655729
1,1001,2,0.496716730294446,0.248358365147223,2251.76459498212,2260.19381117897,1,10,10,0.249695823229692
1,1001,3,0.629075982361781,0.209691994120594,2101.18662767698,2113.83045197225,1,10,10,0.215471521033072
1,1001,4,0.732474795484623,0.183118698871156,1939.79490115811,1956.6533335518,1,10,10,0.185764805184022
1,1001,5,0.814950203650406,0.162990040730081,1757.50048812371,1778.57352861582,1,10,10,0.161488469563447
1,1001,6,0.878017516405132,0.146336252734189,1551.12673763263,1576.41438622316,1,10,10,0.142608929805724
1,1001,7,0.931582808607483,0.133083258372498,1264.0000735641,1293.50233025306,1,10,10,0.12848445819394
1,1001,8,0.966160594171875,0.120770074271484,914.000997122382,947.71786190976,1,10,10,0.118220786646982
1,1001,9,0.986631312886814,0.109625701431868,451.645603876447,489.577076762247,1,10,10,0.110919415651035
1,1001,10,0.999790084694976,0.0999790084694976,-1623.3375605476,-1581.19147956338,1,10,10,0.105803530521033
2,1002,1,0.261286729370594,0.261286729370594,2403.16747752292,2407.38208562134,2,10,10,0.25403694196626
2,1002,2,0.479585209253171,0.239792604626586,2230.02563697252,2238.45485316937,2,10,10,0.222446516235747
2,1002,3,0.59974412268799,0.199914707562663,2100.76457085058,2113.40839514584,2,10,10,0.190414588790458
2,1002,4,0.714304669407533,0.178576167351883,1934.17553559465,1951.03396798833,2,10,10,0.165767360550683
2,1002,5,0.80201024071247,0.160402048142494,1752.8202072083,1773.89324770041,2,10,10,0.150528515780239
2,1002,6,0.870754048925486,0.145125674820914,1541.57114620908,1566.85879479962,2,10,10,0.142344003726843
2,1002,7,0.923112968319527,0.131873281188504,1283.88116468734,1313.3834213763,2,10,10,0.13827836214118
2,1002,8,0.958960079400826,0.119870009925103,971.985185986171,1005.70205077355,2,10,10,0.136337062390439
2,1002,9,0.984123645111238,0.109347071679026,499.127997145074,537.059470030874,2,10,10,0.135427627662423
2,1002,10,0.999794195010621,0.0999794195010621,-1671.70055311128,-1629.55447212706,2,10,10,0.13500539703002
3,1003,1,0.265813808735674,0.265813808735674,2445.87365451892,2450.08826261734,2,10,10,0.270376220788542
3,1003,2,0.507949405504672,0.253974702752336,2247.78309578196,2256.2123119788,2,10,10,0.24370794384169
3,1003,3,0.639489570489222,0.213163190163074,2094.25276650344,2106.89659079871,2,10,10,0.216237125112852
3,1003,4,0.739770922297426,0.184942730574357,1933.27347860415,1950.13191099784,2,10,10,0.189884729085259
3,1003,5,0.827570041395814,0.165514008279163,1729.48788147873,1750.56092197084,2,10,10,0.166276817654561
3,1003,6,0.885130791308347,0.147521798551391,1528.38940571139,1553.67705430192,2,10,10,0.146389091659712
3,1003,7,0.92944474684728,0.132777820978183,1286.69039077072,1316.19264745968,2,10,10,0.130485167995688
3,1003,8,0.961438259825544,0.120179782478193,986.622621874125,1020.3394866615,2,10,10,0.118288237791669
3,1003,9,0.987096448730372,0.109677383192264,441.243605859751,479.175078745551,2,10,10,0.109231072424379
3,1003,10,0.999763917961455,0.0999763917961455,-1557.29563369561,-1515.14955271138,2,10,10,0.102665211269233
4,1004,1,0.279304980089978,0.279304980089978,2411.49763559941,2415.71224369783,1,10,10,0.272551766355315
4,1004,2,0.469805246411442,0.234902623205721,2260.01180900814,2268.44102520499,1,10,10,0.240504781399326
4,1004,3,0.617997730391897,0.205999243463966,2098.1028846686,2110.74670896387,1,10,10,0.210330686083309
