"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
1,1001,1,0.374752390940281,0.374752390940281,2272.74540778698,2276.9600158854,1,10,10,0.356794970894732
1,1001,2,0.536735526279351,0.268367763139676,2124.8205891706,2133.24980536744,1,10,10,0.290362311611014
1,1001,3,0.672248792837844,0.224082930945948,1953.79893780758,1966.44276210284,1,10,10,0.234361364702974
1,1001,4,0.789793677670577,0.197448419417644,1733.71630273705,1750.57473513074,1,10,10,0.191785772089277
1,1001,5,0.857842793745625,0.171568558749125,1540.13830066498,1561.21134115709,1,10,10,0.161889649324802
1,1001,6,0.9094603908815,0.151576731813583,1316.56524728623,1341.85289587676,1,10,10,0.142049176053994
1,1001,7,0.964634077652429,0.137804868236061,848.54589037424,878.048147063196,1,10,10,0.129370758830747
1,1001,8,0.978875109034216,0.122359388629277,592.897540822655,626.614405610032,1,10,10,0.121463766039044
1,1001,9,0.993605848615092,0.110400649846121,-2.6366018779725,35.2948710078272,1,10,10,0.11660710798771
1,1001,10,0.999750929226229,0.0999750929226229,-1623.3375605476,-1581.19147956337,1,10,10,0.113651917107803
2,1002,1,0.316087262123216,0.316087262123216,2241.90507579108,2246.1196838895,1,10,10,0.297859460943432
2,1002,2,0.463254377699567,0.231627188849783,2122.7520495448,2131.18126574164,1,10,10,0.253462799951222
2,1002,3,0.614212265139549,0.204737421713183,1959.63356341139,1972.27738770665,1,10,10,0.214473183383878
2,1002,4,0.752433761242844,0.188108440310711,1739.82899792279,1756.68743031648,1,10,10,0.182770632328665
2,1002,5,0.8255765110259,0.16511530220518,1566.73300259597,1587.80604308808,1,10,10,0.158568939350979
2,1002,6,0.888968680680553,0.148161446780092,1342.89606792327,1368.18371651381,1,10,10,0.140968210974643
2,1002,7,0.954161371659188,0.136308767379884,902.553483751661,932.055740440616,1,10,10,0.128614592751184
2,1002,8,0.973689408911898,0.121711176113987,626.975689695981,660.692554483359,1,10,10,0.120158363746549
2,1002,9,0.991791843565049,0.11019909372945,46.5540826937809,84.4855555795806,1,10,10,0.114468763329961
2,1002,10,0.999736942048857,0.0999736942048857,-1671.70055311128,-1629.55447212706,1,10,10,0.110684846747814
