"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.0944916433213844,0.172170848710535,0.00250796119276764,0.470405032760954,0.0944916433213844,0.470405032760954,0.0852517621307864,0.465001002483005,306.233191634755,314.04870219272
2,45,0.0953069378600178,0.111999923810452,0.0545309465473724,0.430444536828945,0.190613875720036,0.86088907365789,0.173925502023542,0.858020807135372,174.549106082861,184.969786826813
3,120,0.0960285733921502,0.08617594673239,0.11745118161833,0.327504478405855,0.288085720176451,0.982513435217565,0.265838398931965,0.981966980068114,-30.834772592426,-17.8089216624855
4,210,0.0966566641395828,0.0698077900800636,0.102791934234962,0.24574736081844,0.386626656558331,0.982989443273759,0.360800410518682,0.982273209306338,-31.5946450060644,-15.9636238901358
5,252,0.0971905719990751,0.0575334395797553,0.0936724142317278,0.196651856904871,0.485952859995375,0.983259284524357,0.458609927016406,0.982368820935227,-31.19367806542,-12.9574867635034
6,210,0.0976288598748094,0.0473463360137174,0.0915971154493668,0.163896526745115,0.585773159248857,0.983379160470691,0.559048846942331,0.982306848242993,-29.9123283935615,-9.07096690565673
7,120,0.0979692300633332,0.0382262016171479,0.0887647750221622,0.140499493116681,0.685784610443332,0.983496451816766,0.661876917759673,0.982240747063694,-28.6205186086085,-5.17398693471565
8,45,0.0982084593894375,0.0294848278223654,0.108708878749111,0.12295553476342,0.7856676751155,0.983644278107362,0.766825272927851,0.98220641244647,-27.5202786309636,-1.46857677108272
9,10,0.0983423396262662,0.0204959951798988,0.109272423764303,0.109294885695428,0.885081056636395,0.983653971258856,0.873589162300035,0.982019368384742,-25.5795607891991,3.07731125666989
10,1,0.0983656266513532,NA,0.0983656266513532,0.0983656266513532,0.983656266513532,0.983656266513532,0.98181989196449,0.98181989196449,-23.5936034406151,7.66843879124205
