"metric","MAE","Bias","Variance","HitRate","n_correct","n_underfit","n_overfit","Jaccard","Precision","Recall","F1","avg_TP","avg_FP","avg_FN","SubsetHitRate","p1_R2","p2_R2","p3_R2","p4_R2","p5_R2","p6_R2","p7_R2","p8_R2","p9_R2","p10_R2","p11_R2","p12_R2","p13_R2","p14_R2","p15_R2","p16_R2","p17_R2","p18_R2","p19_R2","p20_R2","p1_value","p2_value","p3_value","p4_value","p5_value","p6_value","p7_value","p8_value","p9_value","p10_value","p11_value","p12_value","p13_value","p14_value","p15_value","p16_value","p17_value","p18_value","p19_value","p20_value"
"M_p",0.86,-0.86,0.898367346938776,0.52,26,24,0,0.713333333333333,1,0.713333333333333,0.79,2.14,0,0.86,0.52,0.556777779082033,0.873590512831533,0.991130801322698,0.991187276608991,0.991210179347125,0.991229601343517,0.991244425859122,0.991256980137013,0.991264738706345,0.991274143006065,0.991281701605231,0.991288986340762,0.991294845063295,0.991298970190366,0.991302296955414,0.991305055816831,0.991306166762334,0.991306634226741,0.991306941297229,0.99130725304732,0.556777779082033,0.436795256415767,0.330376933774233,0.247796819152248,0.198242035869425,0.165204933557253,0.141606346551303,0.123907122517127,0.110140526522927,0.0991274143006065,0.0901165183277483,0.0826074155283968,0.0762534496202535,0.0708070692993119,0.0660868197970276,0.061956565988552,0.0583121274566079,0.0550725907903745,0.0521740495419594,0.049565362652366
"AIC",2.32,2.32,2.18122448979592,0.08,4,0,46,0.608095238095238,0.608095238095238,1,0.743017316017316,3,2.32,0,0.08,0.556777779082033,0.873590512831533,0.991130801322698,0.991187276608991,0.991210179347125,0.991229601343517,0.991244425859122,0.991256980137013,0.991264738706345,0.991274143006065,0.991281701605231,0.991288986340762,0.991294845063295,0.991298970190366,0.991302296955414,0.991305055816831,0.991306166762334,0.991306634226741,0.991306941297229,0.99130725304732,360.364448115574,-264.907919893339,-1591.37896196627,-1592.57292912198,-1591.87403372368,-1590.9800566024,-1589.82591659043,-1588.54336166303,-1586.98725942233,-1585.5258446649,-1583.95914736551,-1582.37710625751,-1580.71350187304,-1578.95049390821,-1577.1417012287,-1575.30032351339,-1573.36421216281,-1571.3910977127,-1569.4087592215,-1567.42669052113
"BIC",0.38,0.38,0.32204081632653,0.66,33,0,17,0.909,0.909,1,0.947142857142857,3,0.38,0,0.66,0.556777779082033,0.873590512831533,0.991130801322698,0.991187276608991,0.991210179347125,0.991229601343517,0.991244425859122,0.991256980137013,0.991264738706345,0.991274143006065,0.991281701605231,0.991288986340762,0.991294845063295,0.991298970190366,0.991302296955414,0.991305055816831,0.991306166762334,0.991306634226741,0.991306941297229,0.99130725304732,364.579056213996,-256.478703696495,-1578.73513767101,-1575.71449672829,-1570.80099323157,-1565.69240801187,-1560.32365990148,-1554.82649687565,-1549.05578653653,-1543.37976368068,-1537.59845828287,-1531.80180907645,-1525.92359659355,-1519.9459805303,-1513.92257975237,-1507.86659393863,-1501.71587448963,-1495.5281519411,-1489.33120535148,-1483.13452855268
