"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
1,1001,1,0.523079947058606,0.523079947058606,1276.49345950223,1280.70806760065,1,6,4,0.525318924986547
1,1001,2,0.857851218500417,0.428925609250209,673.256156092972,681.685372289817,1,6,4,0.423889119062304
1,1001,3,0.998569115495124,0.332856371831708,-1624.0345830019,-1611.39075870663,1,6,4,0.331809661772564
1,1001,4,0.998589533982837,0.249647383495709,-1629.22089776484,-1612.36246537115,1,6,4,0.257017656176007
1,1001,5,0.998598696218613,0.199719739243723,-1630.47943913261,-1609.4063986405,1,6,4,0.201566369197124
1,1001,6,0.998605711818459,0.166434285303076,-1630.98896651219,-1605.70131792166,1,6,4,0.163174428618713
1,1001,7,0.998606309551427,0.142658044221632,-1629.20336305418,-1599.70110636523,1,6,4,0.137836483938819
1,1001,8,0.998606437431208,0.124825804678901,-1627.24924327403,-1593.53237848665,1,6,4,0.121638318200971
1,1001,9,0.99860657267733,0.110956285853037,-1625.29777094247,-1587.36629805667,1,6,4,0.111493041030169
1,1001,10,0.998606683560764,0.0998606683560763,-1623.3375605476,-1581.19147956338,1,6,4,0.105220136117022
2,1002,1,0.517430844271015,0.517430844271015,1316.31086928033,1320.52547737875,1,3,3,0.519832544795169
2,1002,2,0.85513356274916,0.42756678137458,716.654847817503,725.084064014347,1,3,3,0.422276877789326
2,1002,3,0.99881057212191,0.33293685737397,-1682.5150415419,-1669.87121724663,1,3,3,0.331823456909941
2,1002,4,0.998813500324933,0.249703375081233,-1681.74748842436,-1664.88905603067,1,3,3,0.257304318249
2,1002,5,0.998815208052074,0.199763041610415,-1680.46765604066,-1659.39461554855,1,3,3,0.201663415311313
2,1002,6,0.998816874302195,0.166469479050366,-1679.17133355215,-1653.88368496162,1,3,3,0.163094745533497
2,1002,7,0.998817483350812,0.142688211907259,-1677.42878947367,-1647.92653278471,1,3,3,0.1377176002186
2,1002,8,0.998817759226933,0.124852219903367,-1675.5454509629,-1641.82858617552,1,3,3,0.121587859048657
2,1002,9,0.998817994059868,0.110979777117763,-1673.64477771016,-1635.71330482436,1,3,3,0.111560118257383
2,1002,10,0.998818125906225,0.0998818125906225,-1671.70055311128,-1629.55447212706,1,3,3,0.105411464423977
3,1003,1,0.54865560063618,0.54865560063618,1268.53853470394,1272.75314280236,1,4,3,0.544712713488046
3,1003,2,0.855082483020063,0.427541241510032,702.505559261843,710.934775458687,1,4,3,0.431640952795743
3,1003,3,0.998457401864689,0.332819133954896,-1566.84275895317,-1554.1989346579,1,4,3,0.332413421244596
3,1003,4,0.99846560679672,0.24961640169918,-1567.50930902601,-1550.65087663232,1,4,3,0.254607835796888
3,1003,5,0.998469686354588,0.199693937270918,-1566.84045111521,-1545.7674106231,1,4,3,0.198813436923323
3,1003,6,0.998470179777336,0.166411696629556,-1565.0016933268,-1539.71404473626,1,4,3,0.161316064152318
3,1003,7,0.99847061179657,0.142638658828081,-1563.14291261489,-1533.64065592593,1,4,3,0.137201495406184
3,1003,8,0.998471069254537,0.124808883656817,-1561.29249085639,-1527.57562606901,1,4,3,0.122129931126675
3,1003,9,0.998471078439447,0.110941230937716,-1559.2954945694,-1521.3640216836,1,4,3,0.112877712210702
3,1003,10,0.998471078864873,0.0998471078864873,-1557.29563369561,-1515.14955271138,1,4,3,0.107260329889923
4,1004,1,0.55229657309077,0.55229657309077,1251.24267523574,1255.45728333416,1,3,3,0.54866344021083
4,1004,2,0.861331038088941,0.430665519044471,667.221927238255,675.6511434351,1,3,3,0.433844095928159
4,1004,3,0.998549148164094,0.332849716054698,-1610.74740612329,-1598.10358182803,1,3,3,0.333286680745466
4,1004,4,0.998551778005242,0.249637944501311,-1609.65453785671,-1592.79610546302,1,3,3,0.254712417990577
4,1004,5,0.998554386700371,0.199710877340074,-1608.55600444701,-1587.4829639549,1,3,3,0.198611491847689
4,1004,6,0.998556300457966,0.166426050076328,-1607.21836189323,-1581.93071330269,1,3,3,0.161085504176716
4,1004,7,0.998558237554208,0.142651176793458,-1605.88969166316,-1576.3874349742,1,3,3,0.137067176378887
4,1004,8,0.998560195860276,0.124820024482534,-1604.56928948307,-1570.85242469569,1,3,3,0.12212552076945
4,1004,9,0.998560969512838,0.11095121883476,-1602.83802759463,-1564.90655470883,1,3,3,0.112994324288872
4,1004,10,0.998561417508985,0.0998561417508985,-1600.99371084795,-1558.84762986373,1,3,3,0.107474589707878
5,1005,1,0.59028006278669,0.59028006278669,1246.16930657413,1250.38391467255,1,5,4,0.410602874899934
5,1005,2,0.861197007272506,0.430598503636253,706.960188050196,715.389404247041,1,5,4,0.184459237492551
5,1005,3,0.998770801287064,0.332923600429021,-1654.38636448904,-1641.74254019377,1,5,4,0.150275010805054
5,1005,4,0.99878897181236,0.24969724295309,-1659.83274627156,-1642.97431387787,1,5,4,0.14753885932165
5,1005,5,0.998798352595797,0.199759670519159,-1661.72089051318,-1640.64785002107,1,5,4,0.147334395583212
5,1005,6,0.998799850576162,0.166466641762694,-1660.34458213496,-1635.05693354442,1,5,4,0.147319197442056
5,1005,7,0.998801255045198,0.142685893577885,-1658.93004734322,-1629.42779065426,1,5,4,0.147318068184203
5,1005,8,0.998801999373202,0.12485024992165,-1657.24060514038,-1623.523740353,1,5,4,0.147317984280135
5,1005,9,0.998802449659698,0.110978049962189,-1655.42857296362,-1617.49710007782,1,5,4,0.14731797804606
