"rule","p_star","F1","precision","recall"
"M_p",2,0.166666666666667,1,0.0909090909090909
"M_p_minus",2,0.166666666666667,1,0.0909090909090909
"M_p_sqrt",6,0.166666666666667,1,0.0909090909090909
"M_p_scaled",2,0.166666666666667,1,0.0909090909090909
"AIC",10,0.166666666666667,1,0.0909090909090909
"BIC",10,0.166666666666667,1,0.0909090909090909
