"iteration","p","R2","M_p","AIC","BIC","selected_by_Mp","selected_by_AIC","selected_by_BIC","subset_p","subset_Mp","subset_AIC","subset_BIC","support_true"
1,1,0.361986681232558,0.361986681232558,208.133788821487,212.348396919909,FALSE,FALSE,FALSE,"1","1","1","1","1,3,7"
1,2,0.821167289736156,0.410583644868078,-425.820395988771,-417.391179791926,FALSE,FALSE,FALSE,"1,3","1,3","1,3","1,3","1,3,7"
1,3,0.982692888771819,0.327564296257273,-1591.48705529928,-1578.84323100401,TRUE,FALSE,TRUE,"1,3,7","1,3,7","1,3,5","1,3,7","1,3,7"
1,4,0.982755731658293,0.245688932914573,-1591.30588153874,-1574.44744914505,FALSE,FALSE,FALSE,"1,3,7,2","1,3,7","1,3,5,7","1,3,7","1,3,7"
1,5,0.982832386671944,0.196566477334389,-1591.53345924509,-1570.46041875298,FALSE,TRUE,FALSE,"1,3,7,2,4","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,6,0.982887670457615,0.163814611742936,-1591.14617586508,-1565.85852727454,FALSE,FALSE,FALSE,"1,3,7,2,4,5","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,7,0.98292725114297,0.14041817873471,-1590.30401153184,-1560.80175484288,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,8,0.982952334281929,0.122869041785241,-1589.03914748461,-1555.32228269723,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,9,0.982969902208086,0.109218878023121,-1587.55467215243,-1549.62319926663,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,10,0.982986207202183,0.0982986207202183,-1586.03361257495,-1543.88753159073,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,11,0.983001817803695,0.0893638016185177,-1584.49258629261,-1538.13189720997,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,12,0.983011754420288,0.0819176462016906,-1582.78495643935,-1532.20965925829,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,13,0.983019906250809,0.0756169158654469,-1581.02493963663,-1526.23503435714,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,14,0.983023122266996,0.0702159373047854,-1579.11964820619,-1520.11513482828,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,15,0.983025621791971,0.065535041452798,-1577.19326919341,-1513.97414771708,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,16,0.983027877155731,0.0614392423222332,-1575.25970796304,-1507.82597838829,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,17,0.983029929601686,0.0578252899765698,-1573.32017682973,-1501.67183915655,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,18,0.983031906775506,0.0546128837097504,-1571.37843495601,-1495.51548918441,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,19,0.983033478624758,0.0517386041381451,-1569.42475489425,-1489.34720102423,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
1,20,0.98303354430634,0.049151677215317,-1567.42669052113,-1483.13452855268,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20","1,3,7","1,3,5,7,17","1,3,7","1,3,7"
2,1,0.418435257528846,0.418435257528846,213.11251434184,217.327122440262,FALSE,FALSE,FALSE,"16","1","1","1","1,4,16"
2,2,0.862583132583397,0.431291566291699,-506.239070215903,-497.809854019058,FALSE,FALSE,FALSE,"16,4","1,4","1,4","1,4","1,4,16"
2,3,0.985345276703332,0.328448425567777,-1623.367290629,-1610.72346633374,TRUE,FALSE,FALSE,"16,4,1","1,4,16","1,4,8","1,4,8","1,4,16"
2,4,0.98557592439751,0.246393981099378,-1629.29927338141,-1612.44084098772,FALSE,FALSE,TRUE,"16,4,1,2","1,4,16","1,4,8,12","1,4,8,16","1,4,16"
2,5,0.985633785425271,0.197126757085054,-1629.30901712856,-1608.23597663645,FALSE,TRUE,FALSE,"16,4,1,2,3","1,4,16","1,4,8,12,16","1,4,8,16","1,4,16"
2,6,0.98567533363028,0.164279222271713,-1628.7571509148,-1603.46950232426,FALSE,FALSE,FALSE,"16,4,1,2,3,5","1,4,16","1,4,8,12,16","1,4,8,16","1,4,16"
2,7,0.985710637946931,0.14081580542099,-1627.99096301715,-1598.48870632819,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6","1,4,16","1,4,8,12,16","1,4,8,16","1,4,16"
2,8,0.985744748663699,0.123218093582962,-1627.18596021468,-1593.4690954273,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7","1,4,16","1,4,8,12,16","1,4,8,16","1,4,16"
2,9,0.985765855604122,0.109529539511569,-1625.92683041364,-1587.99535752784,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8","1,4,16","1,4,8,12,16","1,4,8,16","1,4,16"
