"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.0901230527685273,0.162787064581084,0.00908639382425203,0.509244636807591,0.0901230527685273,0.509244636807591,0.0808385941233081,0.504236929019913,275.636402451983,283.451913009947
2,45,0.0911426526870231,0.106273914725944,0.0768736745543097,0.390064144135033,0.182285305374046,0.780128288270066,0.165425208577635,0.77559485091481,197.346251062625,207.766931806578
3,120,0.0920875753891423,0.0821584349240691,0.0645114619839346,0.321638944713279,0.276262726167427,0.964916834139838,0.253645936360159,0.963820485206708,15.8139673160636,28.8398182460041
4,210,0.0929593089068554,0.0669362947856083,0.0807115682733874,0.241427248413722,0.371837235627422,0.965708993654887,0.345388277127524,0.964265161808777,15.5301376967888,31.1611588127174
5,252,0.0937593511517225,0.0555342929516968,0.0936944877123138,0.193265759362278,0.468796755758613,0.966328796811391,0.440541264043645,0.964537775365189,15.706123013166,33.9423143150826
6,210,0.0944889398561504,0.0460448015273054,0.0994008030866676,0.16112743798035,0.566933639136903,0.9667646278821,0.538993873919928,0.964620410326106,16.4032996857487,37.2446611736534
7,120,0.0951487973876242,0.0374862930322406,0.0962974146798016,0.138130545224627,0.666041581713369,0.966913816572391,0.640631702061126,0.964396389572465,17.953403899367,41.3999355732599
8,45,0.0957389031874438,0.0291805848344572,0.0988587609431011,0.120877437635902,0.765911225499551,0.967019501087213,0.745331992576434,0.964120116567407,19.6334707614402,45.6851726213212
9,10,0.0962583061380394,0.0204891631639429,0.107393365661023,0.107449989848329,0.866324755242355,0.967049908634959,0.85295723076659,0.963754899498454,21.5412296643297,50.1981017101987
10,1,0.0967049911966529,NA,0.0967049911966529,0.0967049911966529,0.967049911966529,0.967049911966529,0.963347654884117,0.963347654884117,23.5412195533696,54.8032617852267
