"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.0953825344012063,0.165378550749036,0.00759607484718416,0.448937127574981,0.0953825344012063,0.448937127574981,0.0861517439359125,0.443314037040032,271.761644487684,279.577155045648
2,45,0.0956104909121238,0.107188001722063,0.0396463361431612,0.423189755983305,0.191220981824248,0.84637951196661,0.174545125779387,0.843212079223654,146.025273365155,156.445954109107
3,120,0.0958316834006808,0.0823764605817463,0.119161806972172,0.324133253475858,0.287495050202042,0.972399760427575,0.265229270520856,0.971537252940937,-23.6408010955232,-10.6149501655828
4,210,0.0960505284823175,0.066815121937567,0.101922701166694,0.243363705185178,0.38420211392927,0.97345482074071,0.358273781884187,0.972337128982425,-25.5384304754085,-9.90740935947994
5,252,0.0962706773294646,0.0552711957225873,0.0919241113691084,0.194778894408844,0.481353386647323,0.973894472044222,0.453765800830691,0.972505880131681,-25.2085372826666,-6.97234598074994
6,210,0.096495006997907,0.0457632150263155,0.0892983588524393,0.16236572125722,0.578970041987442,0.974194327543318,0.551806818889857,0.972529445449339,-24.3638133377583,-3.5224518498536
7,120,0.0967255900546916,0.0372630111750302,0.0867373438554433,0.139202597264307,0.677079130382841,0.974418180850151,0.652509064216318,0.97247173808875,-23.2350554078511,0.211476266041679
8,45,0.0969636309136308,0.0290555423803667,0.106092344060397,0.121814670396378,0.775709047309046,0.97451736317102,0.755991161358193,0.972277131361879,-21.6235152227664,4.42818663711449
9,10,0.09720935769752,0.0204660074158676,0.108249510800566,0.108287775867749,0.87488421927768,0.97458998280974,0.862372641205448,0.972048981090714,-19.9088989953624,8.74797305050659
10,1,0.0974618584313489,NA,0.0974618584313489,0.0974618584313489,0.974618584313489,0.974618584313489,0.97176673985433,0.97176673985433,-18.0215223460014,13.2405198858557
