"model_id","p","subset_str","R2","adjR2","Mp","AIC","BIC","RSS","TSS"
1,1,"1",0.448937127574981,0.443314037040032,0.448937127574981,271.761644487684,279.577155045648,83.5052550373525,151.534895954571
2,1,"2",0.355774756762306,0.349201029790493,0.355774756762306,287.381595773305,295.19710633127,97.6226052053324,151.534895954571
3,2,"1,2",0.846379511966611,0.843212079223654,0.423189755983305,146.025273365155,156.445954109107,23.2788646706301,151.534895954571
4,1,"3",0.0787507174598883,0.0693502145768259,0.0787507174598883,323.149820091268,330.965330649232,139.601414177939,151.534895954571
5,2,"1,3",0.586043966054481,0.577508790096841,0.29302198302724,245.152730618566,255.573411362519,62.7287845337013,151.534895954571
6,2,"2,3",0.424685686315634,0.412823535518018,0.212342843157817,278.068406014179,288.489086758131,87.1801946653361,151.534895954571
7,3,"1,2,3",0.972399760427575,0.971537252940937,0.324133253475858,-23.6408010955232,-10.6149501655827,4.18239943192869,151.534895954571
8,1,"4",0.000113763894425967,-0.0100891568821615,0.000113763894425967,331.340904481511,339.156415039476,151.517656754666,151.534895954571
9,2,"1,4",0.450556327041674,0.43922759151676,0.225278163520837,273.467379879827,283.88806062378,83.2598898146375,151.534895954571
10,2,"2,4",0.356014811848535,0.34273676673201,0.178007405924267,289.344326227405,299.765006971358,97.5862284828174,151.534895954571
11,3,"1,2,4",0.846573739181017,0.841779168530424,0.282191246393672,147.898760226007,160.924611155947,23.2494324699035,151.534895954571
12,2,"3,4",0.079292672286322,0.0603090160448029,0.039646336143161,325.090974531166,335.511655275118,139.519289109704,151.534895954571
13,3,"1,3,4",0.589550286433096,0.57672373288413,0.196516762144365,246.302095714166,259.327946644107,62.1974546399445,151.534895954571
14,3,"2,3,4",0.424696911800795,0.40671869029457,0.141565637266932,280.066454803439,293.092305733379,87.1784936126101,151.534895954571
15,4,"1,2,3,4",0.97345482074071,0.972337128982425,0.243363705185178,-25.5384304754084,-9.90740935947988,4.02252097715189,151.534895954571
16,1,"5",0.0518137133615856,0.042138343089765,0.0518137133615856,326.031852404231,333.847362962195,143.683310291304,151.534895954571
17,2,"1,5",0.45901451028975,0.447860170295725,0.229507255144875,271.91599934478,282.336680088733,81.9781798961755,151.534895954571
18,2,"2,5",0.378578182750262,0.365765361776041,0.189289091375131,285.777764237383,296.198444981335,94.1670904208397,151.534895954571
19,3,"1,2,5",0.846486174629178,0.84168886758634,0.282162058209726,147.955816673277,160.981667603218,23.2627015551557,151.534895954571
20,2,"3,5",0.127468618129813,0.109478280359294,0.0637343090649064,319.716615738829,330.137296482781,132.218952168797,151.534895954571
21,3,"1,3,5",0.59269664126428,0.579968411303789,0.197565547088093,245.53257971629,258.558430646231,61.7206720879647,151.534895954571
22,3,"2,3,5",0.445860587909088,0.428543731281247,0.148620195969696,276.318383766214,289.344234696154,83.9714581555238,151.534895954571
23,4,"1,2,3,5",0.972445575306484,0.971285389003599,0.243111393826621,-21.806933516259,-6.17591240033047,4.17545687901997,151.534895954571
24,2,"4,5",0.0518531911152897,0.0323037723753987,0.0259265955576449,328.027688815692,338.448369559645,143.677328034003,151.534895954571
25,3,"1,4,5",0.460414178156559,0.443552121223951,0.153471392718853,273.656938487873,286.682789417814,81.7660813716078,151.534895954571
26,3,"2,4,5",0.378886493802478,0.359476696733805,0.126295497934159,287.728138113646,300.753989043587,94.1203705376206,151.534895954571
27,4,"1,2,4,5",0.846674048149139,0.840218218597524,0.211668512037285,149.833359575218,165.464380691147,23.2342321608558,151.534895954571
28,3,"3,4,5",0.127821335789963,0.1005657525334,0.0426071119299878,321.676182926999,334.702033856939,132.165503134865,151.534895954571
29,4,"1,3,4,5",0.59591298402039,0.578898793873881,0.148978246005098,246.739777705604,262.370798821533,61.2332839230634,151.534895954571
30,4,"2,3,4,5",0.445890660854876,0.422559741311923,0.111472665213719,278.31295665506,293.943977770989,83.9669010548128,151.534895954571
31,5,"1,2,3,4,5",0.973512406215612,0.972103491652612,0.194702481243122,-23.7555999509179,-5.51940864900127,4.01379476820424,151.534895954571
32,1,"6",0.000896570120522355,-0.00929836283743168,0.000896570120522355,331.262584290124,339.078094848088,151.399034294642,151.534895954571
33,2,"1,6",0.453547168886855,0.442280100204109,0.226773584443427,272.921552922719,283.342233666671,82.8066729068115,151.534895954571
34,2,"2,6",0.357264676056962,0.344012401336487,0.178632338028481,289.150054885684,299.570735629637,97.396830440036,151.534895954571
35,3,"1,2,6",0.846386975898754,0.84158656889559,0.282128991966251,148.020414564373,161.046265494314,23.2777336244494,151.534895954571
36,2,"3,6",0.0793675783792318,0.0603854665932365,0.0396837891896159,325.082838488594,335.503519232546,139.507938222708,151.534895954571
37,3,"1,3,6",0.590116882114965,0.577308034681057,0.196705627371655,246.163957692563,259.189808622503,62.1115956222442,151.534895954571
38,3,"2,3,6",0.426491323863855,0.408569177734601,0.142163774621285,279.754060105181,292.779911035121,86.9065775673347,151.534895954571
39,4,"1,2,3,6",0.972432184514863,0.971271434389173,0.243108046128716,-21.7583477119023,-6.12732659597375,4.17748605123512,151.534895954571
40,2,"4,6",0.00107646741195155,-0.0195198940847092,0.000538233705975777,333.244576796201,343.665257540154,151.371773577303,151.534895954571
41,3,"1,4,6",0.455730886263517,0.438722476459252,0.151910295421172,274.521135510256,287.546986440197,82.4757635213447,151.534895954571
42,3,"2,4,6",0.357636169944656,0.337562300255426,0.119212056648219,291.092239284937,304.118090214877,97.3405361524166,151.534895954571
43,4,"1,2,4,6",0.846575623232488,0.840115649473856,0.211643905808122,149.897532233466,165.528553349395,23.2491469703599,151.534895954571
