"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.934652386382014,0.0165704816048401,0.929558911502872,0.967635179151788,0.934652386382014,0.967635179151788,0.933985573998157,0.967304925877827,109.004224767705,116.819735325669
2,45,0.480799777270181,0.00585523492496114,0.481964781609086,0.494059498817516,0.961599554540361,0.988118997635032,0.960807792778307,0.987874028514105,10.7910875581403,21.2117683020926
3,120,0.323940242383794,0.00316968924338113,0.324346217707613,0.331115715163982,0.971820727151381,0.993347145491946,0.970940124874862,0.99313924378857,-45.1983797051357,-32.1725287751953
4,210,0.244415643228859,0.00202743195339006,0.244380311091055,0.248359729264341,0.977662572915435,0.993438917057365,0.976722049669769,0.993162660933465,-44.5874136899294,-28.9563925740009
5,252,0.196343822776191,0.00140594677071334,0.1965033090224,0.198708376479213,0.981719113880957,0.993541882396063,0.980746726321434,0.993198365502237,-44.1691926197344,-25.9330013178178
6,210,0.164144556799558,0.0010136058030528,0.164270254791058,0.165597414351249,0.984867340797347,0.993584486107496,0.983891040203628,0.993170581985399,-42.8310706139444,-21.9897091260397
7,120,0.141069189620752,0.000737418168026027,0.140919629522687,0.141943916843267,0.987484327345266,0.99360741790287,0.986532047904145,0.993121025786784,-41.1891538121942,-17.7426221383013
8,45,0.123719784853442,0.000523506468929965,0.123740486797287,0.124204792439278,0.989758278827534,0.993638339514223,0.988857907735449,0.993079072658331,-39.6740383004186,-13.6223364405377
9,10,0.110199280776369,0.000340629078546954,0.110396668214094,0.110405221072821,0.991793526987319,0.99364698965539,0.990972879686051,0.993011688620929,-37.8101038363146,-9.15323179044559
10,1,0.0993652717019411,NA,0.0993652717019411,0.0993652717019411,0.993652717019411,0.993652717019411,0.992939539156424,0.992939539156424,-35.9002964682962,-4.6382542364391
