"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.0977326991921691,0.165889360347222,0.00463009494490602,0.441467272489844,0.0977326991921691,0.441467272489844,0.0885258900002525,0.435767958943822,270.935067350354,278.750577908318
2,45,0.0980207199434608,0.107607167771305,0.0486765058404807,0.425998688318119,0.196041439886922,0.851997376636239,0.179464974729951,0.848945776154512,140.12674568051,150.547426424462
3,120,0.0982903228152255,0.0827568405729866,0.123447718698499,0.333333333333333,0.294870968445676,1,0.272835686209604,1,-6815.93878793946,-6802.91293700952
4,210,0.098546663101274,0.067164511016856,0.106011590050503,0.25,0.394186652405096,1,0.368678721980047,1,-6957.39160293549,-6941.76058181956
5,252,0.0987941818555901,0.0555899100840983,0.0931589377380188,0.2,0.493970909277951,1,0.467054468282097,1,-6956.83764361073,-6938.60145230881
6,210,0.099036583405226,0.0460493116658498,0.0914946489748047,0.166666666666667,0.594219500431356,1,0.568040113362411,1,-6910.88759817354,-6890.04623668563
7,120,0.099276793456813,0.0375130146749864,0.0892563524394775,0.142857142857143,0.694937554197691,1,0.671726281147515,1,-6872.67519267527,-6849.22866100138
8,45,0.0995168855823226,0.0292637062605613,0.106851147912369,0.125,0.79613508465858,1,0.778212894298895,1,-6886.32439015473,-6860.27268829485
9,10,0.0997579650473876,0.020622450930567,0.111111111111111,0.111111111111111,0.897821685426488,1,0.887603853969137,1,-6848.69611130107,-6820.0392392552
10,1,0.1,NA,0.1,0.1,1,1,1,1,-6647.12204944801,-6615.86000721616
