"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.302350900341796,0.34834555484861,0.093152805517933,0.881774213204163,0.302350900341796,0.881774213204163,0.295232031977937,0.880567827624613,203.304771472017,211.120282029981
2,45,0.251990652452417,0.174679946148859,0.309408644741041,0.485383366018906,0.503981304904835,0.970766732037813,0.493754115315244,0.970163984244778,65.5758845663167,75.996565310269
3,120,0.216824239997018,0.103071138022308,0.285143147230199,0.329419457169309,0.650472719991054,0.988258371507927,0.639549992490775,0.987891445617549,-23.6408010955231,-10.6149501655827
4,210,0.18924675686368,0.0632929724016658,0.221287208027702,0.247176803191326,0.756987027454722,0.988707212765303,0.746754902294921,0.988231726987,-25.5384304754084,-9.90740935947982
5,252,0.166742692562456,0.0390549556488579,0.178844904414157,0.197776242345121,0.833713462812281,0.988881211725607,0.824868434238467,0.988289786817394,-25.0912214104312,-6.85503010851455
6,210,0.148108671964411,0.0237308820595213,0.154899123142139,0.164831191808274,0.888652031786464,0.988987150849642,0.88146829190172,0.988276644452845,-24.0485833186188,-3.20722183071409
7,120,0.132554552351779,0.013863490242918,0.13601852968824,0.14130234262623,0.927881866462457,0.989116398383608,0.922394617171556,0.988288298260622,-23.2291311291675,0.217400544725287
8,45,0.119475099307971,0.00744338463665869,0.12243686652652,0.123645174475157,0.955800794463768,0.989161395801259,0.951915150021022,0.988208551476095,-21.6434305092299,4.40827135065098
9,10,0.108390917734007,0.00322836971957556,0.109893975605744,0.109911347172216,0.975518259606066,0.989202124549942,0.973070085566673,0.988122337004936,-20.0199131667703,8.63695887909871
10,1,0.0989202298305713,NA,0.0989202298305713,0.0989202298305713,0.989202298305713,0.989202298305713,0.987989073396243,0.987989073396243,-18.0215223460014,13.2405198858557
