"rule","p_star","F1","precision","recall"
"M_p",1,0.285714285714286,1,0.166666666666667
"M_p_minus",2,0.285714285714286,1,0.166666666666667
"M_p_sqrt",1,0.285714285714286,1,0.166666666666667
"M_p_scaled",1,0.285714285714286,1,0.166666666666667
"AIC",5,0.285714285714286,1,0.166666666666667
"BIC",5,0.285714285714286,1,0.166666666666667
