"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
1,1001,1,0.402605803507334,0.402605803507334,1372.57329516679,1376.78790326521,4,6,4,0.397339579613377
1,1001,2,0.683627608780135,0.341813804390067,1056.7446860955,1065.17390229234,4,6,4,0.359684448207368
1,1001,3,0.998521007023666,0.332840335674555,-1624.0345830019,-1611.39075870663,4,6,4,0.310831566683033
1,1001,4,0.998542112011393,0.249635528002848,-1629.22089776484,-1612.36246537115,4,6,4,0.256695324716664
1,1001,5,0.998551582295204,0.199710316459041,-1630.47943913261,-1609.4063986405,4,6,4,0.206250006269857
1,1001,6,0.998558833769981,0.166426472294997,-1630.98896651219,-1605.70131792166,4,6,4,0.166289991889766
1,1001,7,0.998559451599623,0.142651350228518,-1629.20336305418,-1599.70110636523,4,6,4,0.138515326348769
1,1001,8,0.998559583778914,0.124819947972364,-1627.24924327403,-1593.53237848665,4,6,4,0.12091858391478
1,1001,9,0.998559723572211,0.110951080396912,-1625.29777094247,-1587.36629805667,4,6,4,0.110416087259562
1,1001,10,0.998559838183712,0.0998559838183712,-1623.3375605476,-1581.19147956338,4,6,4,0.104369708642378
2,1002,1,0.365368326330514,0.365368326330514,1427.05645448929,1431.27106258772,3,3,3,0.379846318323247
2,1002,2,0.696716708977983,0.348358354488992,1059.86772121034,1068.29693740719,3,3,3,0.3682441935186
2,1002,3,0.998746547433473,0.332915515811158,-1682.5150415419,-1669.87121724663,3,3,3,0.24950026452542
2,1002,4,0.998749633256214,0.249687408314054,-1681.74748842436,-1664.88905603067,3,3,3,0.127501062673837
2,1002,5,0.998751432907128,0.199750286581426,-1680.46765604066,-1659.39461554855,3,3,3,0.115221199472275
2,1002,6,0.998753188848391,0.166458864808065,-1679.17133355215,-1653.88368496162,3,3,3,0.114579690576724
2,1002,7,0.998753830680961,0.142679118668709,-1677.42878947367,-1647.92653278471,3,3,3,0.114547725275923
2,1002,8,0.998754121406981,0.124844265175873,-1675.5454509629,-1641.82858617552,3,3,3,0.114546136332362
2,1002,9,0.998754368880535,0.110972707653393,-1673.64477771016,-1635.71330482436,3,3,3,0.11454605735801
2,1002,10,0.998754507823936,0.0998754507823936,-1671.70055311128,-1629.55447212706,3,3,3,0.114546053432817
3,1003,1,0.339195048382973,0.339195048382973,1405.67853177868,1409.8931398771,5,4,3,0.342805650248781
3,1003,2,0.640269756950634,0.320134878475317,1103.62638685729,1112.05560305413,5,4,3,0.3304222641313
3,1003,3,0.998283278900276,0.332761092966759,-1566.84275895317,-1554.1989346579,5,4,3,0.305043091662794
3,1003,4,0.99829240997571,0.249573102493928,-1567.50930902601,-1550.65087663232,5,4,3,0.262090869962513
3,1003,5,0.998296950019491,0.199659390003898,-1566.84045111521,-1545.7674106231,5,4,3,0.208523131384728
3,1003,6,0.998297499138035,0.166382916523006,-1565.0016933268,-1539.71404473626,5,4,3,0.162298750736484
3,1003,7,0.998297979922055,0.142613997131722,-1563.14291261489,-1533.64065592593,5,4,3,0.133483007171057
3,1003,8,0.998298489016243,0.12478731112703,-1561.29249085639,-1527.57562606901,5,4,3,0.11899085531426
3,1003,9,0.998298499237913,0.110922055470879,-1559.29549456939,-1521.36402168359,5,4,3,0.112485992241122
3,1003,10,0.99829849971136,0.099829849971136,-1557.29563369561,-1515.14955271138,5,4,3,0.109716030691901
4,1004,1,0.401597008040174,0.401597008040174,1374.61227829659,1378.82688639501,4,3,3,0.397503861089397
4,1004,2,0.690879501039978,0.345439750519989,1046.34564758295,1054.7748637798,4,3,3,0.360760652898969
4,1004,3,0.998484803614822,0.332828267871607,-1610.74740612329,-1598.10358182802,4,3,3,0.312088595689715
4,1004,4,0.998487550088102,0.249621887522025,-1609.65453785671,-1592.79610546302,4,3,3,0.257374927192426
4,1004,5,0.998490274477548,0.19969805489551,-1608.55600444701,-1587.4829639549,4,3,3,0.206143017144284
4,1004,6,0.99849227310933,0.166415378851555,-1607.21836189322,-1581.93071330269,4,3,3,0.165754792846931
4,1004,7,0.998494296114816,0.142642042302117,-1605.88969166316,-1576.3874349742,4,3,3,0.138020413879859
4,1004,8,0.998496341270773,0.124812042658847,-1604.56928948307,-1570.85242469569,4,3,3,0.120732608070327
4,1004,9,0.998497149234438,0.110944127692715,-1602.83802759463,-1564.90655470883,4,3,3,0.110598604197277
4,1004,10,0.998497617098988,0.0998497617098988,-1600.99371084795,-1558.84762986373,4,3,3,0.104870849603983
5,1005,1,0.387464038124656,0.387464038124656,1408.57333306228,1412.7879411607,4,5,4,0.387450341213407
5,1005,2,0.700509434167734,0.350254717083867,1052.81096474871,1061.24018094555,4,5,4,0.35825191459628
5,1005,3,0.998671981131902,0.332890660377301,-1654.38636448904,-1641.74254019377,4,5,4,0.314433648337016
5,1005,4,0.998691612457726,0.249672903114431,-1659.83274627155,-1642.97431387787,4,5,4,0.259985817545485
5,1005,5,0.998701747399514,0.199740349479903,-1661.72089051318,-1640.64785002107,4,5,4,0.206210533604746
5,1005,6,0.998703365808456,0.166450560968076,-1660.34458213496,-1635.05693354442,4,5,4,0.163888787273791
5,1005,7,0.998704883188324,0.142672126169761,-1658.93004734322,-1629.42779065426,4,5,4,0.136147103604834
5,1005,8,0.998705687355806,0.124838210919476,-1657.24060514038,-1623.523740353,4,5,4,0.12007616579526
5,1005,9,0.998706173842617,0.11096735264918,-1655.42857296362,-1617.49710007782,4,5,4,0.111425264221509
5,1005,10,0.99870643506452,0.099870643506452,-1653.52953253848,-1611.38345155426,4,5,4,0.106951986203132
6,1006,1,0.347090255481306,0.347090255481306,1413.61079212164,1417.82540022007,3,3,3,0.366385458644626
6,1006,2,0.663854365448569,0.331927182724285,1083.66359170254,1092.09280789938,3,3,3,0.34757890676336
6,1006,3,0.998381671459229,0.33279389048641,-1582.41173358219,-1569.76790928692,3,3,3,0.247235649731671
6,1006,4,0.998386949855939,0.249596737463985,-1582.04521635214,-1565.18678395846,3,3,3,0.143499341215242
6,1006,5,0.998390515049354,0.199678103009871,-1581.15154871613,-1560.07850822402,3,3,3,0.123271222144826
6,1006,6,0.998393100445972,0.166398850074329,-1579.95536964335,-1554.66772105282,3,3,3,0.121126153192522
6,1006,7,0.998394865882311,0.142627837983187,-1578.50500165144,-1549.00274496249,3,3,3,0.120917262822401
6,1006,8,0.998395025112348,0.124799378139043,-1576.55460433985,-1542.83773955248,3,3,3,0.120897095427097
6,1006,9,0.998395131657333,0.11093279240637,-1574.58779754503,-1536.65632465923,3,3,3,0.120895149985697
6,1006,10,0.998395212330271,0.0998395212330271,-1572.61293199492,-1530.4668510107,3,3,3,0.120894962334447
7,1007,1,0.346434937259891,0.346434937259891,1421.288695111,1425.50330320942,3,5,3,0.367394927331212
7,1007,2,0.681453212458306,0.340726606229153,1063.95233278419,1072.38154898103,3,5,3,0.348908934015368
7,1007,3,0.998563407657293,0.332854469219098,-1634.79540891036,-1622.15158461509,3,5,3,0.248420808927759
7,1007,4,0.998570962846916,0.249642740711729,-1635.43190017306,-1618.57346777937,3,5,3,0.144304957870479
7,1007,5,0.99857758119945,0.19971551623989,-1635.75294757027,-1614.67990707816,3,5,3,0.124327469945615
7,1007,6,0.99857906326036,0.166429843876727,-1634.27418419491,-1608.98653560438,3,5,3,0.122248963690474
7,1007,7,0.99858011163021,0.142654301661459,-1632.64322130821,-1603.14096461926,3,5,3,0.122050171764458
7,1007,8,0.998580547096125,0.124822568387016,-1630.79658995116,-1597.07972516378,3,5,3,0.122031317351725
7,1007,9,0.998580878657626,0.110953430961958,-1628.91339559839,-1590.98192271259,3,5,3,0.122029530529335
7,1007,10,0.998581159435637,0.0998581159435637,-1627.01233209629,-1584.86625111207,3,5,3,0.122029361205939
8,1008,1,0.391545182940776,0.391545182940776,1423.07011418905,1427.28472228747,4,4,3,0.38876774136593
8,1008,2,0.688268833569576,0.344134416784788,1090.67937100712,1099.10858720396,4,4,3,0.35729812897495
8,1008,3,0.998610537428142,0.332870179142714,-1613.93269744066,-1601.28887314539,4,4,3,0.312363012823647
8,1008,4,0.998618468850106,0.249654617212527,-1614.79500765155,-1597.93657525786,4,4,3,0.258604631235948
8,1008,5,0.998622028349766,0.199724405669953,-1614.08491452662,-1593.01187403451,4,4,3,0.206381812862906
8,1008,6,0.998624559988089,0.166437426664682,-1613.00436985972,-1587.71672126918,4,4,3,0.16496594605389
8,1008,7,0.998625367529789,0.14266076678997,-1611.29801365583,-1581.79575696687,4,4,3,0.137092565284104
8,1008,8,0.998625842390589,0.124828230298824,-1609.47076631836,-1575.75390153098,4,4,3,0.120344074829186
8,1008,9,0.99862626010386,0.110958473344873,-1607.62277827381,-1569.69130538802,4,4,3,0.110957386168739
