"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
8,1008,10,0.998626358796408,0.0998626358796408,-1605.65870068331,-1563.51261969909,4,4,3,0.105901035130714
9,1009,1,0.345955403359948,0.345955403359948,1413.46176910053,1417.67637719895,3,3,3,0.365516249415851
9,1009,2,0.673842462666364,0.336921231333182,1067.56425324228,1075.99346943913,3,3,3,0.348704340791177
9,1009,3,0.998338486314576,0.332779495438192,-1570.26147797259,-1557.61765367732,3,3,3,0.246259973191016
9,1009,4,0.99834032786663,0.249585081966658,-1568.81596433495,-1551.95753194126,3,3,3,0.140204368003465
9,1009,5,0.99834161738262,0.199668323476524,-1567.20460049434,-1546.13156000223,3,3,3,0.122081465522023
9,1009,6,0.99834255794667,0.166390426324445,-1565.48825966442,-1540.20061107389,3,3,3,0.120420388111526
9,1009,7,0.998342950800695,0.142620421542956,-1563.60678585669,-1534.10452916773,3,3,3,0.120279316365451
9,1009,8,0.998343245901014,0.124792905737627,-1561.69583770839,-1527.97897292101,3,3,3,0.120267415517919
9,1009,9,0.998343308648994,0.110927034294333,-1559.71477508959,-1521.78330220379,3,3,3,0.120266412128999
9,1009,10,0.998343339531752,0.0998343339531752,-1557.72409578969,-1515.57801480546,3,3,3,0.120266327534927
10,1010,1,0.373283199492997,0.373283199492997,1429.24749317357,1433.46210127199,4,3,3,0.378174361705289
10,1010,2,0.708549002580781,0.35427450129039,1048.43605416654,1056.86527036339,4,3,3,0.354912697014719
10,1010,3,0.998486854187583,0.332828951395861,-1579.90448760531,-1567.26066331005,4,3,3,0.315768907569929
10,1010,4,0.99849121431374,0.249622803578435,-1579.34731620137,-1562.48888380769,4,3,3,0.262137038880111
10,1010,5,0.998494326028653,0.199698865205731,-1578.37957948314,-1557.30653899103,4,3,3,0.206156250257779
10,1010,6,0.998496209071275,0.166416034845212,-1577.00528635454,-1551.71763776401,4,3,3,0.162100325691223
10,1010,7,0.998498054102054,0.142642579157436,-1575.61912286715,-1546.1168661782,4,3,3,0.13451370151022
10,1010,8,0.998498460261253,0.124812307532657,-1573.75435214735,-1540.03748735997,4,3,3,0.119632718103814
10,1010,9,0.998498766434979,0.110944307381664,-1571.85631579787,-1533.92484291208,4,3,3,0.112246248614205
10,1010,10,0.99849879065168,0.099849879065168,-1569.86438146355,-1527.71830047933,4,3,3,0.108731179894622
