"metric","MAE","Bias","Variance","HitRate","n_correct","n_underfit","n_overfit","Jaccard","Precision","Recall","F1","avg_TP","avg_FP","avg_FN","SubsetHitRate","p1_R2","p2_R2","p3_R2","p4_R2","p5_R2","p6_R2","p7_R2","p8_R2","p9_R2","p10_R2","p11_R2","p12_R2","p13_R2","p14_R2","p15_R2","p16_R2","p17_R2","p18_R2","p19_R2","p20_R2","p1_value","p2_value","p3_value","p4_value","p5_value","p6_value","p7_value","p8_value","p9_value","p10_value","p11_value","p12_value","p13_value","p14_value","p15_value","p16_value","p17_value","p18_value","p19_value","p20_value"
"M_p",1.45,-1.45,0.694444444444444,0.22,22,78,0,0.516666666666667,1,0.516666666666667,0.643,1.55,0,1.45,0.22,0.366106805957713,0.765483691718132,0.981219652484505,0.981299057838722,0.981391029932688,0.98146670370377,0.981478805556135,0.981497278199101,0.981511475626864,0.981526801419288,0.981549447077086,0.981557015482106,0.981562160228814,0.981567159719111,0.981570106628525,0.981573356696857,0.981576639398456,0.981579545595255,0.981581936065709,0.981583520100738,0.366106805957713,0.382741845859066,0.327073217494835,0.24532476445968,0.196278205986538,0.163577783950628,0.140211257936591,0.122687159774888,0.109056830625207,0.0981526801419288,0.0892317679160988,0.0817964179568422,0.0755047815560626,0.0701119399799365,0.0654380071085683,0.0613483347935535,0.0577398023175563,0.0545321969775142,0.0516622071613531,0.0490791760050369
"AIC",2.58,2.58,2.40767676767677,0.1,10,0,90,0.584988095238095,0.584988095238095,1,0.722915584415584,3,2.58,0,0.1,0.366106805957713,0.765483691718132,0.981219652484505,0.981299057838722,0.981391029932688,0.98146670370377,0.981478805556135,0.981497278199101,0.981511475626864,0.981526801419288,0.981549447077086,0.981557015482106,0.981562160228814,0.981567159719111,0.981570106628525,0.981573356696857,0.981576639398456,0.981579545595255,0.981581936065709,0.981583520100738,163.89059254295,-331.287080561908,-1591.64415667135,-1591.7626929783,-1592.2277826761,-1592.26518866124,-1590.59178477828,-1589.09072293428,-1587.47452802138,-1585.88916760194,-1584.50247637247,-1582.70761813037,-1580.84711465305,-1578.9827099369,-1577.06265271726,-1575.15083431634,-1573.23991711852,-1571.31879594266,-1569.38368645849,-1567.42669052113
"BIC",0.28,0.28,0.304646464646464,0.77,77,0,23,0.935,0.935,1,0.961785714285714,3,0.28,0,0.77,0.366106805957713,0.765483691718132,0.981219652484505,0.981299057838722,0.981391029932688,0.98146670370377,0.981478805556135,0.981497278199101,0.981511475626864,0.981526801419288,0.981549447077086,0.981557015482106,0.981562160228814,0.981567159719111,0.981570106628525,0.981573356696857,0.981576639398456,0.981579545595255,0.981581936065709,0.981583520100738,168.105200641372,-322.857864365063,-1579.00033237608,-1574.90426058461,-1571.15474218399,-1566.97754007071,-1561.08952808933,-1555.37385814691,-1549.54305513558,-1543.74308661772,-1538.14178728983,-1532.1323209493,-1526.05720937356,-1519.97819655899,-1513.84353124092,-1507.71710474158,-1501.59157944534,-1495.45585017106,-1489.30613258847,-1483.13452855268
