"iteration","p","R2","M_p","AIC","BIC","selected_by_Mp","selected_by_AIC","selected_by_BIC","subset_p","subset_Mp","subset_AIC","subset_BIC","support_true"
1,1,0.366106805957713,0.366106805957713,163.89059254295,168.105200641372,FALSE,FALSE,FALSE,"1","1","1","1","1,3,7"
1,2,0.765483691718132,0.382741845859066,-331.287080561908,-322.857864365063,FALSE,FALSE,FALSE,"1,3","1,3","1,3","1,3","1,3,7"
1,3,0.981219652484505,0.327073217494835,-1591.64415667135,-1579.00033237608,TRUE,FALSE,TRUE,"1,3,7","1,3,7","1,3,5","1,3,7","1,3,7"
1,4,0.981299057838722,0.24532476445968,-1591.7626929783,-1574.90426058461,FALSE,FALSE,FALSE,"1,3,7,2","1,3,7","1,3,5,7","1,3,7","1,3,7"
1,5,0.981391029932688,0.196278205986538,-1592.2277826761,-1571.15474218399,FALSE,FALSE,FALSE,"1,3,7,2,4","1,3,7","1,3,5,7,16","1,3,7","1,3,7"
1,6,0.98146670370377,0.163577783950628,-1592.26518866124,-1566.97754007071,FALSE,TRUE,FALSE,"1,3,7,2,4,5","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,7,0.981478805556135,0.140211257936591,-1590.59178477828,-1561.08952808933,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,8,0.981497278199101,0.122687159774888,-1589.09072293428,-1555.37385814691,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,9,0.981511475626864,0.109056830625207,-1587.47452802138,-1549.54305513558,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,10,0.981526801419288,0.0981526801419288,-1585.88916760194,-1543.74308661772,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,11,0.981549447077086,0.0892317679160988,-1584.50247637247,-1538.14178728983,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,12,0.981557015482106,0.0817964179568422,-1582.70761813037,-1532.1323209493,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,13,0.981562160228814,0.0755047815560626,-1580.84711465305,-1526.05720937356,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,14,0.981567159719111,0.0701119399799365,-1578.9827099369,-1519.97819655899,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,15,0.981570106628525,0.0654380071085683,-1577.06265271726,-1513.84353124092,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,16,0.981573356696857,0.0613483347935535,-1575.15083431634,-1507.71710474158,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,17,0.981576639398456,0.0577398023175563,-1573.23991711852,-1501.59157944534,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,18,0.981579545595255,0.0545321969775142,-1571.31879594266,-1495.45585017106,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,19,0.981581936065709,0.0516622071613531,-1569.38368645849,-1489.30613258847,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
1,20,0.981583520100738,0.0490791760050369,-1567.42669052113,-1483.13452855268,FALSE,FALSE,FALSE,"1,3,7,2,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20","1,3,7","1,3,5,7,16,17","1,3,7","1,3,7"
2,1,0.545842116984725,0.545842116984725,461.395704419059,465.610312517481,FALSE,FALSE,FALSE,"16","4","1","1","1,4,16"
2,2,0.929804420626852,0.464902210313426,-470.18407576891,-461.754859572065,TRUE,FALSE,FALSE,"16,4","4,16","1,4","1,4","1,4,16"
2,3,0.993036502043604,0.331012167347868,-1623.48578032855,-1610.84195603328,FALSE,FALSE,TRUE,"16,4,1","4,16","1,4,7","1,4,16","1,4,16"
2,4,0.993090536987717,0.248272634246929,-1625.3807828078,-1608.52235041411,FALSE,FALSE,FALSE,"16,4,1,2","4,16","1,4,7,8","1,4,16","1,4,16"
2,5,0.993144916873933,0.198628983374787,-1627.33152470634,-1606.25848421423,FALSE,TRUE,FALSE,"16,4,1,2,3","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,6,0.993171564552497,0.165528594092083,-1627.27895599806,-1601.99130740753,FALSE,FALSE,FALSE,"16,4,1,2,3,5","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,7,0.99319764177185,0.141885377395979,-1627.19206918774,-1597.68981249878,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,8,0.993209690425584,0.124151211303198,-1626.07847773274,-1592.36161294536,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,9,0.993218940430912,0.110357660047879,-1624.76006016286,-1586.82858727706,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,10,0.993229228087533,0.0993229228087533,-1623.51919435156,-1581.37311336734,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,11,0.993238910943944,0.0902944464494494,-1622.2347543241,-1575.87406524145,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,12,0.993246541311013,0.0827705451092511,-1620.79935833632,-1570.22406115526,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,13,0.993254412739667,0.076404185595359,-1619.3824684002,-1564.59256312071,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,14,0.993260395336467,0.0709471710954619,-1617.82611037624,-1558.82159699833,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12,13","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,15,0.993263006472311,0.0662175337648207,-1616.0198637137,-1552.80074223737,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12,13,14","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,16,0.993264895487685,0.0620790559679803,-1614.16008058125,-1546.7263510065,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12,13,14,15","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,17,0.993266675936441,0.058427451525673,-1612.29227482767,-1540.6439371545,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12,13,14,15,17","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,18,0.993268256353409,0.0551815697974116,-1610.40964645991,-1534.54670068831,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12,13,14,15,17,18","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,19,0.993269852213301,0.0522773606428053,-1608.52819294408,-1528.45063907406,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12,13,14,15,17,18,19","4,16","1,4,7,8,16","1,4,16","1,4,16"
2,20,0.993270272155284,0.0496635136077642,-1606.55939248816,-1522.26723051972,FALSE,FALSE,FALSE,"16,4,1,2,3,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20","4,16","1,4,7,8,16","1,4,16","1,4,16"
3,1,0.452620414745086,0.452620414745086,280.311450369294,284.526058467716,FALSE,FALSE,FALSE,"1","1","1","1","1,9,17"
3,2,0.855818978986967,0.427909489493484,-384.725000343738,-376.295784146894,FALSE,FALSE,FALSE,"1,17","1,9","1,2","1,2","1,9,17"
3,3,0.987693002308595,0.329231000769532,-1613.17579127448,-1600.53196697922,TRUE,FALSE,FALSE,"1,17,9","1,9,17","1,2,7","1,2,9","1,9,17"
3,4,0.987896079200442,0.24697401980011,-1619.49508400927,-1602.63665161558,FALSE,FALSE,TRUE,"1,17,9,2","1,9,17","1,2,7,9","1,2,9,17","1,9,17"
3,5,0.987989759213957,0.197597951842791,-1621.37995823405,-1600.30691774194,FALSE,FALSE,FALSE,"1,17,9,2,3","1,9,17","1,2,7,9,15","1,2,9,17","1,9,17"
3,6,0.988021452765548,0.164670242127591,-1620.70114086335,-1595.41349227281,FALSE,FALSE,FALSE,"1,17,9,2,3,4","1,9,17","1,2,7,9,15,16","1,2,9,17","1,9,17"
3,7,0.988096356940757,0.141156622420108,-1621.83755422832,-1592.33529753936,FALSE,TRUE,FALSE,"1,17,9,2,3,4,5","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,8,0.988119930838528,0.123514991354816,-1620.82873278247,-1587.11186799509,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,9,0.98815337984496,0.109794819982773,-1620.23849662037,-1582.30702373457,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,10,0.988175341369852,0.0988175341369852,-1619.16626784016,-1577.02018685594,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,11,0.98820831849821,0.0898371198634737,-1618.56263787922,-1572.20194879657,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,12,0.988230271898984,0.0823525226582487,-1617.49439058403,-1566.91909340297,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,13,0.988246871626102,0.0760189901250848,-1616.20007570739,-1561.4101704279,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,14,0.988259429449935,0.0705899592464239,-1614.73459456155,-1555.73008118364,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12,13","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,15,0.988282145291772,0.0658854763527848,-1613.70293956713,-1550.4838180908,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12,13,14","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,16,0.988285143950522,0.0617678214969076,-1611.83090849044,-1544.39717891568,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12,13,14,15","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,17,0.988287085427309,0.0581345344369005,-1609.91377923485,-1538.26544156167,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12,13,14,15,16","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,18,0.988287519878109,0.0549048622154505,-1607.9323253813,-1532.0693796097,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,19,0.988287569672134,0.0520151352459018,-1605.93445106819,-1525.85689719817,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,19","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
3,20,0.988287580313986,0.0494143790156993,-1603.93490536574,-1519.64274339729,FALSE,FALSE,FALSE,"1,17,9,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,19,20","1,9,17","1,2,7,9,15,16,17","1,2,9,17","1,9,17"
4,1,0.639074037820802,0.639074037820802,28.3908705258961,32.6054786243183,TRUE,FALSE,FALSE,"18","18","1","1","1,10,18"
4,2,0.883191304705662,0.441595652352831,-533.676795847198,-525.247579650353,FALSE,FALSE,FALSE,"18,10","18","1,6","1,10","1,10,18"
4,3,0.985973948571342,0.328657982857114,-1591.48734427835,-1578.84351998308,FALSE,FALSE,TRUE,"18,10,1","18","1,6,8","1,10,18","1,10,18"
4,4,0.986089228599904,0.246522307149976,-1593.61382221,-1576.75538981631,FALSE,FALSE,FALSE,"18,10,1,2","18","1,6,8,9","1,10,18","1,10,18"
4,5,0.986181819746837,0.197236363949367,-1594.95298527039,-1573.87994477827,FALSE,FALSE,FALSE,"18,10,1,2,3","18","1,6,8,9,10","1,10,18","1,10,18"
4,6,0.986267188279934,0.164377864713322,-1596.05155995663,-1570.7639113661,FALSE,FALSE,FALSE,"18,10,1,2,3,4","18","1,6,8,9,10,13","1,10,18","1,10,18"
4,7,0.986307147357497,0.140901021051071,-1595.50855677939,-1566.00630009043,FALSE,FALSE,FALSE,"18,10,1,2,3,4,5","18","1,6,8,9,10,13,15","1,10,18","1,10,18"
4,8,0.986401792190313,0.123300224023789,-1596.97654998589,-1563.25968519851,FALSE,TRUE,FALSE,"18,10,1,2,3,4,5,6","18","1,6,8,9,10,13,15,18","1,10,18","1,10,18"
