"rule","p_star","F1","precision","recall"
"M_p",1,0.333333333333333,1,0.2
"M_p_minus",2,0.333333333333333,1,0.2
"M_p_sqrt",3,0.333333333333333,1,0.2
"M_p_scaled",1,0.333333333333333,1,0.2
"AIC",3,0.333333333333333,1,0.2
"BIC",3,0.333333333333333,1,0.2
