"iteration","seed","p","R2","M_p","AIC","BIC","p_star_sigmoid","p_star_aic","p_star_bic","M_p_fitted"
1,1001,1,0.250199513618596,0.250199513618596,1742.92479171745,1747.13939981587,6,7,6,0.243012243160883
1,1001,2,0.454111696757005,0.227055848378503,1586.22840622689,1594.65762242374,6,7,6,0.233381143270917
1,1001,3,0.642792306943248,0.214264102314416,1376.17990816758,1388.82373246285,6,7,6,0.220798365324904
1,1001,4,0.811398411863354,0.202849602965838,1058.83961063829,1075.69804303198,6,7,6,0.205144397092335
1,1001,5,0.999122344546899,0.19982446890938,-1624.22937717461,-1603.1563366825,6,7,6,0.186813384757095
1,1001,6,0.999133371406044,0.166522228567674,-1628.55117210254,-1603.263523512,6,7,6,0.166809129925542
1,1001,7,0.999137651678366,0.142733950239767,-1629.02678703239,-1599.52453034344,6,7,6,0.146590982790481
1,1001,8,0.999138035262562,0.12489225440782,-1627.24924327403,-1593.53237848665,6,7,6,0.127680588093296
1,1001,9,0.99913811891678,0.111015346546309,-1625.29777094247,-1587.36629805667,6,7,6,0.111233079578495
1,1001,10,0.999138187501867,0.0999138187501867,-1623.3375605476,-1581.19147956338,6,7,6,0.0978078204938629
2,1002,1,0.232785618941274,0.232785618941274,1739.58258995795,1743.79719805637,7,5,5,0.22216429546925
2,1002,2,0.423600173762263,0.211800086881131,1598.60023716182,1607.02945335866,7,5,5,0.219187697613616
2,1002,3,0.617934830724953,0.205978276908318,1394.99505295602,1407.63887725129,7,5,5,0.213715132224512
2,1002,4,0.808818638634675,0.202204659658669,1050.81071256311,1067.6691449568,7,5,5,0.204203571928836
2,1002,5,0.999189186043068,0.199837837208614,-1678.65886955671,-1657.5858290646,7,5,5,0.189181563987913
2,1002,6,0.999191177646984,0.166531862941164,-1677.8885313688,-1652.60088277827,7,5,5,0.168706161650364
2,1002,7,0.999192409855781,0.14274177283654,-1676.65084237456,-1647.1485856856,7,5,5,0.145761017586971
2,1002,8,0.999193546405895,0.124899193300737,-1675.35500563519,-1641.63814084781,7,5,5,0.125065074412827
2,1002,9,0.999193936228794,0.111021548469866,-1673.59675367164,-1635.66528078584,7,5,5,0.109747061876064
2,1002,10,0.999194103549362,0.0999194103549362,-1671.70055311128,-1629.55447212706,7,5,5,0.0999886907750773
3,1003,1,0.213253729076532,0.213253729076532,1736.22929925895,1740.44390735737,7,6,5,0.209800646587582
3,1003,2,0.411324243360906,0.205662121680453,1593.21416821994,1601.64338441678,7,6,5,0.209071808386503
3,1003,3,0.614770954813904,0.204923651604635,1383.19544119342,1395.83926548868,7,6,5,0.207172572481757
3,1003,4,0.802694492375612,0.200673623093903,1050.65306502354,1067.51149741723,7,6,5,0.202409835304408
3,1003,5,0.9989450205317,0.19978900410634,-1562.96294607704,-1541.88990558492,7,6,5,0.191533530477245
3,1003,6,0.998950717929241,0.16649178632154,-1563.6705046945,-1538.38285610396,7,6,5,0.17124298694766
3,1003,7,0.998953482965814,0.142707640423688,-1562.98982875125,-1533.4875720623,7,6,5,0.144548967597658
3,1003,8,0.998953798814109,0.124869224851764,-1561.14075604502,-1527.42389125764,7,6,5,0.121891726856477
3,1003,9,0.998954116511316,0.110994901834591,-1559.29261280938,-1521.36113992358,7,6,5,0.108781046124701
3,1003,10,0.998954122830287,0.0998954122830287,-1557.29563369561,-1515.14955271139,7,6,5,0.102807974558415
4,1004,1,0.253833570804498,0.253833570804498,1757.76789766065,1761.98250575907,6,5,5,0.246855297233735
4,1004,2,0.459770107689233,0.229885053844617,1598.29095001361,1606.72016621045,6,5,5,0.236842682244701
4,1004,3,0.6559084149994,0.218636138333133,1374.74749098459,1387.39131527986,6,5,5,0.223667959390509
4,1004,4,0.821190810820024,0.205297702705006,1049.45318980306,1066.31162219675,6,5,5,0.207224302477013
4,1004,5,0.999124588834553,0.199824917766911,-1608.23723753145,-1587.16419703934,6,5,5,0.188001803233586
4,1004,6,0.999126228075534,0.166521038012589,-1607.17438440356,-1581.88673581303,6,5,5,0.167178598516092
4,1004,7,0.999127477212606,0.142732496744658,-1605.88969166316,-1576.3874349742,6,5,5,0.146402320611605
4,1004,8,0.999128662336184,0.124891082792023,-1604.56928948307,-1570.85242469569,6,5,5,0.127306089512527
4,1004,9,0.999129130533627,0.11101434783707,-1602.83802759463,-1564.90655470883,6,5,5,0.111033259561475
4,1004,10,0.999129401651,0.0999129401651,-1600.99371084795,-1558.84762986373,6,5,5,0.0980369762244505
5,1005,1,0.218619754262593,0.218619754262593,1798.04903296898,1802.26364106741,6,6,5,0.224777169009104
5,1005,2,0.464832857789895,0.232416428894948,1610.80763884464,1619.23685504149,6,6,5,0.222768817641536
5,1005,3,0.646010592608414,0.215336864202805,1406.15157715112,1418.79540144639,6,6,5,0.218443634091654
5,1005,4,0.82536202275128,0.20634050568782,1054.875647004,1071.73407939769,6,6,5,0.209659591663065
5,1005,5,0.999234774758422,0.199846954951684,-1658.27444540945,-1637.20140491734,6,6,5,0.193769610222986
5,1005,6,0.999240579235194,0.166540096539199,-1660.08156180978,-1634.79391321925,6,6,5,0.170246202082175
5,1005,7,0.999241526220478,0.142748789460068,-1658.70544270431,-1629.20318601536,6,6,5,0.144034607217929
5,1005,8,0.999242337599532,0.124905292199941,-1657.24060514038,-1623.523740353,6,6,5,0.122655021531353
5,1005,9,0.999242622378303,0.111026958042034,-1655.42857296362,-1617.49710007782,6,6,5,0.10922669423763
5,1005,10,0.99924277529191,0.099924277529191,-1653.52953253848,-1611.38345155426,6,6,5,0.102124574059108
6,1006,1,0.214748493473192,0.214748493473192,1774.10033017433,1778.31493827275,7,5,5,0.213934860611791
6,1006,2,0.428322955619827,0.214161477809914,1617.38541380108,1625.81462999793,7,5,5,0.212831047815186
6,1006,3,0.620823091202757,0.206941030400919,1414.09973870249,1426.74356299776,7,5,5,0.210193778574563
6,1006,4,0.804559232369556,0.201139808092389,1084.72697902297,1101.58541141666,7,5,5,0.204171684594698
6,1006,5,0.999056969202542,0.199811393840508,-1580.22986722965,-1559.15682673754,7,5,5,0.19173591353102
6,1006,6,0.999060217997349,0.166510036332891,-1579.95536964336,-1554.66772105282,7,5,5,0.170659535202518
6,1006,7,0.999061250498288,0.14272303578547,-1578.50500165144,-1549.00274496249,7,5,5,0.144589986962513
6,1006,8,0.999061343622667,0.124882667952833,-1576.55460433985,-1542.83773955248,7,5,5,0.122472275869757
6,1006,9,0.999061405934626,0.111006822881625,-1574.58779754503,-1536.65632465923,7,5,5,0.108957711911586
