"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.0934837557106366,0.163335446918711,0.00773867281375684,0.447068003595472,0.0934837557106366,0.447068003595472,0.0842335899525819,0.441425840366855,274.050216468292,281.865727026256
2,45,0.0936883039694104,0.105833478214623,0.0361000377733914,0.417033285030552,0.187376607938821,0.834066570061103,0.170621486453023,0.830645262227312,155.685382632624,166.106063376577
3,120,0.093890328226987,0.0813154567405264,0.116035768223978,0.317082028698517,0.281670984680961,0.951246086095551,0.259223202952241,0.949722526286037,35.2052622306622,48.2311131606027
4,210,0.0940939978475388,0.0659406452696944,0.0987193806134923,0.238230421999741,0.376375991390155,0.952921687998965,0.350118138396056,0.950939443283132,33.7079570771525,49.338978193081
5,252,0.0943027245361998,0.0545379438270896,0.0901793875672889,0.190753476937293,0.471513622680999,0.953767384686464,0.443402645164031,0.95130820302085,33.8952651049173,52.1314564068339
6,210,0.0945191551046972,0.0451490169574475,0.0880625180191109,0.159058528299167,0.567114930628183,0.954351169795,0.539186861636453,0.951406083975323,34.6245124277424,55.4658739156472
7,120,0.0947451412099276,0.0367577631391324,0.0849406857216794,0.136375139071208,0.663215988469493,0.954625973498455,0.637591118026955,0.951173601916816,36.0206980709451,59.467229744838
8,45,0.0949816749116207,0.0286578610370022,0.104640587348444,0.119340167008231,0.759853399292966,0.954721336065844,0.73874161021982,0.950740794181523,37.8103069571076,63.8620088169885
9,10,0.0952287791237231,0.0201833126793358,0.106034978826763,0.106092392561873,0.857059012113508,0.954831533056859,0.842764913324859,0.950314686362545,39.5666352243026,68.2235072701717
10,1,0.0954853416159088,NA,0.0954853416159088,0.0954853416159088,0.954853416159088,0.954853416159088,0.949780766289322,0.949780766289322,41.5181757428176,72.7802179746747
