"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.392692235038362,0.291123678323621,0.320074509156813,0.878919036218645,0.392692235038362,0.878919036218645,0.38649521702855,0.87768351618006,220.889204288825,228.704714846789
2,45,0.288776630526151,0.136088339790621,0.321981926175973,0.481817713235987,0.577553261052302,0.963635426471973,0.568843019012143,0.962885641450777,102.602764489223,113.023445233175
3,120,0.232496073770452,0.0811730262913901,0.279943038269699,0.329827456642888,0.697488221311355,0.989482369928664,0.688034728227335,0.989153693988935,-19.4514497565591,-6.42559882661867
4,210,0.1960858300155,0.0518443024264973,0.222927472950272,0.247397112884935,0.784343320061999,0.98958845153974,0.775263038801451,0.98915007055194,-18.4651782157654,-2.83415709983685
5,252,0.169862001292365,0.0333474829861809,0.180398088181667,0.19797069036567,0.849310006461827,0.989853451828349,0.841294581273627,0.989313741819219,-19.0433835069872,-0.807192205070585
6,210,0.149638219273977,0.0208607555819884,0.155187840029567,0.165001538034203,0.897829315643861,0.990009228205218,0.891237658588627,0.989364662282974,-18.5905554694783,2.25080601842639
7,120,0.133357207957331,0.0122381229357177,0.136487103573036,0.141431409700161,0.933500455701317,0.990019867901125,0.928440707765548,0.989260510024037,-16.6971074510066,6.74942422288624
8,45,0.119889787983168,0.00643015380733023,0.122124038094259,0.123754833474396,0.959118303865347,0.990038667795166,0.955524308600762,0.989162946282653,-14.8856582948527,11.1660435650282
9,10,0.108575055082968,0.00291993389403129,0.109988420690089,0.110005763760937,0.977175495746708,0.99005187384843,0.974893045321379,0.989057061233273,-13.0183194146582,15.6385526312108
10,1,0.0990051931590013,NA,0.0990051931590013,0.0990051931590013,0.990051931590013,0.990051931590013,0.988934171094509,0.988934171094509,-11.0188998430669,20.2431423887902
