"iteration","p","R2","M_p","AIC","BIC","selected_by_Mp","selected_by_AIC","selected_by_BIC","subset_p","subset_Mp","subset_AIC","subset_BIC","support_true"
1,1,0.209949538352776,0.209949538352776,-1243.9719460213,-1239.75733792288,FALSE,FALSE,FALSE,"13","1","1","1","1,2,3,4,7,10,11,12,13,20"
1,2,0.344853795794042,0.172426897897021,-1335.59114385565,-1327.16192765881,FALSE,FALSE,FALSE,"13,10","1,2","1,2","1,2","1,2,3,4,7,10,11,12,13,20"
1,3,0.432023118228329,0.14400770607611,-1404.97999708995,-1392.33617279469,FALSE,FALSE,FALSE,"13,10,1","1,2,3","1,2,4","1,2,7","1,2,3,4,7,10,11,12,13,20"
1,4,0.47331617958869,0.118329044897172,-1440.72015187141,-1423.86171947772,FALSE,FALSE,FALSE,"13,10,1,20","1,2,3,4","1,2,4,7","1,2,7,10","1,2,3,4,7,10,11,12,13,20"
1,5,0.511075172739136,0.102215034547827,-1475.91598039592,-1454.84293990381,FALSE,FALSE,FALSE,"13,10,1,20,2","1,2,3,4,5","1,2,4,7,10","1,2,7,10,11","1,2,3,4,7,10,11,12,13,20"
1,6,0.547037760770309,0.0911729601283848,-1512.11597303337,-1486.82832444284,FALSE,FALSE,FALSE,"13,10,1,20,2,12","1,2,3,4,5,7","1,2,4,7,10,11","1,2,7,10,11,12","1,2,3,4,7,10,11,12,13,20"
1,7,0.579997095868587,0.0828567279812267,-1547.88954255721,-1518.38728586826,FALSE,FALSE,FALSE,"13,10,1,20,2,12,11","1,2,3,4,5,7,8","1,2,4,7,10,11,12","1,2,7,10,11,12,13","1,2,3,4,7,10,11,12,13,20"
1,8,0.586265632916519,0.0732832041145648,-1553.40828423655,-1519.69141944918,FALSE,FALSE,TRUE,"13,10,1,20,2,12,11,4","1,2,3,4,5,7,8,9","1,2,4,7,10,11,12,13","1,2,7,10,11,12,13,20","1,2,3,4,7,10,11,12,13,20"
1,9,0.59059254446832,0.0656213938298133,-1556.66491351574,-1518.73344062994,FALSE,FALSE,FALSE,"13,10,1,20,2,12,11,4,7","1,2,3,4,5,7,8,9,10","1,2,4,7,10,11,12,13,14","1,2,7,10,11,12,13,20","1,2,3,4,7,10,11,12,13,20"
1,10,0.595052616670048,0.0595052616670048,-1560.14178500193,-1517.9957040177,FALSE,FALSE,FALSE,"13,10,1,20,2,12,11,4,7,3","1,2,3,4,5,7,8,9,10,11","1,2,4,7,10,11,12,13,14,16","1,2,7,10,11,12,13,20","1,2,3,4,7,10,11,12,13,20"
