"model_id","p","subset_str","R2","adjR2","Mp","AIC","BIC","RSS","TSS"
1,1,"1",0.194331907432042,0.186110804446655,0.194331907432042,276.356048241231,284.171558799195,87.4313227208373,108.520274697936
2,1,"2",0.010594321247567,0.000498344933766548,0.010594321247567,296.899305890751,304.714816448715,107.370576045912,108.520274697936
3,2,"1,2",0.210895601108315,0.194625407316734,0.105447800554157,276.278725061781,286.699405805733,85.6338261330757,108.520274697936
4,1,"3",0.167154260564326,0.158655834651718,0.167154260564326,279.673705880403,287.489216438367,90.3806484245653,108.520274697936
5,2,"1,3",0.35545299165563,0.342163362617601,0.177726495827815,256.043637795259,266.464318539211,69.9464184012642,108.520274697936
6,2,"2,3",0.176216962198693,0.15923174492444,0.0881084810993467,280.579581213805,291.000261957757,89.3971615536984,108.520274697936
7,3,"1,2,3",0.370023136482399,0.350336359497474,0.123341045494133,255.757171467424,268.783022397364,68.3652622822745,108.520274697936
8,1,"4",0.0457765263949971,0.0360395521745378,0.0457765263949971,293.278651361637,301.094161919601,103.552593478834,108.520274697936
9,2,"1,4",0.256925484638431,0.241604360610357,0.128462742319215,270.268495008139,280.689175752091,80.6386505280735,108.520274697936
10,2,"2,4",0.054776570205865,0.0352874273235116,0.0273882851029325,294.330995373056,304.751676117008,102.575906252185,108.520274697936
11,3,"1,2,4",0.271418428777962,0.248650254677273,0.0904728095926539,270.298821138361,283.324672068302,79.0658722488698,108.520274697936
12,2,"3,4",0.219100312770952,0.202999288292002,0.109550156385476,275.233532068055,285.654212812008,84.743448569629,108.520274697936
13,3,"1,3,4",0.424833521492978,0.406859569039633,0.141611173830993,246.654814726881,259.680665656822,62.4172242446269,108.520274697936
14,3,"2,3,4",0.226574089010961,0.202404529292554,0.0755246963369871,276.271850185136,289.297701115077,83.9323923190323,108.520274697936
15,4,"1,2,3,4",0.437326185919648,0.413634656905738,0.109331546479912,246.458870969481,262.08989208541,61.0615168693354,108.520274697936
16,1,"5",0.115892690321621,0.106871187161637,0.115892690321621,285.64670668475,293.462217242714,95.9435681087513,108.520274697936
17,2,"1,5",0.275283684854485,0.260341080418495,0.137641842427243,267.766890936478,278.18757168043,78.6464135976676,108.520274697936
18,2,"2,5",0.147354606290631,0.129774288894561,0.0736773031453155,284.023236495968,294.44391723992,92.5293123452709,108.520274697936
19,3,"1,2,5",0.311392486480887,0.289873501683415,0.103797495493629,264.656008268015,277.681859197956,74.7278765261571,108.520274697936
20,2,"3,5",0.290199081057177,0.27556401056351,0.145099540528588,265.687315540017,276.10799628397,77.0277907045229,108.520274697936
21,3,"1,3,5",0.442884333006937,0.425474468413403,0.147628111002312,243.466149957682,256.492000887623,60.4583452206113,108.520274697936
22,3,"2,3,5",0.319617750542476,0.298355805246928,0.106539250180825,263.454339232684,276.480190162624,73.8352686107304,108.520274697936
23,4,"1,2,3,5",0.476745977638093,0.454714229328118,0.119186494409523,239.195566910077,254.826588026005,56.7836702435143,108.520274697936
24,2,"4,5",0.158172016156295,0.140814738138899,0.0790860080781476,282.746431918714,293.167112662666,91.3554040551289,108.520274697936
25,3,"1,4,5",0.332965284536378,0.31212044967814,0.110988428178793,261.473071227132,274.498922157073,72.3867905551722,108.520274697936
26,3,"2,4,5",0.186555971361658,0.161135845466709,0.0621853237872192,281.316574168137,294.342425098078,88.275169439229,108.520274697936
27,4,"1,2,4,5",0.365433548957191,0.338714961544862,0.0913583872392977,258.483063198482,274.114084314411,68.8633255812603,108.520274697936
28,3,"3,4,5",0.33843026722893,0.317756213079834,0.11281008907631,260.650401466901,273.676252396841,71.793729132157,108.520274697936
29,4,"1,3,4,5",0.507015840208257,0.486258612427552,0.126753960052064,233.236566382489,248.867587498418,53.4987764423314,108.520274697936
30,4,"2,3,4,5",0.36463869994132,0.337886645202008,0.0911596749853301,258.608243409557,274.239264525486,68.949582814806,108.520274697936
31,5,"1,2,3,4,5",0.537122040993824,0.512500872961581,0.107424408198765,228.935205241955,247.171396543872,50.2316432629704,108.520274697936
32,1,"6",0.105888924503411,0.096765342100384,0.105888924503411,286.771863351585,294.587373909549,97.0291795233573,108.520274697936
33,2,"1,6",0.286076762518317,0.271356695766118,0.143038381259159,266.266406656832,276.687087400784,77.4751458447524,108.520274697936
34,2,"2,6",0.145522504860551,0.127904412177263,0.0727612524302753,284.237878587107,294.65855933106,92.7281324957377,108.520274697936
35,3,"1,2,6",0.333889824067238,0.313073881069339,0.111296608022413,261.33437067252,274.36022160246,72.2864592713142,108.520274697936
36,2,"3,6",0.257932745736843,0.24263238997884,0.128966372868422,270.132849876683,280.553530620636,80.5293422769812,108.520274697936
37,3,"1,3,6",0.433572471722883,0.415871611464223,0.144524157240961,245.12377639209,258.14962732203,61.4688709651059,108.520274697936
38,3,"2,3,6",0.292100246465131,0.269978379167166,0.0973667488217102,267.419111315458,280.444962245398,76.8214757122056,108.520274697936
39,4,"1,2,3,6",0.475351520744781,0.45326105846035,0.118837880186195,239.461709554886,255.092730670815,56.934997088631,108.520274697936
40,2,"4,6",0.160467140486864,0.143157184620614,0.0802335702434322,282.473423805652,292.894104549605,91.1063365323096,108.520274697936
41,3,"1,4,6",0.357542275331057,0.337465471435152,0.119180758443686,257.718963696221,270.744814626161,69.719688762885,108.520274697936
42,3,"2,4,6",0.198030010310388,0.172968448132588,0.066010003436796,279.895980836502,292.921831766442,87.030003580618,108.520274697936
43,4,"1,2,4,6",0.403140453280034,0.378009524997088,0.100785113320009,252.3570441126,267.988065228528,64.7713619661366,108.520274697936
44,3,"3,4,6",0.31824005152592,0.296935053136105,0.106080017175307,263.656623471206,276.682474401146,73.9847768864582,108.520274697936
45,4,"1,3,4,6",0.511265606016356,0.490687315743361,0.127816401504089,232.37078008598,248.001801201908,53.0375906894345,108.520274697936
46,4,"2,3,4,6",0.350288700967691,0.322932435745278,0.0875721752419228,260.841672942684,276.472694058612,70.5068486453393,108.520274697936
47,5,"1,2,3,4,6",0.550764082171029,0.526868554626935,0.110152816434206,225.943679975397,244.179871277314,48.7512052069796,108.520274697936
48,2,"5,6",0.1971734120371,0.180620286512092,0.09858670601855,278.002735594901,288.423416338854,87.122961860541,108.520274697936
49,3,"1,5,6",0.348664007515033,0.328309757749878,0.116221335838344,259.091424709244,272.117275639184,70.6831608251217,108.520274697936
50,3,"2,5,6",0.263854752767013,0.240850213790982,0.087951584255671,271.331606658077,284.357457588018,79.8866844473041,108.520274697936
51,4,"1,2,5,6",0.420100640927146,0.395683825808289,0.105025160231786,249.474319018268,265.105340134197,62.9308377437435,108.520274697936
52,3,"3,5,6",0.357239796511695,0.337153540152686,0.119079932170565,257.766034129696,270.791885059637,69.7525138474524,108.520274697936
53,4,"1,3,5,6",0.503141584405522,0.482221230064702,0.125785396101381,234.01937279699,249.650393912918,53.9192117462942,108.520274697936
54,4,"2,3,5,6",0.417650352385762,0.393130367223057,0.10441258809644,249.895965697682,265.52698681361,63.1967437293437,108.520274697936
55,5,"1,2,3,5,6",0.568111922349274,0.545139152261469,0.113622384469855,222.005509570327,240.241700872243,46.8686128254205,108.520274697936
56,3,"4,5,6",0.247329811235879,0.223808867837,0.0824432704119597,273.551575606055,286.577426535996,81.6799756416301,108.520274697936
57,4,"1,4,5,6",0.41465158920028,0.390005340324503,0.10366289730007,250.409586450291,266.04060756622,63.5221703339862,108.520274697936
58,4,"2,4,5,6",0.310735849617646,0.281714201180494,0.0776839624044114,266.751320034728,282.382341150657,74.7991349389329,108.520274697936
59,5,"1,2,4,5,6",0.482432346735184,0.454902152412588,0.0964864693470369,240.102886807974,258.339078109891,56.1665839070641,108.520274697936
60,4,"3,4,5,6",0.412839064736684,0.388116499041386,0.103209766184171,250.718756848541,266.349777964469,63.7188659866724,108.520274697936
61,5,"1,3,4,5,6",0.574945872527027,0.552336610427401,0.114989174505405,220.410514011317,238.646705313234,46.1269906748588,108.520274697936
62,5,"2,3,4,5,6",0.469862660230784,0.441663865562209,0.0939725320461568,242.502472515565,260.738663817482,57.5306497393886,108.520274697936
63,6,"1,2,3,4,5,6",0.636161089354597,0.612687611248442,0.106026848225766,206.859983704747,227.701345192652,39.4838985290371,108.520274697936
64,1,"7",0.151591570290405,0.142934341415817,0.151591570290405,281.525077918791,289.340588476755,92.0695158481302,108.520274697936
65,2,"1,7",0.285675415497597,0.270947073549093,0.142837707748798,266.322607972193,276.743288716145,77.5187001336902,108.520274697936
66,2,"2,7",0.177213485215762,0.160248814807839,0.0886067426078809,280.458538876156,290.879219620108,89.2890186021433,108.520274697936
67,3,"1,2,7",0.314769071901202,0.293355605398114,0.104923023967067,264.164452329998,277.190303259938,74.3614485488036,108.520274697936
68,2,"3,7",0.280561550196759,0.265727767726589,0.140280775098379,267.035959741525,277.456640485477,78.0736582009053,108.520274697936
69,3,"1,3,7",0.417966242759793,0.399777687846037,0.139322080919931,247.841706871858,260.867557801798,63.1624632191793,108.520274697936
70,3,"2,3,7",0.301913452479642,0.280098247869631,0.100637817493214,266.023170919624,279.049021849564,75.7565438998434,108.520274697936
71,4,"1,2,3,7",0.442480891551656,0.419006402774884,0.110620222887914,245.538539852882,261.16956096881,60.5021267981629,108.520274697936
72,2,"4,7",0.199112978991227,0.182599844537437,0.0995564894956134,277.760851022875,288.181531766827,86.9124795218841,108.520274697936
73,3,"1,4,7",0.347219826561909,0.326820446141969,0.115739942187303,259.312905215538,272.338756145478,70.8398837388682,108.520274697936
74,3,"2,4,7",0.222256166895996,0.197951672111495,0.0740853889653319,276.828582713511,289.854433643451,84.4009744130726,108.520274697936
75,4,"1,2,4,7",0.373479170626893,0.347099346232236,0.0933697926567232,257.207064152539,272.838085268467,67.9902125075486,108.520274697936
76,3,"3,4,7",0.333402119399863,0.312570935631108,0.111134039799954,261.407560698911,274.433411628851,72.3393851157892,108.520274697936
77,4,"1,3,4,7",0.48584617323045,0.46419759105068,0.121461543307613,237.441111509065,253.072132624994,55.7961145180268,108.520274697936
78,4,"2,3,4,7",0.352290777904365,0.325018810658233,0.0880726944760913,260.53304848466,276.164069600589,70.289582706205,108.520274697936
79,5,"1,2,3,4,7",0.507532001327255,0.481336895014875,0.101506400265451,235.131810172506,253.368001474423,53.4427624959093,108.520274697936
80,2,"5,7",0.233384419771867,0.21757791296304,0.116692209885934,273.387409708217,283.808090452169,83.193333354075,108.520274697936
81,3,"1,5,7",0.347724664368773,0.327341060130297,0.115908221456258,259.235538723686,272.261389653626,70.7850986013894,108.520274697936
82,3,"2,5,7",0.281119054746672,0.258654025207505,0.0937063515822238,268.958438075649,281.984289005589,78.0131576540035,108.520274697936
83,4,"1,2,5,7",0.396773923392165,0.371374930692888,0.0991934808480412,253.418066674825,269.049087790754,65.4622595384407,108.520274697936
84,3,"3,5,7",0.372300321910872,0.352684706970586,0.124100107303624,255.39504530197,268.42089623191,68.1181414940385,108.520274697936
85,4,"1,3,5,7",0.488596345863229,0.467063560425891,0.122149086465807,236.904782872917,252.535803988845,55.4976650284509,108.520274697936
86,4,"2,3,5,7",0.41516639694874,0.390541824188686,0.103791599237185,250.321598808099,265.952619924028,63.4663032557067,108.520274697936
87,5,"1,2,3,5,7",0.532685439782653,0.507828282324284,0.106537087956531,229.889122793888,248.125314095804,50.7131044451319,108.520274697936
88,3,"4,5,7",0.27769120769475,0.255119057935211,0.0925637358982501,269.434135817119,282.459986747059,78.3851485577004,108.520274697936
89,4,"1,4,5,7",0.40507188947767,0.380022284824098,0.101267972369418,252.03291961327,267.663940729198,64.5617619794075,108.520274697936
90,4,"2,4,5,7",0.321656571434433,0.293094742863251,0.0804141428586082,265.154231204235,280.785252320163,73.6140152074754,108.520274697936
91,5,"1,2,4,5,7",0.449831869582149,0.42056760732588,0.0899663739164299,246.211254371942,264.447445673858,59.7043966429953,108.520274697936
92,4,"3,4,5,7",0.42174517941423,0.397397608021144,0.105436294853557,249.190325812309,264.821346928238,62.7523719753738,108.520274697936
93,5,"1,3,4,5,7",0.551963941631081,0.528132236398692,0.110392788326216,225.676233714493,243.912425016409,48.6209961287758,108.520274697936
94,5,"2,3,4,5,7",0.460752007489367,0.432068603632418,0.0921504014978733,244.206418305722,262.442609607638,58.5193402775647,108.520274697936
95,6,"1,2,3,4,5,7",0.591679710165644,0.565336465660202,0.0986132850276073,218.394051107598,239.235412595503,44.3110300175654,108.520274697936
96,2,"6,7",0.235747205902634,0.219989416333616,0.117873602951317,273.078723730169,283.499404474121,82.9369231541117,108.520274697936
97,3,"1,6,7",0.363083036320126,0.34317938120513,0.121027678773375,256.852791232281,269.878642162222,69.1184038583156,108.520274697936
98,3,"2,6,7",0.295729354935007,0.273720897276726,0.0985764516450022,266.905134183133,279.930985113074,76.427643864146,108.520274697936
99,4,"1,2,6,7",0.426745372837678,0.402608335904528,0.10668634320942,248.321861404888,263.952882520817,62.2097496115183,108.520274697936
100,3,"3,6,7",0.355153848526059,0.335002406292498,0.118384616175353,258.090038403585,271.115889333526,69.9788814958593,108.520274697936
101,4,"1,3,6,7",0.486010253561218,0.464368580026954,0.121502563390305,237.409193723177,253.040214839105,55.7783084754593,108.520274697936
102,4,"2,3,6,7",0.406531533220324,0.381543387250654,0.101632883305081,251.787270222396,267.418291338324,64.4033610394936,108.520274697936
103,5,"1,2,3,6,7",0.540718936352676,0.516289092541648,0.108143787270535,228.155098229664,246.391289531581,49.841307190568,108.520274697936
104,3,"4,6,7",0.291140128425117,0.268988257438402,0.0970467094750391,267.554648518802,280.580499448743,76.9256679856502,108.520274697936
105,4,"1,4,6,7",0.432826727434071,0.408945747536559,0.108206681858518,247.255347293563,262.886368409492,61.5497993401822,108.520274697936
106,4,"2,4,6,7",0.348601527564675,0.321174223462135,0.0871503818911687,261.101016832902,276.73203794883,70.6899411664977,108.520274697936
107,5,"1,2,4,6,7",0.49377214846952,0.466845135090239,0.0987544296939039,237.88754879387,256.123740095786,54.9359855078339,108.520274697936
108,4,"3,4,6,7",0.415588077806402,0.390981260029829,0.1038970194516,250.249470094867,265.880491210795,63.4205423331984,108.520274697936
109,5,"1,3,4,6,7",0.56172483439557,0.538412325586823,0.112344966879114,223.47355656332,241.709747865236,47.5617413646764,108.520274697936
110,5,"2,3,4,6,7",0.464352635932534,0.435860754865115,0.0928705271865068,243.53646622368,261.772657525597,58.128599089827,108.520274697936
111,6,"1,2,3,4,6,7",0.613599029429709,0.588669934554207,0.102266504904952,212.876423470134,233.717784958039,41.9323394698372,108.520274697936
112,3,"5,6,7",0.300720087164004,0.27886758988788,0.100240029054668,266.193973016227,279.219823946167,75.8860482317113,108.520274697936
113,4,"1,5,6,7",0.411402973910983,0.386619941233551,0.102850743477746,250.963040380876,266.594061496804,63.8747109575686,108.520274697936
114,4,"2,5,6,7",0.385838390703393,0.359978954522484,0.0964595976758484,255.214672137589,270.845693253518,66.6489865497945,108.520274697936
115,5,"1,2,5,6,7",0.497233611310109,0.47049071829469,0.0994467222620218,237.201424675,255.437615976917,54.5603466095165,108.520274697936
116,4,"3,5,6,7",0.42980333618536,0.40579505560369,0.10745083404634,247.786994609589,263.418015725518,61.8778985890117,108.520274697936
117,5,"1,3,5,6,7",0.54262310061903,0.518294542141319,0.108524620123806,227.739639665604,245.975830967521,49.6346667613133,108.520274697936
118,5,"2,3,5,6,7",0.50575926040237,0.479469859359943,0.101151852080474,235.491134614159,253.727325916076,53.635140828046,108.520274697936
119,6,"1,2,3,5,6,7",0.619183504102248,0.594614697915296,0.103197250683708,211.420624157645,232.26198564555,41.3263107443297,108.520274697936
120,4,"4,5,6,7",0.35224053824296,0.324966455642663,0.08806013456074,260.540804698617,276.171825814546,70.2950347280615,108.520274697936
121,5,"1,4,5,6,7",0.476508923019229,0.44866365296706,0.0953017846038458,241.240860577669,259.477051879586,56.8093954758719,108.520274697936
122,5,"2,4,5,6,7",0.433709622657334,0.403587794075277,0.0867419245314667,249.099560135873,267.335751437789,61.4539873080243,108.520274697936
123,6,"1,2,4,5,6,7",0.558246495365495,0.529746269260043,0.0930410825609159,226.264066523122,247.105428011027,47.9392116717126,108.520274697936
