"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.113305908222121,0.0602424171516297,0.125468886111963,0.194331907432042,0.113305908222121,0.194331907432042,0.104258009326429,0.186110804446655,276.356048241231,284.171558799195
2,45,0.110963498017253,0.034097044843915,0.114382003030926,0.177726495827815,0.221926996034507,0.35545299165563,0.205884253684703,0.342163362617601,256.043637795259,266.464318539211
3,120,0.108785414564661,0.0227997941663479,0.110293023013744,0.165041778238711,0.326356243693983,0.495125334716135,0.305304876309419,0.479348001426014,233.619883145329,246.645734075269
4,210,0.106753229946061,0.01602589619632,0.106491200076293,0.147119804853404,0.427012919784245,0.588479219413617,0.402887147985687,0.571152028652085,215.174813898271,230.8058350142
5,252,0.10484903785548,0.0114380649207661,0.105598004608795,0.132537553458664,0.524245189277402,0.662687767293321,0.498939082324072,0.644745627255732,197.289762849636,215.525954151553
6,210,0.103055959116551,0.00813224108509407,0.102861741229776,0.121776272683252,0.618335754699305,0.730657636099513,0.593712255002486,0.713280709396256,176.787191916264,197.628553404169
7,120,0.101358435904025,0.00565872716013565,0.101065698446867,0.115651604698206,0.709509051328173,0.80956123288744,0.68740647914662,0.795071326694093,144.121933095452,167.568464769345
8,45,0.099742391121973,0.00375528343452838,0.0991735624567482,0.107373254804004,0.797939128975784,0.858986038432028,0.78017553591871,0.846589206645833,116.074752422701,142.126454282582
9,10,0.0981953079931323,0.00224789800840208,0.0987685742933533,0.102349241801587,0.88375777193819,0.921143176214281,0.872133549132009,0.913257493835709,59.9522471556268,88.6091192014958
10,1,0.0967062620488446,NA,0.0967062620488446,0.0967062620488446,0.967062620488446,0.967062620488446,0.963361791329844,0.963361791329844,-25.3503211260077,5.91172110584942
