"scenario","true_p","p","M_p","R2","delta1_current","delta2_current","delta3_current","selected_p_current","delta1_proper","delta2_proper","delta3_proper","selected_p_proper","delta1_plus1","delta2_plus1","delta3_plus1","selected_p_plus1"
"B2_Compound_Symmetry",3,10,0.0982906332369905,0.982906332369905,-0.00992583598006416,0.00198469334935698,-0.000496214048400861,2,-0.00992583598006416,0.00198469334935698,-0.000496214048400861,2,-0.00992583598006416,0.00198469334935698,-0.000496214048400861,3
"B2_Compound_Symmetry",3,11,0.0893571439316049,0.982928583247653,-0.0081892496549076,0.00148847930095612,-0.000343321175919287,2,-0.0081892496549076,0.00148847930095612,-0.000343321175919287,2,-0.0081892496549076,0.00148847930095612,-0.000343321175919287,3
"B2_Compound_Symmetry",3,12,0.0819121339271753,0.982945607126104,-0.00687243094191112,0.00114515812503684,-0.000245436593615936,2,-0.00687243094191112,0.00114515812503684,-0.000245436593615936,2,-0.00687243094191112,0.00114515812503684,-0.000245436593615936,3
"B2_Compound_Symmetry",3,13,0.0756122820477826,0.982959666621174,-0.00584999111368226,0.0008997215314209,-0.000179883989561425,2,-0.00584999111368226,0.0008997215314209,-0.000179883989561425,2,-0.00584999111368226,0.0008997215314209,-0.000179883989561425,3
"B2_Compound_Symmetry",3,14,0.0702121516998108,0.982970123797351,-0.00504021157704207,0.000719837541859475,-0.000134947856338552,2,-0.00504021157704207,0.000719837541859475,-0.000134947856338552,2,-0.00504021157704207,0.000719837541859475,-0.000134947856338552,3
"B2_Compound_Symmetry",3,15,0.0655318588936985,0.982977883405477,-0.00438784796335187,0.000584889685520923,-0.00010318228667535,2,-0.00438784796335187,0.000584889685520923,-0.00010318228667535,2,-0.00438784796335187,0.000584889685520923,-0.00010318228667535,3
"B2_Compound_Symmetry",3,16,0.0614364557731071,0.982983292369713,-0.00385454942116862,0.000481707398845573,-8.02515665473194e-05,2,-0.00385454942116862,0.000481707398845573,-8.02515665473194e-05,2,-0.00385454942116862,0.000481707398845573,-8.02515665473194e-05,3
"B2_Compound_Symmetry",3,17,0.0578227600513612,0.982986920873141,-0.00341296780559671,0.000401455832298253,-6.34027131135376e-05,2,-0.00341296780559671,0.000401455832298253,-6.34027131135376e-05,2,-0.00341296780559671,0.000401455832298253,-6.34027131135376e-05,3
"B2_Compound_Symmetry",3,18,0.0546105201619136,0.982989362914446,-0.00304321332985523,0.000338053119184716,-5.06678935447424e-05,2,-0.00304321332985523,0.000338053119184716,-5.06678935447424e-05,2,-0.00304321332985523,0.000338053119184716,-5.06678935447424e-05,3
"B2_Compound_Symmetry",3,19,0.0517363333916508,0.982990334441365,-0.00273049415744288,0.000287385225639973,-0.046850115528045,2,-0.00273049415744288,0.000287385225639973,-0.000143692612819987,2,-0.00273049415744288,0.000287385225639973,-0.000143692612819987,3
"B2_Compound_Symmetry",3,20,0.0491495318470279,0.982990636940558,-0.0025868015446229,-0.046562730302405,NA,2,-0.0025868015446229,0.000143692612819987,-0.000143692612819987,2,-0.0025868015446229,0.000143692612819987,-0.000143692612819987,3
"B3_Block_Structure",3,1,0.564202992004062,0.564202992004062,-0.151584890261775,-0.715787882265838,0.782632363454539,2,-0.151584890261775,0.0334222405943506,0.0334222405943506,2,-0.151584890261775,0.0334222405943506,0.0334222405943506,3
"B3_Block_Structure",3,2,0.412618101742287,0.825236203484574,-0.118162649667425,0.0668444811887013,-0.0640397381860984,2,-0.118162649667425,0.0668444811887013,-0.0640397381860984,2,-0.118162649667425,0.0668444811887013,-0.0640397381860984,3
"B3_Block_Structure",3,3,0.327877692669213,0.983633078007638,-0.0833380375717727,0.00280474300260289,0.0299624962779864,2,-0.0833380375717727,0.00280474300260289,0.0299624962779864,2,-0.0833380375717727,0.00280474300260289,0.0299624962779864,3
"B3_Block_Structure",3,4,0.245942026598742,0.983768106394966,-0.0655520464301766,0.0327672392805893,-0.016382149864648,2,-0.0655520464301766,0.0327672392805893,-0.016382149864648,2,-0.0655520464301766,0.0327672392805893,-0.016382149864648,3
"B3_Block_Structure",3,5,0.19677359980886,0.983867999044298,-0.0409758820819114,0.0163850894159412,-0.00702140641792759,2,-0.0409758820819114,0.0163850894159412,-0.00702140641792759,2,-0.0409758820819114,0.0163850894159412,-0.00702140641792759,3
"B3_Block_Structure",3,6,0.163990262434919,0.983941574609512,-0.0281014958749339,0.00936368299801366,-0.00350991968700393,2,-0.0281014958749339,0.00936368299801366,-0.00350991968700393,2,-0.0281014958749339,0.00936368299801366,-0.00350991968700393,3
"B3_Block_Structure",3,7,0.140570608058992,0.983994256412941,-0.0204927727204222,0.00585376331100973,-0.00195132008634268,2,-0.0204927727204222,0.00585376331100973,-0.00195132008634268,2,-0.0204927727204222,0.00585376331100973,-0.00195132008634268,3
"B3_Block_Structure",3,8,0.123004716994074,0.984037735952594,-0.0156146694525839,0.00390244322466705,-0.00117042759073278,2,-0.0156146694525839,0.00390244322466705,-0.00117042759073278,2,-0.0156146694525839,0.00390244322466705,-0.00117042759073278,3
"B3_Block_Structure",3,9,0.109341269153824,0.984071422384415,-0.0122974400232832,0.00273201563393427,-0.000745028104482459,2,-0.0122974400232832,0.00273201563393427,-0.000745028104482459,2,-0.0122974400232832,0.00273201563393427,-0.000745028104482459,3
"B3_Block_Structure",3,10,0.0984098369475079,0.984098369475079,-0.00993793844159015,0.00198698752945181,-0.00049667719942452,2,-0.00993793844159015,0.00198698752945181,-0.00049667719942452,2,-0.00993793844159015,0.00198698752945181,-0.00049667719942452,3
"B3_Block_Structure",3,11,0.0894653922706436,0.98411931497708,-0.0081992895118506,0.00149031033002729,-0.000343777369658876,2,-0.0081992895118506,0.00149031033002729,-0.000343777369658876,2,-0.0081992895118506,0.00149031033002729,-0.000343777369658876,3
"B3_Block_Structure",3,12,0.0820112579238067,0.98413509508568,-0.00688086786665274,0.00114653296036842,-0.000245716688686753,2,-0.00688086786665274,0.00114653296036842,-0.000245716688686753,2,-0.00688086786665274,0.00114653296036842,-0.000245716688686753,3
"B3_Block_Structure",3,13,0.0757036565373382,0.984147534985396,-0.0058571932506277,0.000900816271681662,-0.000180083766187014,2,-0.0058571932506277,0.000900816271681662,-0.000180083766187014,2,-0.0058571932506277,0.000900816271681662,-0.000180083766187014,3
"B3_Block_Structure",3,14,0.0702968714225513,0.984156199915718,-0.00504641886203955,0.000720732505494648,-0.000135102994018858,2,-0.00504641886203955,0.000720732505494648,-0.000135102994018858,2,-0.00504641886203955,0.000720732505494648,-0.000135102994018858,3
"B3_Block_Structure",3,15,0.0656108188132591,0.984162282198886,-0.00439323785355433,0.00058562951147579,-0.000103306606958911,2,-0.00439323785355433,0.00058562951147579,-0.000103306606958911,2,-0.00439323785355433,0.00058562951147579,-0.000103306606958911,3
"B3_Block_Structure",3,16,0.0615103957154426,0.984166331447082,-0.003859261645558,0.000482322904516878,-8.037079573954e-05,2,-0.003859261645558,0.000482322904516878,-8.037079573954e-05,2,-0.003859261645558,0.000482322904516878,-8.037079573954e-05,3
"B3_Block_Structure",3,17,0.0578922955221431,0.984169023876432,-0.00341712413891089,0.000401952108777338,-6.34587688827237e-05,2,-0.00341712413891089,0.000401952108777338,-6.34587688827237e-05,2,-0.00341712413891089,0.000401952108777338,-6.34587688827237e-05,3
"B3_Block_Structure",3,18,0.0546761474376209,0.984170653877175,-0.00304690141457491,0.000338493339894615,-5.07547208467574e-05,2,-0.00304690141457491,0.000338493339894615,-5.07547208467574e-05,2,-0.00304690141457491,0.000338493339894615,-5.07547208467574e-05,3
"B3_Block_Structure",3,19,0.0517984926929932,0.984171361166872,-0.00273378543510367,0.000287738619047857,-0.0469063990608816,2,-0.00273378543510367,0.000287738619047857,-0.000143869309523929,2,-0.00273378543510367,0.000287738619047857,-0.000143869309523929,3
"B3_Block_Structure",3,20,0.0492085765674135,0.98417153134827,-0.00258991612557975,-0.0466186604418338,NA,2,-0.00258991612557975,0.000143869309523929,-0.000143869309523929,2,-0.00258991612557975,0.000143869309523929,-0.000143869309523929,3
"C1_Weak_Signals",5,1,0.293478186520086,0.293478186520086,-0.0877225845680816,-0.381200771088167,0.421403288453508,19,-0.0877225845680816,0.0201012586826704,0.0201012586826704,2,-0.0877225845680816,0.0201012586826704,0.0201012586826704,3
"C1_Weak_Signals",5,2,0.205755601952004,0.411511203904009,-0.0676213258854112,0.0402025173653408,-0.0247598341602154,19,-0.0676213258854112,0.0402025173653408,-0.0247598341602154,2,-0.0676213258854112,0.0402025173653408,-0.0247598341602154,3
"C1_Weak_Signals",5,3,0.158235534749263,0.47470660424779,-0.0397987256001782,0.0154426832051253,-0.00643098724047442,19,-0.0397987256001782,0.0154426832051253,-0.00643098724047442,2,-0.0397987256001782,0.0154426832051253,-0.00643098724047442,3
"C1_Weak_Signals",5,4,0.126158150751648,0.504632603006592,-0.0275715360152901,0.0090116959646509,-0.00255707140997237,19,-0.0275715360152901,0.0090116959646509,-0.00255707140997237,2,-0.0275715360152901,0.0090116959646509,-0.00255707140997237,3
"C1_Weak_Signals",5,5,0.103092462718683,0.515462313593417,-0.0198383757556253,0.00645462455467853,-0.00185305522585709,19,-0.0198383757556253,0.00645462455467853,-0.00185305522585709,2,-0.0198383757556253,0.00645462455467853,-0.00185305522585709,3
"C1_Weak_Signals",5,6,0.0864813992403973,0.518888395442384,-0.0143102788138754,0.00460156932882144,-0.00167805348924617,19,-0.0143102788138754,0.00460156932882144,-0.00167805348924617,2,-0.0143102788138754,0.00460156932882144,-0.00167805348924617,3
"C1_Weak_Signals",5,7,0.0744719050909326,0.521303335636528,-0.010547736229677,0.00292351583957527,-0.000945975659781786,19,-0.010547736229677,0.00292351583957527,-0.000945975659781786,2,-0.010547736229677,0.00292351583957527,-0.000945975659781786,3
"C1_Weak_Signals",5,8,0.0653859267810433,0.523087414248346,-0.00809720821999262,0.00197754017979349,-0.000585914747019425,19,-0.00809720821999262,0.00197754017979349,-0.000585914747019425,2,-0.00809720821999262,0.00197754017979349,-0.000585914747019425,3
"C1_Weak_Signals",5,9,0.0582774886509474,0.524497397858527,-0.00641262541370884,0.00139162543277406,-0.000373579097790719,19,-0.00641262541370884,0.00139162543277406,-0.000373579097790719,2,-0.00641262541370884,0.00139162543277406,-0.000373579097790719,3
"C1_Weak_Signals",5,10,0.0525606759536256,0.525606759536256,-0.00520778952983014,0.00101804633498334,-0.000249971077120256,19,-0.00520778952983014,0.00101804633498334,-0.000249971077120256,2,-0.00520778952983014,0.00101804633498334,-0.000249971077120256,3
"C1_Weak_Signals",5,11,0.0478619095912871,0.526481005504158,-0.00431472873340693,0.000768075257863085,-0.000176855894490104,19,-0.00431472873340693,0.000768075257863085,-0.000176855894490104,2,-0.00431472873340693,0.000768075257863085,-0.000176855894490104,3
"C1_Weak_Signals",5,12,0.0439312184868117,0.527174621841741,-0.0036350814227889,0.000591219363372981,-0.000121753201842718,19,-0.0036350814227889,0.000591219363372981,-0.000121753201842718,2,-0.0036350814227889,0.000591219363372981,-0.000121753201842718,3
"C1_Weak_Signals",5,13,0.0405917467457093,0.527692707694221,-0.00310473866033727,0.000469466161530263,-9.46209877581289e-05,19,-0.00310473866033727,0.000469466161530263,-9.46209877581289e-05,2,-0.00310473866033727,0.000469466161530263,-9.46209877581289e-05,3
"C1_Weak_Signals",5,14,0.0377217411661372,0.52810437632592,-0.00268258299268608,0.000374845173772134,-6.81950441686202e-05,19,-0.00268258299268608,0.000374845173772134,-6.81950441686202e-05,2,-0.00268258299268608,0.000374845173772134,-6.81950441686202e-05,3
"C1_Weak_Signals",5,15,0.0352265807603372,0.528398711405058,-0.00234183534099825,0.000306650129603514,-5.38774018508312e-05,19,-0.00234183534099825,0.000306650129603514,-5.38774018508312e-05,2,-0.00234183534099825,0.000306650129603514,-5.38774018508312e-05,3
"C1_Weak_Signals",5,16,0.0330380704841407,0.528609127746251,-0.00206212391232015,0.000252772727752683,-4.02498324246353e-05,19,-0.00206212391232015,0.000252772727752683,-4.02498324246353e-05,2,-0.00206212391232015,0.000252772727752683,-4.02498324246353e-05,3
"C1_Weak_Signals",5,17,0.0311023329356969,0.528739659906847,-0.00182947610077979,0.000212522895328048,-3.30670888605e-05,19,-0.00182947610077979,0.000212522895328048,-3.30670888605e-05,2,-0.00182947610077979,0.000212522895328048,-3.30670888605e-05,3
"C1_Weak_Signals",5,18,0.0293791182825811,0.52882412908646,-0.00163348674988199,0.000179455806467547,-2.68695791149388e-05,19,-0.00163348674988199,0.000179455806467547,-2.68695791149388e-05,2,-0.00163348674988199,0.000179455806467547,-2.68695791149388e-05,3
"C1_Weak_Signals",5,19,0.0278353594359329,0.528871829282725,-0.00146746573297191,0.000152586227352609,-0.0252056004246943,19,-0.00146746573297191,0.000152586227352609,-7.62931136763043e-05,2,-0.00146746573297191,0.000152586227352609,-7.62931136763043e-05,3
"C1_Weak_Signals",5,20,0.0264441868166373,0.528883736332746,-0.00139117261929561,-0.0250530141973417,NA,19,-0.00139117261929561,7.62931136763043e-05,-7.62931136763043e-05,2,-0.00139117261929561,7.62931136763043e-05,-7.62931136763043e-05,3
"C2_Many_Weak_Signals",10,1,0.255477324690164,0.255477324690164,-0.0542785463493401,-0.309755871039504,0.329518499682499,19,-0.0542785463493401,0.00988131432149746,0.00988131432149746,2,-0.0542785463493401,0.00988131432149746,0.00988131432149746,3
"C2_Many_Weak_Signals",10,2,0.201198778340824,0.402397556681648,-0.0443972320278427,0.0197626286429949,-0.0104012669907988,19,-0.0443972320278427,0.0197626286429949,-0.0104012669907988,2,-0.0443972320278427,0.0197626286429949,-0.0104012669907988,3
"C2_Many_Weak_Signals",10,3,0.166682860634479,0.500048581903436,-0.0298352368802471,0.00936136165219614,-0.00324534638180625,19,-0.0298352368802471,0.00936136165219614,-0.00324534638180625,2,-0.0298352368802471,0.00936136165219614,-0.00324534638180625,3
"C2_Many_Weak_Signals",10,4,0.14152830458033,0.566113218321318,-0.0220965484189541,0.00611601527038989,-0.00229069100669559,19,-0.0220965484189541,0.00611601527038989,-0.00229069100669559,2,-0.0220965484189541,0.00611601527038989,-0.00229069100669559,3
"C2_Many_Weak_Signals",10,5,0.12248976379657,0.612448818982852,-0.017125878651912,0.00382532426369431,-0.00106167917207707,19,-0.017125878651912,0.00382532426369431,-0.00106167917207707,2,-0.017125878651912,0.00382532426369431,-0.00106167917207707,3
"C2_Many_Weak_Signals",10,6,0.107276547276505,0.643659283659033,-0.0138313939742562,0.00276364509161724,-0.000652648159226513,19,-0.0138313939742562,0.00276364509161724,-0.000652648159226513,2,-0.0138313939742562,0.00276364509161724,-0.000652648159226513,3
"C2_Many_Weak_Signals",10,7,0.0948269758480579,0.663788830936405,-0.0113940729622523,0.00211099693239072,-0.000422742842955778,19,-0.0113940729622523,0.00211099693239072,-0.000422742842955778,2,-0.0113940729622523,0.00211099693239072,-0.000422742842955778,3
"C2_Many_Weak_Signals",10,8,0.084488401352001,0.675907210816008,-0.00949444745133943,0.00168825408943495,-0.000335171794585157,19,-0.00949444745133943,0.00168825408943495,-0.000335171794585157,2,-0.00949444745133943,0.00168825408943495,-0.000335171794585157,3
"C2_Many_Weak_Signals",10,9,0.075838080945379,0.682542728508411,-0.00797377925919707,0.00135308229484979,-0.000141337185551864,19,-0.00797377925919707,0.00135308229484979,-0.000141337185551864,2,-0.00797377925919707,0.00135308229484979,-0.000141337185551864,3
"C2_Many_Weak_Signals",10,10,0.0685408428336068,0.685408428336068,-0.00669136555712321,0.00121174510929793,-0.000239310134050194,19,-0.00669136555712321,0.00121174510929793,-0.000239310134050194,2,-0.00669136555712321,0.00121174510929793,-0.000239310134050194,3
"C2_Many_Weak_Signals",10,11,0.0624553498311326,0.687008848142458,-0.00559927551485038,0.000972434975247731,-0.000210455487974534,19,-0.00559927551485038,0.000972434975247731,-0.000210455487974534,2,-0.00559927551485038,0.000972434975247731,-0.000210455487974534,3
"C2_Many_Weak_Signals",10,12,0.057342291803906,0.688107501646873,-0.00473206828358992,0.000761979487273197,-0.000156453338862862,19,-0.00473206828358992,0.000761979487273197,-0.000156453338862862,2,-0.00473206828358992,0.000761979487273197,-0.000156453338862862,3
"C2_Many_Weak_Signals",10,13,0.0529912132639527,0.688885772431385,-0.00404831546574815,0.000605526148410335,-0.000116748586581401,19,-0.00404831546574815,0.000605526148410335,-0.000116748586581401,2,-0.00404831546574815,0.000605526148410335,-0.000116748586581401,3
"C2_Many_Weak_Signals",10,14,0.0492456608724097,0.689439252213736,-0.00350116361062852,0.000488777561828933,-8.93203294826464e-05,19,-0.00350116361062852,0.000488777561828933,-8.93203294826464e-05,2,-0.00350116361062852,0.000488777561828933,-8.93203294826464e-05,3
"C2_Many_Weak_Signals",10,15,0.0459888860426957,0.689833290640435,-0.00305704621354091,0.000399457232346287,-6.93991734210947e-05,19,-0.00305704621354091,0.000399457232346287,-6.93991734210947e-05,2,-0.00305704621354091,0.000399457232346287,-6.93991734210947e-05,3
"C2_Many_Weak_Signals",10,16,0.0431315684453279,0.690105095125247,-0.00269228856790517,0.000330058058925192,-5.29384527078319e-05,19,-0.00269228856790517,0.000330058058925192,-5.29384527078319e-05,2,-0.00269228856790517,0.000330058058925192,-5.29384527078319e-05,3
"C2_Many_Weak_Signals",10,17,0.0406043089068854,0.690273251417051,-0.00238869973533389,0.00027711960621736,-4.32491114505454e-05,19,-0.00238869973533389,0.00027711960621736,-4.32491114505454e-05,2,-0.00238869973533389,0.00027711960621736,-4.32491114505454e-05,3
"C2_Many_Weak_Signals",10,18,0.0383541689746601,0.690375041543883,-0.0021332046848418,0.000233870494766815,-3.39444890417109e-05,19,-0.0021332046848418,0.000233870494766815,-3.39444890417109e-05,2,-0.0021332046848418,0.000233870494766815,-3.39444890417109e-05,3
"C2_Many_Weak_Signals",10,19,0.0363378995372017,0.690420091206833,-0.00191630643459584,0.000199926005725104,-0.0329051386794603,19,-0.00191630643459584,0.000199926005725104,-9.9963002862552e-05,2,-0.00191630643459584,0.000199926005725104,-9.9963002862552e-05,3
"C2_Many_Weak_Signals",10,20,0.0345215561054685,0.690431122109369,-0.00181634343173329,-0.0327052126737352,NA,19,-0.00181634343173329,9.9963002862552e-05,-9.9963002862552e-05,2,-0.00181634343173329,9.9963002862552e-05,-9.9963002862552e-05,3
"C3_Mixed_Signals",8,1,0.482212278549197,0.482212278549197,-0.085894091593214,-0.568106370142411,0.581646934522624,19,-0.085894091593214,0.00677028219010631,0.00677028219010631,2,-0.085894091593214,0.00677028219010631,0.00677028219010631,3
"C3_Mixed_Signals",8,2,0.396318186955983,0.792636373911966,-0.0791238094031077,0.0135405643802126,-0.0202402707754491,19,-0.0791238094031077,0.0135405643802126,-0.0202402707754491,2,-0.0791238094031077,0.0135405643802126,-0.0202402707754491,3
"C3_Mixed_Signals",8,3,0.323964659742982,0.971893979228945,-0.0757033804106196,-0.00669970639523648,0.0375237028110393,19,-0.0757033804106196,-0.00669970639523648,0.0375237028110393,2,-0.0757033804106196,-0.00669970639523648,0.0375237028110393,3
"C3_Mixed_Signals",8,4,0.244911426134744,0.979645704538975,-0.0636412354003364,0.0308239964158029,-0.0150143020244173,19,-0.0636412354003364,0.0308239964158029,-0.0150143020244173,2,-0.0636412354003364,0.0308239964158029,-0.0150143020244173,3
"C3_Mixed_Signals",8,5,0.196682188942309,0.983410944711544,-0.0403243899967422,0.0158096943913856,-0.0067228305364726,19,-0.0403243899967422,0.0158096943913856,-0.0067228305364726,2,-0.0403243899967422,0.0158096943913856,-0.0067228305364726,3
"C3_Mixed_Signals",8,6,0.16426264614126,0.985575876847557,-0.0278761108735929,0.009086863854913,-0.00332399838190685,19,-0.0278761108735929,0.009086863854913,-0.00332399838190685,2,-0.0278761108735929,0.009086863854913,-0.00332399838190685,3
"C3_Mixed_Signals",8,7,0.140929967195123,0.986509770365862,-0.0204512462096333,0.00576286547300615,-0.00189122296976846,19,-0.0204512462096333,0.00576286547300615,-0.00189122296976846,2,-0.0204512462096333,0.00576286547300615,-0.00189122296976846,3
"C3_Mixed_Signals",8,8,0.123360153721993,0.986881229775943,-0.0156339922215114,0.0038716425032377,-0.00113442074784409,19,-0.0156339922215114,0.0038716425032377,-0.00113442074784409,2,-0.0156339922215114,0.0038716425032377,-0.00113442074784409,3
"C3_Mixed_Signals",8,9,0.1096619827521,0.986957844768903,-0.0123295600921957,0.00273722175539361,-0.00074530110831679,19,-0.0123295600921957,0.00273722175539361,-0.00074530110831679,2,-0.0123295600921957,0.00273722175539361,-0.00074530110831679,3
"C3_Mixed_Signals",8,10,0.0987010335376014,0.987010335376014,-0.00996498889096052,0.00199192064707682,-0.000498009223825424,19,-0.00996498889096052,0.00199192064707682,-0.000498009223825424,2,-0.00996498889096052,0.00199192064707682,-0.000498009223825424,3
"C3_Mixed_Signals",8,11,0.0897320049701793,0.987052054671972,-0.00822207285579642,0.00149391142325139,-0.00034453443055972,19,-0.00822207285579642,0.00149391142325139,-0.00034453443055972,2,-0.00822207285579642,0.00149391142325139,-0.00034453443055972,3
"C3_Mixed_Signals",8,12,0.0822568878260086,0.987082653912103,-0.00690042864782488,0.00114937699269167,-0.000246218484393101,19,-0.00690042864782488,0.00114937699269167,-0.000246218484393101,2,-0.00690042864782488,0.00114937699269167,-0.000246218484393101,3
"C3_Mixed_Signals",8,13,0.0759311476745295,0.987104919768884,-0.00587416089732976,0.000903158508298571,-0.000180467076078536,19,-0.00587416089732976,0.000903158508298571,-0.000180467076078536,2,-0.00587416089732976,0.000903158508298571,-0.000180467076078536,3
"C3_Mixed_Signals",8,14,0.070508566031349,0.987119924438887,-0.00506123592707046,0.000722691432220035,-0.000135375967126469,19,-0.00506123592707046,0.000722691432220035,-0.000135375967126469,2,-0.00506123592707046,0.000722691432220035,-0.000135375967126469,3
"C3_Mixed_Signals",8,15,0.0658086758203886,0.987130137305829,-0.00440623247841366,0.000587315465093566,-0.000103615415764619,19,-0.00440623247841366,0.000587315465093566,-0.000103615415764619,2,-0.00440623247841366,0.000587315465093566,-0.000103615415764619,3
"C3_Mixed_Signals",8,16,0.0616961010745217,0.987137617192348,-0.0038707247212024,0.000483700049328947,-8.06192472415299e-05,19,-0.0038707247212024,0.000483700049328947,-8.06192472415299e-05,2,-0.0038707247212024,0.000483700049328947,-8.06192472415299e-05,3
"C3_Mixed_Signals",8,17,0.0580672263779838,0.987142848425725,-0.00342733429549422,0.000403080802087417,-6.36108883648318e-05,19,-0.00342733429549422,0.000403080802087417,-6.36108883648318e-05,2,-0.00342733429549422,0.000403080802087417,-6.36108883648318e-05,3
"C3_Mixed_Signals",8,18,0.0548414324835333,0.987145784703599,-0.00305605893758922,0.000339469913722586,-5.08773347688701e-05,19,-0.00305605893758922,0.000339469913722586,-5.08773347688701e-05,2,-0.00305605893758922,0.000339469913722586,-5.08773347688701e-05,3
"C3_Mixed_Signals",8,19,0.0519551085028054,0.987147061553302,-0.00274202769125107,0.000288592578953716,-0.0470482382782107,19,-0.00274202769125107,0.000288592578953716,-0.000144296289476858,2,-0.00274202769125107,0.000288592578953716,-0.000144296289476858,3
"C3_Mixed_Signals",8,20,0.0493573771010311,0.987147542020623,-0.00259773140177421,-0.0467596456992569,NA,19,-0.00259773140177421,0.000144296289476858,-0.000144296289476858,2,-0.00259773140177421,0.000144296289476858,-0.000144296289476858,3
