"p","n_models","Mp_mean","Mp_sd","Mp_median","Mp_max","R2_mean","R2_max","adjR2_mean","adjR2_max","AIC_min","BIC_min"
1,10,0.339055723253224,0.3618344249788,0.277949818527809,0.798535116870388,0.339055723253224,0.798535116870388,0.332311393898665,0.796479352756821,289.770129477344,297.585640035309
2,45,0.282787680138551,0.158724178441545,0.321642292460279,0.472141740347186,0.565575360277101,0.944283480694372,0.55661815121065,0.943134686481884,163.236288521297,173.656969265249
3,120,0.237593882668067,0.0796667438909059,0.260225716087875,0.323438370573358,0.712781648004202,0.970315111720073,0.703806074504334,0.969387458961326,102.272431004331,115.298281934271
4,210,0.201805361361774,0.040787708158739,0.212705614823836,0.246290924270879,0.807221445447096,0.985163697083516,0.799104453676448,0.984539010644927,34.9163282931495,50.5473494090781
5,252,0.173658830677071,0.021136905144917,0.178680407928456,0.198382438315758,0.868294153385355,0.99191219157879,0.861288523246278,0.991481989003193,-23.755599950918,-5.51940864900133
6,210,0.151543449704891,0.0117329924680467,0.153011684349653,0.165333802832871,0.909260698229346,0.992002816997226,0.903406549728013,0.991486869706724,-22.8824439136692,-2.04108242576443
7,120,0.134066743499655,0.00726959549120381,0.135815658825183,0.141736043400711,0.938467204497586,0.992152303804976,0.933785361361533,0.991555196485789,-22.7693783772553,0.677153296637563
8,45,0.120077693252388,0.00457265958218285,0.12241483355091,0.124024658507707,0.960621546019101,0.992197268061658,0.95715970391089,0.99151131360554,-21.3439873274658,4.70771453241508
9,10,0.108677175188224,0.00269023742913383,0.109879751364178,0.110249629044159,0.978094576694016,0.99224666139743,0.975904034363418,0.991471327537173,-19.9790256121481,8.67784643372086
10,1,0.0992249955613084,NA,0.0992249955613084,0.0992249955613084,0.992249955613084,0.992249955613084,0.991379164108936,0.991379164108936,-18.0215223460014,13.2405198858557
